Dependency=REEDS Balancing Area	Option=AZNMc	Option=CAMXc	Option=ERCTc	Option=FRCCc	Option=MROEc	Option=MROWc	Option=NEWEc	Option=NWPPc	Option=NYSTc	Option=RFCEc	Option=RFCMc	Option=RFCWc	Option=RMPAc	Option=SPNOc	Option=SPSOc	Option=SRMVc	Option=SRMWc	Option=SRSOc	Option=SRTVc	Option=SRVCc	source_count	source_weight	sampling_probability
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	95087	1.99212e+06	0.0149541
10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311528	6.89311e+06	0.051744
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11510	96425	0.000723827
101	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325046	5.585e+06	0.0419244
102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113250	3.06324e+06	0.0229945
103	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	280751	4.12581e+06	0.0309709
104	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21982	277723	0.00208476
105	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	150593	1.49522e+06	0.0112241
106	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21888	536414	0.00402665
107	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	94590	799030	0.00599802
108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19248	163191	0.00122502
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	91199	1.33957e+06	0.0100557
11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43415	1.18764e+06	0.0089152
110	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15373	138146	0.00103701
111	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	105828	2.09978e+06	0.0157622
112	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	200098	1.84203e+06	0.0138274
113	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	31769	493397	0.00370374
114	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27649	711743	0.00534279
115	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	78201	1.12244e+06	0.00842571
116	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	87481	530409	0.00398158
117	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	47737	354319	0.00265974
118	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	72460	553704	0.00415646
119	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13322	118694	0.000890991
12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60017	336353	0.00252487
120	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7245	71290	0.000535147
121	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21139	207135	0.00155489
122	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	322777	4.27975e+06	0.0321265
123	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	130615	2.52148e+06	0.0189279
124	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6469	28382	0.000213053
