Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=Ceiling R-30	sampling_probability
CR11	1950s	Single-Family Attached	Heated Basement	0	1	0	0	0	8.9059e-06
CR02	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	7.04068e-05
CR03	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	4.9585e-05
CR04	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000153658
CR05	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.03424e-05
CR06	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	8.91857e-06
CR07	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000250385
CR08	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000151538
CR09	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.36958e-05
CR10	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	4.32079e-06
CR11	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.57327e-06
CR02	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000185461
CR03	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000104926
CR04	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000318094
CR05	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.00010464
CR06	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	2.44855e-05
CR07	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000324396
CR08	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.00033243
CR09	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.02951e-05
CR10	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.19527e-05
CR11	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	7.93329e-06
CR02	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000176207
CR03	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000211421
CR04	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000299804
CR05	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000130007
CR06	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	9.46744e-06
CR07	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000489999
CR08	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000541621
CR09	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	7.83395e-05
CR10	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.48051e-05
CR11	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.82381e-06
CR02	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000238647
CR03	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	8.35197e-05
CR04	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.00043028
CR05	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000117939
CR06	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.6501e-05
CR07	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000409161
CR08	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000477613
CR09	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	6.04466e-05
CR10	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.0139e-05
CR11	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.14683e-06
CR02	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.00030493
CR03	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000156747
CR04	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000579693
CR05	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	9.34438e-05
CR06	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.53091e-05
CR07	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000374157
CR08	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000368165
CR09	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	7.80595e-05
CR10	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.23768e-06
CR11	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	2.91304e-06
CR02	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	8.29947e-05
CR03	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.90667e-05
CR04	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	9.9034e-05
CR05	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.60803e-05
CR06	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.3137e-06
CR07	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.00013662
CR08	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.00016096
CR09	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.0282e-05
CR10	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.20288e-06
CR11	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	8.7585e-07
CR02	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00232764
CR03	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00169253
CR04	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00460351
CR05	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000525239
CR06	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00045929
CR07	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00368013
CR08	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00208249
CR09	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000205152
CR10	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	3.38627e-05
CR11	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000276567
CR02	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00102097
CR03	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000662743
CR04	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00249174
CR05	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00038825
CR06	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000457203
CR07	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00164421
CR08	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.0013212
CR09	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000233269
CR10	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	4.09331e-05
CR11	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	7.30938e-05
CR02	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00214216
CR03	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00155704
CR04	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00548484
CR05	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000846953
CR06	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000697378
CR07	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00378088
CR08	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00267441
CR09	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000446451
CR10	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	8.53992e-05
CR11	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000158682
CR02	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00191538
CR03	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00130751
CR04	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00384978
CR05	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000651294
CR06	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000214209
CR07	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00261361
CR08	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00244782
CR09	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00062584
CR10	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	8.81226e-05
CR11	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	5.53461e-05
CR02	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00253416
CR03	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00138151
CR04	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00397851
CR05	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00127628
CR06	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000359722
CR07	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00237372
CR08	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00296259
CR09	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000830321
CR10	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.0001513
CR11	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	7.65284e-05
CR02	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00119721
CR03	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00113865
CR04	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00215375
CR05	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000835206
CR06	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000151866
CR07	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00182645
CR08	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00268167
CR09	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00101909
CR10	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000196676
CR11	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	6.21186e-05
CR02	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00156794
CR03	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000953449
CR04	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00331662
CR05	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.0012218
CR06	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000253346
CR07	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00171618
CR08	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00309143
CR09	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00125084
CR10	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000247964
CR11	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	4.819e-05
CR02	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00164988
CR03	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00100502
CR04	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00356722
CR05	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00075919
CR06	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000165765
CR07	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00164576
CR08	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00243061
CR09	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00085049
CR10	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	9.39754e-05
CR11	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	4.35255e-05
CR02	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000553557
CR03	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00029028
CR04	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000889077
CR05	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000248718
CR06	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	5.72962e-05
CR07	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000465628
CR08	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000791178
CR09	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000263013
CR10	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	1.81957e-05
CR11	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	8.32463e-06
CR02	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR03	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR04	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR05	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR06	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR07	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR08	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR09	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR10	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR11	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR02	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR02	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR03	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR04	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR05	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR06	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR07	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR08	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR09	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR10	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR11	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR02	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR03	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR04	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR05	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR06	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR07	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR08	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR09	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR10	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR11	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00012351
CR03	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000437142
CR04	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000379749
CR05	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.16473e-05
CR06	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.3252e-05
CR07	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000904036
CR08	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000173356
CR09	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000212881
CR10	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	2.19289e-05
CR11	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000257111
CR02	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.73503e-05
CR03	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000158274
CR04	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000224341
CR05	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	2.7824e-05
CR06	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.3644e-05
CR07	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000475728
CR08	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00012512
CR09	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00026317
CR10	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	2.52896e-05
CR11	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000249681
CR02	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	6.89491e-05
CR03	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000184651
CR04	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000285159
CR05	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	6.49564e-05
CR06	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	5.80091e-05
CR07	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00062905
CR08	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000183784
CR09	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000506203
CR10	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	8.53222e-05
CR11	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00043584
CR02	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000135022
CR03	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00022028
CR04	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000434226
CR05	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	8.3477e-05
CR06	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	8.48513e-05
CR07	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00073301
CR08	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000313781
CR09	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.001136
CR10	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000171716
CR11	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000790271
CR02	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000193017
CR03	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.0002748
CR04	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000580984
CR05	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000203615
CR06	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000177499
CR07	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000630187
CR08	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000492069
CR09	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00228377
CR10	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000326653
CR11	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00113446
CR02	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000116967
CR03	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000220898
CR04	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000362998
CR05	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000158996
CR06	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	9.75297e-05
CR07	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000423851
CR08	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000439253
CR09	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00258448
CR10	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000401197
CR11	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00103854
CR02	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000110554
CR03	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000103008
CR04	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000326098
CR05	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00013655
CR06	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000102084
CR07	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000356517
CR08	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000360582
CR09	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00170907
CR10	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000339186
CR11	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00059371
CR02	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	8.31045e-05
CR03	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000132631
CR04	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000364756
CR05	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000121786
CR06	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	8.21818e-05
CR07	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000462766
CR08	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000334394
CR09	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00160813
CR10	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000261345
CR11	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00039343
CR02	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	3.5717e-05
CR03	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	6.06648e-05
CR04	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00014358
CR05	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	5.44602e-05
CR06	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	3.12382e-05
CR07	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000163299
CR08	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000178669
CR09	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000698391
CR10	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	7.07023e-05
CR11	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000154963
CR02	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	7.94607e-05
CR03	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000193774
CR04	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000255903
CR05	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	5.14223e-05
CR06	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	9.05361e-05
CR07	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00112442
CR08	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000184244
CR09	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000208785
CR10	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	2.98886e-05
CR11	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000397545
CR02	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	3.92853e-05
CR03	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	9.43809e-05
CR04	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000209084
CR05	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	3.16658e-05
CR06	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	5.19426e-05
CR07	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000620677
CR08	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000169027
CR09	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000286331
CR10	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	3.55515e-05
CR11	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000387619
