Dependency=Heating Fuel	Dependency=Location Region	Dependency=Usage Level	Option=Gas, 80% Usage	Option=Gas, 100% Usage	Option=Gas, 120% Usage	Option=Propane, 80% Usage	Option=Propane, 100% Usage	Option=Propane, 120% Usage	Option=Electric, 80% Usage	Option=Electric, 100% Usage	Option=Electric, 120% Usage	Option=None	sampling_probability
Natural Gas	CR07	Average	0	0.68	0	0	0	0	0	0.31	0	0.01	0
Natural Gas	CR08	Average	0	0.34	0	0	0	0	0	0.65	0	0.01	0
Natural Gas	CR09	Average	0	0.5	0	0	0	0	0	0.5	0	0.01	0
Natural Gas	CR10	Average	0	0.65	0	0	0	0	0	0.34	0	0.01	0
Natural Gas	CR11	Average	0	0.73	0	0	0	0	0	0.26	0	0.01	0
None	CR02	Average	0	0	0	0	0	0	0	0	0	1	0
None	CR03	Average	0	0	0	0	0	0	0	0	0	1	0
None	CR04	Average	0	0	0	0	0	0	0	0	0	1	0
None	CR05	Average	0	0	0	0	0	0	0	1	0	0	0
None	CR06	Average	0	0	0	0	0	0	0	0	0	1	0
None	CR07	Average	0	0	0	0	0	0	0	0	0	1	0
None	CR08	Average	0	0	0	0	0	0	0	0	0	1	0
None	CR09	Average	0	0.22	0	0	0.06	0	0	0.69	0	0.04	0
None	CR10	Average	0	0.49	0	0	0	0	0	0.51	0	0	0
None	CR11	Average	0	0.86	0	0	0	0	0	0.12	0	0.03	0
Other Fuel	CR02	Average	0	0.07	0	0	0.35	0	0	0.58	0	0	0
Other Fuel	CR03	Average	0	0.03	0	0	0.27	0	0	0.68	0	0.02	0
Other Fuel	CR04	Average	0	0	0	0	0.23	0	0	0.77	0	0	0
Other Fuel	CR05	Average	0	0	0	0	0.23	0	0	0.77	0	0	0
Other Fuel	CR06	Average	0	0	0	0	0.05	0	0	0.9	0	0.05	0
Other Fuel	CR07	Average	0	0.08	0	0	0.23	0	0	0.65	0	0.03	0
Other Fuel	CR08	Average	0	0.01	0	0	0.18	0	0	0.82	0	0	0
Other Fuel	CR09	Average	0	0.04	0	0	0.33	0	0	0.61	0	0.02	0
Other Fuel	CR10	Average	0	0.11	0	0	0.17	0	0	0.47	0	0.25	0
Other Fuel	CR11	Average	0	0.27	0	0	0.19	0	0	0.49	0	0.05	0
Propane	CR02	Average	0	0.02	0	0	0.37	0	0	0.61	0	0	0
Propane	CR03	Average	0	0.06	0	0	0.33	0	0	0.52	0	0.09	0
Propane	CR04	Average	0	0.03	0	0	0.4	0	0	0.57	0	0	0
Propane	CR05	Average	0	0	0	0	0.55	0	0	0.45	0	0	0
Propane	CR06	Average	0	0	0	0	0.18	0	0	0.82	0	0	0
Propane	CR07	Average	0	0.02	0	0	0.52	0	0	0.46	0	0	0
Propane	CR08	Average	0	0	0	0	0.25	0	0	0.75	0	0	0
Propane	CR09	Average	0	0.02	0	0	0.47	0	0	0.51	0	0	0
Propane	CR10	Average	0	0	0	0	0.38	0	0	0.62	0	0	0
Propane	CR11	Average	0	0	0	0	0.4	0	0	0.6	0	0	0
Electricity	CR02	High	0	0	0.07	0	0	0.02	0	0	0.9	0	0.00259207
Electricity	CR03	High	0	0	0.17	0	0	0.06	0	0	0.77	0	0.00156573
Electricity	CR04	High	0	0	0.11	0	0	0.02	0	0	0.85	0.01	0.00617748
Electricity	CR05	High	0	0	0.04	0	0	0.18	0	0	0.77	0	0.00195779
Electricity	CR06	High	0	0	0	0	0	0.05	0	0	0.95	0	0.00469453
Electricity	CR07	High	0	0	0.14	0	0	0.11	0	0	0.75	0	0.00493563
Electricity	CR08	High	0	0	0.04	0	0	0.02	0	0	0.93	0.01	0.014651
Electricity	CR09	High	0	0	0.09	0	0	0.05	0	0	0.85	0.01	0.0489524
Electricity	CR10	High	0	0	0.15	0	0	0.03	0	0	0.82	0	0.00436181
Electricity	CR11	High	0	0	0.6	0	0	0.01	0	0	0.37	0.02	0.00690044
Fuel Oil	CR02	High	0	0	0.05	0	0	0.06	0	0	0.88	0	0.000260917
Fuel Oil	CR03	High	0	0	0.07	0	0	0.11	0	0	0.82	0	0.00455265
Fuel Oil	CR04	High	0	0	0	0	0	0.15	0	0	0.85	0	0.000372344
Fuel Oil	CR05	High	0	0	0	0	0	0	0	0	0	1	3.80924e-05
Fuel Oil	CR06	High	0	0	0	0	0	0	0	0	1	0	0.00017431
Fuel Oil	CR07	High	0	0	0.14	0	0	0.13	0	0	0.71	0.02	0.00591638
Fuel Oil	CR08	High	0	0	0.03	0	0	0.19	0	0	0.78	0	0.000983065
Fuel Oil	CR09	High	0	0	0.17	0	0	0	0	0	0.83	0	0.000418435
Fuel Oil	CR10	High	0	0	0	0	0	0	0	0	1	0	2.21969e-05
Fuel Oil	CR11	High	0	0	0	0	0	1	0	0	0	0	7.36377e-05
Natural Gas	CR02	High	0	0	0.41	0	0	0	0	0	0.59	0	0.00818507
Natural Gas	CR03	High	0	0	0.64	0	0	0.01	0	0	0.32	0.03	0.00454924
Natural Gas	CR04	High	0	0	0.55	0	0	0	0	0	0.44	0.01	0.0237642
Natural Gas	CR05	High	0	0	0.23	0	0	0	0	0	0.76	0	0.0059785
Natural Gas	CR06	High	0	0	0.31	0	0	0	0	0	0.69	0	0.00310234
Natural Gas	CR07	High	0	0	0.68	0	0	0	0	0	0.31	0.01	0.0191878
Natural Gas	CR08	High	0	0	0.34	0	0	0	0	0	0.65	0.01	0.0134916
Natural Gas	CR09	High	0	0	0.5	0	0	0	0	0	0.5	0.01	0.0193971
Natural Gas	CR10	High	0	0	0.65	0	0	0	0	0	0.34	0.01	0.00424269
Natural Gas	CR11	High	0	0	0.73	0	0	0	0	0	0.26	0.01	0.0166652
None	CR02	High	0	0	0	0	0	0	0	0	0	1	8.24555e-05
None	CR03	High	0	0	0	0	0	0	0	0	0	1	5.30556e-05
None	CR04	High	0	0	0	0	0	0	0	0	0	1	0.00016238
None	CR05	High	0	0	0	0	0	0	0	0	1	0	3.28958e-05
None	CR06	High	0	0	0	0	0	0	0	0	0	1	3.92682e-05
None	CR07	High	0	0	0	0	0	0	0	0	0	1	0.000219591
None	CR08	High	0	0	0	0	0	0	0	0	0	1	0.00012128
None	CR09	High	0	0	0.22	0	0	0.06	0	0	0.69	0.04	0.000538301
None	CR10	High	0	0	0.49	0	0	0	0	0	0.51	0	8.22902e-05
None	CR11	High	0	0	0.86	0	0	0	0	0	0.12	0.03	0.000875535
Other Fuel	CR02	High	0	0	0.07	0	0	0.35	0	0	0.58	0	0.000559295
Other Fuel	CR03	High	0	0	0.03	0	0	0.27	0	0	0.68	0.02	0.000692323
Other Fuel	CR04	High	0	0	0	0	0	0.23	0	0	0.77	0	0.000919721
Other Fuel	CR05	High	0	0	0	0	0	0.23	0	0	0.77	0	0.000422689
Other Fuel	CR06	High	0	0	0	0	0	0.05	0	0	0.9	0.05	0.000530126
Other Fuel	CR07	High	0	0	0.08	0	0	0.23	0	0	0.65	0.03	0.00113783
Other Fuel	CR08	High	0	0	0.01	0	0	0.18	0	0	0.82	0	0.000999256
Other Fuel	CR09	High	0	0	0.04	0	0	0.33	0	0	0.61	0.02	0.000786262
Other Fuel	CR10	High	0	0	0.11	0	0	0.17	0	0	0.47	0.25	0.000366839
Other Fuel	CR11	High	0	0	0.27	0	0	0.19	0	0	0.49	0.05	0.000683747
Propane	CR02	High	0	0	0.02	0	0	0.37	0	0	0.61	0	0.00168399
Propane	CR03	High	0	0	0.06	0	0	0.33	0	0	0.52	0.09	0.000724796
Propane	CR04	High	0	0	0.03	0	0	0.4	0	0	0.57	0	0.00206998
Propane	CR05	High	0	0	0	0	0	0.55	0	0	0.45	0	0.000492301
Propane	CR06	High	0	0	0	0	0	0.18	0	0	0.82	0	0.000229224
Propane	CR07	High	0	0	0.02	0	0	0.52	0	0	0.46	0	0.00120068
Propane	CR08	High	0	0	0	0	0	0.25	0	0	0.75	0	0.0018526
Propane	CR09	High	0	0	0.02	0	0	0.47	0	0	0.51	0	0.00301049
Propane	CR10	High	0	0	0	0	0	0.38	0	0	0.62	0	0.000357191
Propane	CR11	High	0	0	0	0	0	0.4	0	0	0.6	0	0.000908964
Electricity	CR02	Low	0.07	0	0	0.02	0	0	0.9	0	0	0	0.00259207
Electricity	CR03	Low	0.17	0	0	0.06	0	0	0.77	0	0	0	0.00156573
Electricity	CR04	Low	0.11	0	0	0.02	0	0	0.85	0	0	0.01	0.00617748
Electricity	CR05	Low	0.04	0	0	0.18	0	0	0.77	0	0	0	0.00195779
Electricity	CR06	Low	0	0	0	0.05	0	0	0.95	0	0	0	0.00469453
Electricity	CR07	Low	0.14	0	0	0.11	0	0	0.75	0	0	0	0.00493563
Electricity	CR08	Low	0.04	0	0	0.02	0	0	0.93	0	0	0.01	0.014651
Electricity	CR09	Low	0.09	0	0	0.05	0	0	0.85	0	0	0.01	0.0489524
Electricity	CR10	Low	0.15	0	0	0.03	0	0	0.82	0	0	0	0.00436181
Electricity	CR11	Low	0.6	0	0	0.01	0	0	0.37	0	0	0.02	0.00690044
Fuel Oil	CR02	Low	0.05	0	0	0.06	0	0	0.88	0	0	0	0.000260917
Fuel Oil	CR03	Low	0.07	0	0	0.11	0	0	0.82	0	0	0	0.00455265
Fuel Oil	CR04	Low	0	0	0	0.15	0	0	0.85	0	0	0	0.000372344
Fuel Oil	CR05	Low	0	0	0	0	0	0	0	0	0	1	3.80924e-05
Fuel Oil	CR06	Low	0	0	0	0	0	0	1	0	0	0	0.00017431
Fuel Oil	CR07	Low	0.14	0	0	0.13	0	0	0.71	0	0	0.02	0.00591638
Fuel Oil	CR08	Low	0.03	0	0	0.19	0	0	0.78	0	0	0	0.000983065
Fuel Oil	CR09	Low	0.17	0	0	0	0	0	0.83	0	0	0	0.000418435
Fuel Oil	CR10	Low	0	0	0	0	0	0	1	0	0	0	2.21969e-05
Fuel Oil	CR11	Low	0	0	0	1	0	0	0	0	0	0	7.36377e-05
Natural Gas	CR02	Low	0.41	0	0	0	0	0	0.59	0	0	0	0.00818507
Natural Gas	CR03	Low	0.64	0	0	0.01	0	0	0.32	0	0	0.03	0.00454924
Natural Gas	CR04	Low	0.55	0	0	0	0	0	0.44	0	0	0.01	0.0237642
Natural Gas	CR05	Low	0.23	0	0	0	0	0	0.76	0	0	0	0.0059785
Natural Gas	CR06	Low	0.31	0	0	0	0	0	0.69	0	0	0	0.00310234
Natural Gas	CR07	Low	0.68	0	0	0	0	0	0.31	0	0	0.01	0.0191878
Natural Gas	CR08	Low	0.34	0	0	0	0	0	0.65	0	0	0.01	0.0134916
Natural Gas	CR09	Low	0.5	0	0	0	0	0	0.5	0	0	0.01	0.0193971
Natural Gas	CR10	Low	0.65	0	0	0	0	0	0.34	0	0	0.01	0.00424269
Natural Gas	CR11	Low	0.73	0	0	0	0	0	0.26	0	0	0.01	0.0166652
None	CR02	Low	0	0	0	0	0	0	0	0	0	1	8.24555e-05
None	CR03	Low	0	0	0	0	0	0	0	0	0	1	5.30556e-05
None	CR04	Low	0	0	0	0	0	0	0	0	0	1	0.00016238
None	CR05	Low	0	0	0	0	0	0	1	0	0	0	3.28958e-05
None	CR06	Low	0	0	0	0	0	0	0	0	0	1	3.92682e-05
None	CR07	Low	0	0	0	0	0	0	0	0	0	1	0.000219591
None	CR08	Low	0	0	0	0	0	0	0	0	0	1	0.00012128
None	CR09	Low	0.22	0	0	0.06	0	0	0.69	0	0	0.04	0.000538301
None	CR10	Low	0.49	0	0	0	0	0	0.51	0	0	0	8.22902e-05
None	CR11	Low	0.86	0	0	0	0	0	0.12	0	0	0.03	0.000875535
Other Fuel	CR02	Low	0.07	0	0	0.35	0	0	0.58	0	0	0	0.000559295
Other Fuel	CR03	Low	0.03	0	0	0.27	0	0	0.68	0	0	0.02	0.000692323
Other Fuel	CR04	Low	0	0	0	0.23	0	0	0.77	0	0	0	0.000919721
Other Fuel	CR05	Low	0	0	0	0.23	0	0	0.77	0	0	0	0.000422689
Other Fuel	CR06	Low	0	0	0	0.05	0	0	0.9	0	0	0.05	0.000530126
Other Fuel	CR07	Low	0.08	0	0	0.23	0	0	0.65	0	0	0.03	0.00113783
Other Fuel	CR08	Low	0.01	0	0	0.18	0	0	0.82	0	0	0	0.000999256
Other Fuel	CR09	Low	0.04	0	0	0.33	0	0	0.61	0	0	0.02	0.000786262
Other Fuel	CR10	Low	0.11	0	0	0.17	0	0	0.47	0	0	0.25	0.000366839
Other Fuel	CR11	Low	0.27	0	0	0.19	0	0	0.49	0	0	0.05	0.000683747
Propane	CR02	Low	0.02	0	0	0.37	0	0	0.61	0	0	0	0.00168399
Propane	CR03	Low	0.06	0	0	0.33	0	0	0.52	0	0	0.09	0.000724796
Propane	CR04	Low	0.03	0	0	0.4	0	0	0.57	0	0	0	0.00206998
Propane	CR05	Low	0	0	0	0.55	0	0	0.45	0	0	0	0.000492301
Propane	CR06	Low	0	0	0	0.18	0	0	0.82	0	0	0	0.000229224
Propane	CR07	Low	0.02	0	0	0.52	0	0	0.46	0	0	0	0.00120068
Propane	CR08	Low	0	0	0	0.25	0	0	0.75	0	0	0	0.0018526
Propane	CR09	Low	0.02	0	0	0.47	0	0	0.51	0	0	0	0.00301049
Propane	CR10	Low	0	0	0	0.38	0	0	0.62	0	0	0	0.000357191
Propane	CR11	Low	0	0	0	0.4	0	0	0.6	0	0	0	0.000908964
Electricity	CR02	Medium	0	0.07	0	0	0.02	0	0	0.9	0	0	0.00518414
Electricity	CR03	Medium	0	0.17	0	0	0.06	0	0	0.77	0	0	0.00313146
Electricity	CR04	Medium	0	0.11	0	0	0.02	0	0	0.85	0	0.01	0.012355
Electricity	CR05	Medium	0	0.04	0	0	0.18	0	0	0.77	0	0	0.00391559
Electricity	CR06	Medium	0	0	0	0	0.05	0	0	0.95	0	0	0.00938907
Electricity	CR07	Medium	0	0.14	0	0	0.11	0	0	0.75	0	0	0.00987126
Electricity	CR08	Medium	0	0.04	0	0	0.02	0	0	0.93	0	0.01	0.029302
Electricity	CR09	Medium	0	0.09	0	0	0.05	0	0	0.85	0	0.01	0.0979047
Electricity	CR10	Medium	0	0.15	0	0	0.03	0	0	0.82	0	0	0.00872362
Electricity	CR11	Medium	0	0.6	0	0	0.01	0	0	0.37	0	0.02	0.0138009
Fuel Oil	CR02	Medium	0	0.05	0	0	0.06	0	0	0.88	0	0	0.000521834
Fuel Oil	CR03	Medium	0	0.07	0	0	0.11	0	0	0.82	0	0	0.00910529
Fuel Oil	CR04	Medium	0	0	0	0	0.15	0	0	0.85	0	0	0.000744688
Fuel Oil	CR05	Medium	0	0	0	0	0	0	0	0	0	1	7.61848e-05
Fuel Oil	CR06	Medium	0	0	0	0	0	0	0	1	0	0	0.000348621
Fuel Oil	CR07	Medium	0	0.14	0	0	0.13	0	0	0.71	0	0.02	0.0118328
Fuel Oil	CR08	Medium	0	0.03	0	0	0.19	0	0	0.78	0	0	0.00196613
Fuel Oil	CR09	Medium	0	0.17	0	0	0	0	0	0.83	0	0	0.000836871
Fuel Oil	CR10	Medium	0	0	0	0	0	0	0	1	0	0	4.43939e-05
Fuel Oil	CR11	Medium	0	0	0	0	1	0	0	0	0	0	0.000147275
Natural Gas	CR02	Medium	0	0.41	0	0	0	0	0	0.59	0	0	0.0163701
Natural Gas	CR03	Medium	0	0.64	0	0	0.01	0	0	0.32	0	0.03	0.00909848
Natural Gas	CR04	Medium	0	0.55	0	0	0	0	0	0.44	0	0.01	0.0475284
Natural Gas	CR05	Medium	0	0.23	0	0	0	0	0	0.76	0	0	0.011957
Natural Gas	CR06	Medium	0	0.31	0	0	0	0	0	0.69	0	0	0.00620469
Natural Gas	CR07	Medium	0	0.68	0	0	0	0	0	0.31	0	0.01	0.0383755
Natural Gas	CR08	Medium	0	0.34	0	0	0	0	0	0.65	0	0.01	0.0269833
Natural Gas	CR09	Medium	0	0.5	0	0	0	0	0	0.5	0	0.01	0.0387942
Natural Gas	CR10	Medium	0	0.65	0	0	0	0	0	0.34	0	0.01	0.00848538
Natural Gas	CR11	Medium	0	0.73	0	0	0	0	0	0.26	0	0.01	0.0333304
None	CR02	Medium	0	0	0	0	0	0	0	0	0	1	0.000164911
None	CR03	Medium	0	0	0	0	0	0	0	0	0	1	0.000106111
None	CR04	Medium	0	0	0	0	0	0	0	0	0	1	0.00032476
None	CR05	Medium	0	0	0	0	0	0	0	1	0	0	6.57916e-05
None	CR06	Medium	0	0	0	0	0	0	0	0	0	1	7.85365e-05
None	CR07	Medium	0	0	0	0	0	0	0	0	0	1	0.000439183
None	CR08	Medium	0	0	0	0	0	0	0	0	0	1	0.000242561
None	CR09	Medium	0	0.22	0	0	0.06	0	0	0.69	0	0.04	0.0010766
None	CR10	Medium	0	0.49	0	0	0	0	0	0.51	0	0	0.00016458
None	CR11	Medium	0	0.86	0	0	0	0	0	0.12	0	0.03	0.00175107
Other Fuel	CR02	Medium	0	0.07	0	0	0.35	0	0	0.58	0	0	0.00111859
Other Fuel	CR03	Medium	0	0.03	0	0	0.27	0	0	0.68	0	0.02	0.00138465
Other Fuel	CR04	Medium	0	0	0	0	0.23	0	0	0.77	0	0	0.00183944
Other Fuel	CR05	Medium	0	0	0	0	0.23	0	0	0.77	0	0	0.000845378
Other Fuel	CR06	Medium	0	0	0	0	0.05	0	0	0.9	0	0.05	0.00106025
Other Fuel	CR07	Medium	0	0.08	0	0	0.23	0	0	0.65	0	0.03	0.00227566
Other Fuel	CR08	Medium	0	0.01	0	0	0.18	0	0	0.82	0	0	0.00199851
Other Fuel	CR09	Medium	0	0.04	0	0	0.33	0	0	0.61	0	0.02	0.00157252
Other Fuel	CR10	Medium	0	0.11	0	0	0.17	0	0	0.47	0	0.25	0.000733677
Other Fuel	CR11	Medium	0	0.27	0	0	0.19	0	0	0.49	0	0.05	0.00136749
Propane	CR02	Medium	0	0.02	0	0	0.37	0	0	0.61	0	0	0.00336798
Propane	CR03	Medium	0	0.06	0	0	0.33	0	0	0.52	0	0.09	0.00144959
Propane	CR04	Medium	0	0.03	0	0	0.4	0	0	0.57	0	0	0.00413995
Propane	CR05	Medium	0	0	0	0	0.55	0	0	0.45	0	0	0.000984602
Propane	CR06	Medium	0	0	0	0	0.18	0	0	0.82	0	0	0.000458447
Propane	CR07	Medium	0	0.02	0	0	0.52	0	0	0.46	0	0	0.00240136
Propane	CR08	Medium	0	0	0	0	0.25	0	0	0.75	0	0	0.0037052
Propane	CR09	Medium	0	0.02	0	0	0.47	0	0	0.51	0	0	0.00602097
Propane	CR10	Medium	0	0	0	0	0.38	0	0	0.62	0	0	0.000714382
Propane	CR11	Medium	0	0	0	0	0.4	0	0	0.6	0	0	0.00181793
# Source: (fuel type) RECS 2009
# Source: (usage) engineering judgement
