Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.012283	0.014999	0.004606	0.032597	0.063305	0.008149	0.272067	0.014653	0.577340	0.000000	0.000000
AL, 00200	0.028911	0.045308	0.000000	0.000000	0.050701	0.011435	0.145954	0.018774	0.698917	0.000000	0.000000
AL, 00301	0.104195	0.000000	0.038350	0.008249	0.053690	0.024457	0.084062	0.034432	0.652566	0.000000	0.000000
AL, 00302	0.048140	0.000000	0.026091	0.009922	0.059164	0.085623	0.084062	0.020037	0.666960	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.003264	0.001757	0.011297	0.000000	0.592585	0.011790	0.379307	0.000000	0.000000
AL, 00500	0.009491	0.000000	0.022147	0.022147	0.031638	0.000000	0.207459	0.005530	0.701588	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.025544	0.096798	0.000000	0.371322	0.000000	0.506336	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.001352	0.002938	0.000000	0.000118	0.451019	0.000000	0.544573	0.000000	0.000000
AL, 00800	0.011648	0.000000	0.008930	0.010871	0.023102	0.000000	0.443040	0.009756	0.492653	0.000000	0.000000
AL, 00900	0.000000	0.038896	0.040111	0.000000	0.026741	0.000000	0.369226	0.000000	0.525026	0.000000	0.000000
AL, 01000	0.000000	0.019361	0.000000	0.007627	0.019557	0.007627	0.644550	0.003438	0.297840	0.000000	0.000000
AL, 01100	0.000000	0.010749	0.000000	0.000000	0.043446	0.006718	0.700722	0.025916	0.212448	0.000000	0.000000
AL, 01200	0.021688	0.010613	0.029879	0.000000	0.020765	0.042223	0.138162	0.050333	0.686336	0.000000	0.000000
AL, 01301	0.058844	0.020720	0.000000	0.019891	0.145867	0.027350	0.079237	0.000000	0.648091	0.000000	0.000000
AL, 01302	0.015358	0.000000	0.042886	0.013040	0.085481	0.115907	0.079237	0.133733	0.514358	0.000000	0.000000
AL, 01303	0.059291	0.000000	0.017925	0.024475	0.037919	0.133061	0.079237	0.040294	0.607797	0.000000	0.000000
AL, 01304	0.013996	0.000000	0.063762	0.075166	0.076721	0.043026	0.079237	0.000000	0.648091	0.000000	0.000000
AL, 01305	0.012962	0.053701	0.066200	0.012962	0.079163	0.047683	0.079237	0.002368	0.645723	0.000000	0.000000
AL, 01400	0.006238	0.000000	0.008466	0.028964	0.000000	0.000891	0.738870	0.000000	0.216570	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.091156	0.076571	0.231819	0.000000	0.600454	0.000000	0.000000
AL, 01600	0.031915	0.006584	0.033924	0.026447	0.045195	0.046645	0.181874	0.040609	0.586806	0.000000	0.000000
AL, 01700	0.003802	0.004309	0.016730	0.004309	0.005070	0.009126	0.820808	0.000000	0.135846	0.000000	0.000000
AL, 01800	0.003212	0.007494	0.000000	0.000000	0.035599	0.026766	0.567409	0.026137	0.333383	0.000000	0.000000
AL, 01900	0.050612	0.039919	0.031840	0.023286	0.034454	0.021029	0.247737	0.017807	0.533316	0.000000	0.000000
AL, 02000	0.063304	0.035274	0.013543	0.049131	0.036533	0.040313	0.138410	0.023962	0.599530	0.000000	0.000000
AL, 02100	0.008694	0.007468	0.017834	0.023184	0.031655	0.002452	0.328054	0.000000	0.580661	0.000000	0.000000
AL, 02200	0.000000	0.006270	0.000000	0.006270	0.036609	0.002832	0.703444	0.000000	0.244575	0.000000	0.000000
AL, 02300	0.000000	0.014079	0.012227	0.024083	0.031864	0.000000	0.403811	0.020412	0.493525	0.000000	0.000000
AL, 02400	0.028771	0.010109	0.023133	0.011470	0.080481	0.004082	0.294887	0.003939	0.543127	0.000000	0.000000
AL, 02500	0.012339	0.004057	0.043271	0.027720	0.015889	0.013860	0.336637	0.009698	0.536530	0.000000	0.000000
AL, 02600	0.020176	0.001370	0.028272	0.010337	0.022294	0.018059	0.191154	0.017355	0.690983	0.000000	0.000000
AL, 02701	0.047898	0.047898	0.039271	0.002975	0.016065	0.019338	0.244709	0.279469	0.302377	0.000000	0.000000
AL, 02702	0.048933	0.006621	0.052809	0.005652	0.043765	0.015665	0.244709	0.000000	0.581846	0.000000	0.000000
AL, 02703	0.031339	0.000000	0.000000	0.019182	0.046198	0.076727	0.244709	0.000000	0.581846	0.000000	0.000000
AR, 00100	0.037571	0.016377	0.026589	0.008092	0.052407	0.009441	0.071897	0.059616	0.718010	0.000000	0.000000
AR, 00200	0.078268	0.011024	0.065040	0.030646	0.029543	0.085103	0.076538	0.016954	0.606884	0.000000	0.000000
AR, 00300	0.000000	0.035281	0.009327	0.022710	0.000000	0.008922	0.377361	0.024362	0.522038	0.000000	0.000000
AR, 00400	0.002499	0.013031	0.004463	0.019993	0.008390	0.002499	0.495228	0.000000	0.453896	0.000000	0.000000
AR, 00500	0.038390	0.035316	0.003974	0.106622	0.021144	0.006523	0.148920	0.010923	0.628188	0.000000	0.000000
AR, 00600	0.000000	0.023668	0.000000	0.025959	0.126740	0.038938	0.289574	0.000000	0.495122	0.000000	0.000000
AR, 00700	0.000000	0.037298	0.000000	0.055948	0.000000	0.000000	0.566547	0.000000	0.340207	0.000000	0.000000
AR, 00800	0.048187	0.020560	0.000000	0.026342	0.012207	0.013492	0.375215	0.008756	0.495239	0.000000	0.000000
AR, 00900	0.132456	0.022771	0.049239	0.023129	0.037793	0.008346	0.105948	0.015721	0.604597	0.000000	0.000000
AR, 01000	0.058287	0.019429	0.042528	0.004318	0.027201	0.121971	0.105948	0.020469	0.599849	0.000000	0.000000
AR, 01100	0.072188	0.011697	0.021807	0.015123	0.038099	0.004929	0.223104	0.013313	0.599740	0.000000	0.000000
AR, 01200	0.037924	0.010987	0.004253	0.005494	0.022329	0.000000	0.240348	0.000000	0.678664	0.000000	0.000000
AR, 01300	0.057824	0.045836	0.000000	0.028912	0.000000	0.000000	0.292250	0.000000	0.575178	0.000000	0.000000
AR, 01400	0.016436	0.094717	0.000000	0.037330	0.059616	0.016993	0.114315	0.018822	0.641771	0.000000	0.000000
AR, 01500	0.019041	0.007451	0.009934	0.002484	0.015729	0.000000	0.495275	0.013580	0.436506	0.000000	0.000000
