Dependency=REEDS Balancing Area	Option=AZNMc	Option=CAMXc	Option=ERCTc	Option=FRCCc	Option=MROEc	Option=MROWc	Option=NEWEc	Option=None	Option=NWPPc	Option=NYSTc	Option=RFCEc	Option=RFCMc	Option=RFCWc	Option=RMPAc	Option=SPNOc	Option=SPSOc	Option=SRMVc	Option=SRMWc	Option=SRSOc	Option=SRTVc	Option=SRVCc	source_count	source_weight	sampling_probability
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	95087	1.99212e+06	0.0148604
10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311528	6.89311e+06	0.0514199
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11510	96425	0.000719292
101	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325046	5.585e+06	0.041662
102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113250	3.06324e+06	0.0228506
103	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	280751	4.12581e+06	0.0307769
104	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21982	277723	0.0020717
105	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	150593	1.49522e+06	0.0111538
106	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21888	536414	0.00400144
107	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	94590	799030	0.00596045
108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19248	163191	0.00121734
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	91199	1.33957e+06	0.00999266
11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43415	1.18764e+06	0.00885936
110	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15373	138146	0.00103052
111	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	105828	2.09978e+06	0.0156635
112	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	200098	1.84203e+06	0.0137408
113	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	31769	493397	0.00368055
114	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27649	711743	0.00530933
115	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	78201	1.12244e+06	0.00837294
116	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	87481	530409	0.00395665
117	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	47737	354319	0.00264308
118	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	72460	553704	0.00413042
119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13322	118694	0.000885411
12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60017	336353	0.00250906
120	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7245	71290	0.000531796
121	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21139	207135	0.00154515
122	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	322777	4.27975e+06	0.0319253
123	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	130615	2.52148e+06	0.0188093
124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6469	28382	0.000211719
125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24115	417927	0.00311757
126	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	169588	3.58644e+06	0.0267535
127	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	299150	7.15398e+06	0.0533659
128	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	51019	1.03759e+06	0.00774002
129	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32580	326812	0.00243789
13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24521	864164	0.00644633
130	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48837	620729	0.00463039
131	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157508	2.83666e+06	0.0211603
132	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67578	1.4938e+06	0.0111431
133	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25181	462657	0.00345124
134	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69518	727127	0.00542408
14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19680	136189	0.00101592
15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	83769	366023	0.00273039
16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	46393	183801	0.00137108
17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53004	203283	0.00151641
18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	47444	171451	0.00127896
19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3255	5675	4.23333e-05
2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53364	601407	0.00448626
20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16561	84210	0.000628174
21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37358	99491	0.000742164
22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5185	18880	0.000140838
23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9975	26697	0.000199149
24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33686	122919	0.000916929
25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	100151	954957	0.00712361
26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15255	69090	0.000515385
27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15677	112617	0.000840079
28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179181	2.29925e+06	0.0171515
29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24145	32725	0.000244116
3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39918	321479	0.00239811
30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22663	468953	0.00349821
31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136613	802434	0.00598584
32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9211	73763	0.000550243
33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	122458	1.73389e+06	0.0129341
34	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	78604	550974	0.00411005
35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12024	26820	0.000200067
36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54240	122169	0.000911334
37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79529	227965	0.00170053
38	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79149	302103	0.00225357
39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27364	52227	0.000389593
4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7205	51812	0.000386498
40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114303	272787	0.00203488
41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51685	489992	0.00365515
42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30974	125286	0.000934585
43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178338	2.05086e+06	0.0152986
44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21953	64827	0.000483585
45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75568	319576	0.00238391
46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61539	402041	0.00299907
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	31996	110011	0.000820638
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	80684	351598	0.00262278
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9653	12426	9.2693e-05
5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	132423	1.42228e+06	0.0106096
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	191581	1.11801e+06	0.00833993
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	67884	569026	0.00424471
52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28728	50554	0.000377113
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	209919	1.19872e+06	0.00894195
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	83931	693380	0.00517235
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	74468	443279	0.00330669
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	52148	415919	0.00310259
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24924	190671	0.00142233
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	180746	1.85956e+06	0.0138716
59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17538	286261	0.0021354
6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	47854	255324	0.00190462
60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39165	77887	0.000581006
61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50426	178100	0.00132856
62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23519	134946	0.00100664
63	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283213	3.63122e+06	0.0270875
64	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93112	1.22211e+06	0.00911647
65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143459	1.64844e+06	0.0122967
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	51159	541266	0.00403764
67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107032	2.17915e+06	0.0162557
68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28512	141886	0.00105841
69	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26075	145714	0.00108697
7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16344	28690	0.000214016
70	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114364	897329	0.00669372
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17977	59679	0.000445182
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	107068	1.25841e+06	0.00938723
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18495	82202	0.000613195
74	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27152	141384	0.00105467
75	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46705	420007	0.00313309
76	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48328	427999	0.00319271
77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25737	130476	0.000973301
78	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20629	307129	0.00229107
79	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50158	961945	0.00717573
8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21021	42002	0.000313319
80	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	223161	3.80402e+06	0.0283765
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	130325	816820	0.00609316
82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	29073	265477	0.00198035
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	68995	424008	0.00316294
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	41626	201827	0.00150555
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	134063	925472	0.00690367
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23701	152137	0.00113488
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	129731	998255	0.0074466
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	42047	296987	0.00221541
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	125755	1.09175e+06	0.00814404
9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334181	5.78898e+06	0.0431835
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	126511	1.11758e+06	0.00833675
91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	46186	504583	0.003764
92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	240116	2.87348e+06	0.021435
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35852	310185	0.00231386
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	291086	4.15652e+06	0.031006
95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	56375	763218	0.00569331
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	125533	1.42882e+06	0.0106585
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145503	2.24405e+06	0.0167397
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	143484	2.20972e+06	0.0164836
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	195323	2.76685e+06	0.0206396
None	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	70308	839460	0.00626205
# Created by: sources\spatial\tsv_maker.py
# Description: The generation and carbon emissions assessment region that the sample is located.
# Source: Pieter Gagnon, Will Frazier, Wesley Cole, and Elaine Hale. 2021. Cambium Documentation: Version 2021. Golden, CO.: National Renewable Energy Laboratory. NREL/TP-6A40-81611. https://www.nrel.gov/docs/fy22osti/81611.pdf
