Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Space Combination	Dependency=Vintage ACS	Dependency=Water Heater In Unit	Option=Attic	Option=Conditioned Mechanical Room	Option=Crawlspace	Option=Garage	Option=Heated Basement	Option=Living Space	Option=Outside	Option=Unheated Basement	source_count	source_weight	sampling_probability
1A	Mobile Home, Ambient, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.15	1.80014e-05
1A	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.838	3.14596e-06
1A	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.15	1.48173e-05
1A	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.15	8.44389e-08
1A	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.838	1.47567e-08
1A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.15	6.95031e-08
1A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.15	0
1A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.838	0
1A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.15	0
1A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.15	1.24719e-05
1A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.838	2.1796e-06
1A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	229.15	1.02658e-05
1A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	197.75	5.84926e-05
1A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	198.343	6.07839e-05
1A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	197.75	4.75537e-05
1A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	197.75	2.7437e-07
1A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	198.343	2.85118e-07
1A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	197.75	2.23059e-07
1A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	197.75	0
1A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	198.343	0
1A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	197.75	0
1A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	197.75	4.05252e-05
1A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	198.343	4.21127e-05
1A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	17	197.75	3.29465e-05
1A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Attached, Heated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Attached, Heated Basement, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Attached, Slab, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	5.05157e-08
1A	Single-Family Attached, Slab, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	150.494	3.58348e-06
1A	Single-Family Attached, Slab, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	2.43211e-07
1A	Single-Family Attached, Slab, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	2.02637e-06
1A	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	2.36953e-10
1A	Single-Family Attached, Unheated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	1.68089e-08
1A	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	1.14083e-09
1A	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	9.50503e-09
1A	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	3.49986e-08
1A	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	2.48272e-06
1A	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	1.68503e-07
1A	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	1.40392e-06
1A	Single-Family Detached, Ambient, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Ambient, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Ambient, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Ambient, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Heated Basement, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Slab, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	29	0	0
1A	Mobile Home, Ambient, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.733625	0.266375	0	47	0	1.69101e-05
1A	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	2918.57	3.42657e-05
1A	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	2927.34	5.98949e-06
1A	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	2918.57	2.82049e-05
1A	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.389036	0.118444	0.492521	29	2918.57	1.6073e-07
1A	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	2927.34	2.80948e-08
1A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	2918.57	1.323e-07
1A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	29	2918.57	0
1A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	2927.34	0
1A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	2918.57	0
1A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	29	2918.57	2.37402e-05
1A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	2927.34	4.14968e-06
1A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	2918.57	1.95411e-05
1A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	251.571	4.31763e-05
1A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	252.327	4.47163e-05
1A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	251.571	3.50672e-05
1A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.389036	0.118444	0.492521	29	251.571	2.02526e-07
1A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	252.327	2.0975e-07
1A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	251.571	1.64489e-07
1A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	29	251.571	0
1A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	252.327	0
1A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	251.571	0
1A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	29	251.571	2.99137e-05
1A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	252.327	3.09806e-05
1A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	29	251.571	2.42954e-05
1A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0.0303726	0.829153	0.140475	0	21	0	0
1A	Single-Family Attached, Heated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0.0441799	0.710707	0.245113	0	13	0	0
1A	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0.0303726	0.829153	0.140475	0	21	0	0
1A	Single-Family Attached, Heated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0.0303726	0.829153	0.140475	0	21	0	0
1A	Single-Family Attached, Slab, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	1.1155e-06
1A	Single-Family Attached, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.743558	0.256442	0	13	1148.62	5.30032e-05
1A	Single-Family Attached, Slab, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	4.95175e-06
1A	Single-Family Attached, Slab, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	3.18025e-05
1A	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.829153	0.140475	0.0303726	21	0	5.23245e-09
1A	Single-Family Attached, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.710707	0.245113	0.0441799	13	0	2.48621e-07
1A	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.829153	0.140475	0.0303726	21	0	2.3227e-08
1A	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.829153	0.140475	0.0303726	21	0	1.49175e-07
1A	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	0
1A	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.743558	0.256442	0	13	0	0
1A	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	0
1A	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	0
1A	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	7.72846e-07
1A	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.743558	0.256442	0	13	0	3.6722e-05
1A	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	3.4307e-06
1A	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	2.20336e-05
1A	Single-Family Detached, Ambient, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	7.17405e-06
1A	Single-Family Detached, Ambient, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.743558	0.256442	0	13	19279.9	0.000142959
1A	Single-Family Detached, Ambient, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	2.53392e-05
1A	Single-Family Detached, Ambient, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	21	0	0.000196113
1A	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	13	0	0
1A	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	11	0	0
1A	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.335281	0.0152413	0.476473	0.173005	0	47	0	0
1A	Single-Family Detached, Heated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0.0303726	0.829153	0.140475	0	21	0	0
1A	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	13	0	0
1A	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	11	0	0
1A	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.335281	0.0152413	0.476473	0.173005	0	47	0	0
1A	Single-Family Detached, Heated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0.0441799	0.710707	0.245113	0	13	280.798	0
1A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	13	0	0
1A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	11	0	0
1A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.335281	0.0152413	0.476473	0.173005	0	47	0	0
1A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0.0303726	0.829153	0.140475	0	21	0	0
