Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Wall R-5, Exterior	Option=Wall R-10, Exterior	Option=Wall R-15, Exterior	sampling_probability
CR09	1970s	Mobile Home	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1970s	Mobile Home	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1970s	Mobile Home	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Mobile Home	Unvented Crawlspace	0.000000	0.840000	0.000000	0.160000	0.000000	0.000000
CR03	1980s	Mobile Home	Unvented Crawlspace	0.000000	0.780000	0.000000	0.220000	0.000000	0.000000
CR04	1980s	Mobile Home	Unvented Crawlspace	0.000000	0.170000	0.000000	0.830000	0.000000	0.000000
CR05	1980s	Mobile Home	Unvented Crawlspace	0.000000	0.390000	0.000000	0.610000	0.000000	0.000000
CR06	1980s	Mobile Home	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000000
CR07	1980s	Mobile Home	Unvented Crawlspace	0.000000	0.930000	0.000000	0.070000	0.000000	0.000000
CR08	1980s	Mobile Home	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1980s	Mobile Home	Unvented Crawlspace	0.000000	0.690000	0.000000	0.310000	0.000000	0.000000
CR10	1980s	Mobile Home	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000000
CR11	1980s	Mobile Home	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000000
CR02	1990s	Mobile Home	Unvented Crawlspace	0.000000	0.560000	0.200000	0.240000	0.000000	0.000000
CR03	1990s	Mobile Home	Unvented Crawlspace	0.000000	0.960000	0.000000	0.040000	0.000000	0.000000
CR04	1990s	Mobile Home	Unvented Crawlspace	0.000000	0.360000	0.200000	0.440000	0.000000	0.000000
CR05	1990s	Mobile Home	Unvented Crawlspace	0.000000	0.610000	0.000000	0.390000	0.000000	0.000000
CR06	1990s	Mobile Home	Unvented Crawlspace	0.000000	0.980000	0.010000	0.010000	0.000000	0.000000
CR07	1990s	Mobile Home	Unvented Crawlspace	0.000000	0.760000	0.130000	0.110000	0.000000	0.000000
CR08	1990s	Mobile Home	Unvented Crawlspace	0.000000	0.760000	0.030000	0.210000	0.000000	0.000000
CR09	1990s	Mobile Home	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1990s	Mobile Home	Unvented Crawlspace	0.000000	0.990000	0.000000	0.010000	0.000000	0.000000
CR11	1990s	Mobile Home	Unvented Crawlspace	0.000000	0.990000	0.000000	0.010000	0.000000	0.000000
CR02	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.640000	0.120000	0.240000	0.000000	0.000000
CR03	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.880000	0.050000	0.070000	0.000000	0.000000
CR04	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.520000	0.220000	0.260000	0.000000	0.000000
CR05	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.510000	0.010000	0.480000	0.000000	0.000000
CR06	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.810000	0.000000	0.190000	0.000000	0.000000
CR07	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.720000	0.060000	0.220000	0.000000	0.000000
CR08	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.650000	0.060000	0.290000	0.000000	0.000000
CR09	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.960000	0.000000	0.040000	0.000000	0.000000
CR10	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.850000	0.100000	0.050000	0.000000	0.000000
CR11	2000s	Mobile Home	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000000
CR02	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.640000	0.120000	0.240000	0.000000	0.000000
CR03	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.880000	0.050000	0.070000	0.000000	0.000000
CR04	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.520000	0.220000	0.260000	0.000000	0.000000
CR05	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.510000	0.010000	0.480000	0.000000	0.000000
CR06	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.810000	0.000000	0.190000	0.000000	0.000000
CR07	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.720000	0.060000	0.220000	0.000000	0.000000
CR08	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.650000	0.060000	0.290000	0.000000	0.000000
CR09	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.960000	0.000000	0.040000	0.000000	0.000000
CR10	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.850000	0.100000	0.050000	0.000000	0.000000
CR11	2010s	Mobile Home	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000000
CR02	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000015
CR03	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000013
CR04	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000037
CR05	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000010
CR06	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000010
CR07	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000036
CR08	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000036
CR09	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000081
CR10	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000010
CR11	<1940	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000029
CR02	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000006
CR03	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000005
CR04	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000015
CR05	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000004
CR06	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000004
CR07	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000014
CR08	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000014
CR09	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000032
CR10	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000004
CR11	1940s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000012
CR02	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000013
CR03	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000011
CR04	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000031
CR05	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000008
CR06	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000008
CR07	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000030
CR08	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000030
CR09	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000068
CR10	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000009
CR11	1950s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000024
CR02	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000013
CR03	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000011
CR04	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000032
CR05	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000008
CR06	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000008
CR07	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000031
CR08	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000030
CR09	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000069
CR10	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000009
CR11	1960s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000025
CR02	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000018
CR03	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000016
CR04	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000045
CR05	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000012
CR06	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000012
CR07	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000044
CR08	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000043
CR09	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000099
CR10	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000013
CR11	1970s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000035
CR02	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.840000	0.000000	0.160000	0.000000	0.000016
CR03	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.780000	0.000000	0.220000	0.000000	0.000014
CR04	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.170000	0.000000	0.830000	0.000000	0.000040
CR05	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.390000	0.000000	0.610000	0.000000	0.000011
CR06	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000010
CR07	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.930000	0.000000	0.070000	0.000000	0.000039
CR08	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000038
CR09	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.690000	0.000000	0.310000	0.000000	0.000087
CR10	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000011
CR11	1980s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000031
CR02	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.560000	0.200000	0.240000	0.000000	0.000017
CR03	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.960000	0.000000	0.040000	0.000000	0.000015
CR04	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.360000	0.200000	0.440000	0.000000	0.000042
CR05	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.610000	0.000000	0.390000	0.000000	0.000011
CR06	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.980000	0.010000	0.010000	0.000000	0.000011
CR07	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.760000	0.130000	0.110000	0.000000	0.000041
CR08	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.760000	0.030000	0.210000	0.000000	0.000040
CR09	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000091
CR10	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.990000	0.000000	0.010000	0.000000	0.000012
CR11	1990s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.990000	0.000000	0.010000	0.000000	0.000032
CR02	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.640000	0.120000	0.240000	0.000000	0.000017
CR03	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.880000	0.050000	0.070000	0.000000	0.000015
CR04	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.520000	0.220000	0.260000	0.000000	0.000042
CR05	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.510000	0.010000	0.480000	0.000000	0.000011
CR06	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.810000	0.000000	0.190000	0.000000	0.000011
CR07	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.720000	0.060000	0.220000	0.000000	0.000041
CR08	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.650000	0.060000	0.290000	0.000000	0.000041
CR09	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.960000	0.000000	0.040000	0.000000	0.000093
CR10	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.850000	0.100000	0.050000	0.000000	0.000012
CR11	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000033
CR02	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.640000	0.120000	0.240000	0.000000	0.000004
CR03	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.880000	0.050000	0.070000	0.000000	0.000004
CR04	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.520000	0.220000	0.260000	0.000000	0.000010
CR05	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.510000	0.010000	0.480000	0.000000	0.000003
CR06	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.810000	0.000000	0.190000	0.000000	0.000003
CR07	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.720000	0.060000	0.220000	0.000000	0.000009
CR08	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.650000	0.060000	0.290000	0.000000	0.000009
CR09	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.960000	0.000000	0.040000	0.000000	0.000021
CR10	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.850000	0.100000	0.050000	0.000000	0.000003
CR11	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000008
CR02	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000033
CR03	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000030
CR04	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000084
CR05	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000022
CR06	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000022
CR07	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000081
CR08	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000080
CR09	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000183
CR10	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000024
CR11	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000065
CR02	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000013
CR03	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000012
CR04	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000033
CR05	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000009
CR06	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000009
CR07	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000033
CR08	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000032
CR09	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000073
CR10	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000009
CR11	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000026
CR02	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000028
CR03	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000026
CR04	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000071
CR05	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000019
CR06	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000019
CR07	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000069
CR08	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000068
CR09	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000154
CR10	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000020
CR11	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000055
CR02	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000029
CR03	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000026
CR04	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000071
CR05	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000019
CR06	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000019
CR07	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000070
CR08	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000069
CR09	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000156
CR10	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000020
CR11	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000056
CR02	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000041
CR03	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000037
CR04	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000102
CR05	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000027
CR06	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000027
CR07	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000099
CR08	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000098
CR09	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000223
CR10	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000029
CR11	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000080
CR02	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.840000	0.000000	0.160000	0.000000	0.000036
CR03	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.780000	0.000000	0.220000	0.000000	0.000032
CR04	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.170000	0.000000	0.830000	0.000000	0.000089
CR05	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.390000	0.000000	0.610000	0.000000	0.000024
CR06	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000023
CR07	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.930000	0.000000	0.070000	0.000000	0.000087
CR08	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000086
CR09	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.690000	0.000000	0.310000	0.000000	0.000195
CR10	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000025
CR11	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000070
CR02	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.560000	0.200000	0.240000	0.000000	0.000038
CR03	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.960000	0.000000	0.040000	0.000000	0.000034
CR04	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.360000	0.200000	0.440000	0.000000	0.000094
CR05	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.610000	0.000000	0.390000	0.000000	0.000025
CR06	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.980000	0.010000	0.010000	0.000000	0.000025
CR07	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.760000	0.130000	0.110000	0.000000	0.000091
CR08	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.760000	0.030000	0.210000	0.000000	0.000090
CR09	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000205
CR10	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.990000	0.000000	0.010000	0.000000	0.000026
CR11	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.990000	0.000000	0.010000	0.000000	0.000073
CR02	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.640000	0.120000	0.240000	0.000000	0.000038
CR03	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.880000	0.050000	0.070000	0.000000	0.000035
CR04	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.520000	0.220000	0.260000	0.000000	0.000096
CR05	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.510000	0.010000	0.480000	0.000000	0.000026
CR06	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.810000	0.000000	0.190000	0.000000	0.000025
CR07	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.720000	0.060000	0.220000	0.000000	0.000093
CR08	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.650000	0.060000	0.290000	0.000000	0.000092
CR09	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.960000	0.000000	0.040000	0.000000	0.000209
CR10	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.850000	0.100000	0.050000	0.000000	0.000027
CR11	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000075
CR02	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.640000	0.120000	0.240000	0.000000	0.000009
CR03	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.880000	0.050000	0.070000	0.000000	0.000008
CR04	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.520000	0.220000	0.260000	0.000000	0.000022
CR05	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.510000	0.010000	0.480000	0.000000	0.000006
CR06	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.810000	0.000000	0.190000	0.000000	0.000006
CR07	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.720000	0.060000	0.220000	0.000000	0.000021
CR08	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	0.650000	0.060000	0.290000	0.000000	0.000021
