Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=Ceiling R-30	sampling_probability
CR07	1950s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000419873
CR08	1950s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000217349
CR09	1950s	Single-Family Attached	Heated Basement	0	1	0	0	0	7.92448e-06
CR10	1950s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.61734e-06
CR11	1950s	Single-Family Attached	Heated Basement	0	1	0	0	0	8.85524e-06
CR02	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	7.29448e-05
CR03	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.1013e-05
CR04	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000155478
CR05	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.07848e-05
CR06	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	9.14061e-06
CR07	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000250258
CR08	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000151688
CR09	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.36723e-05
CR10	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	4.59427e-06
CR11	1960s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.84266e-06
CR02	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000189382
CR03	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	9.71508e-05
CR04	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000315989
CR05	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000114
CR06	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	2.49127e-05
CR07	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000315043
CR08	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.00034679
CR09	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.25076e-05
CR10	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.12203e-05
CR11	1970s	Single-Family Attached	Heated Basement	0	1	0	0	0	8.21565e-06
CR02	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000183187
CR03	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.00020676
CR04	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000301343
CR05	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.00013142
CR06	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	9.68124e-06
CR07	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000484733
CR08	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000547765
CR09	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	7.94345e-05
CR10	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.50173e-05
CR11	1980s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.3874e-06
CR02	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000241026
CR03	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	8.35979e-05
CR04	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000448555
CR05	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000117713
CR06	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.58673e-05
CR07	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000423007
CR08	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000484308
CR09	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	6.31521e-05
CR10	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.00733e-05
CR11	1990s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.29599e-06
CR02	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000337659
CR03	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000160096
CR04	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000614013
CR05	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000103335
CR06	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	1.62829e-05
CR07	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000386725
CR08	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000391245
CR09	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	8.42864e-05
CR10	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.60503e-06
CR11	2000s	Single-Family Attached	Heated Basement	0	1	0	0	0	2.79716e-06
CR02	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.76802e-05
CR03	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	4.09591e-05
CR04	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	6.21647e-05
CR05	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	2.58581e-05
CR06	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	3.45662e-06
CR07	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	9.06127e-05
CR08	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	0.000112462
CR09	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	2.12905e-05
CR10	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	6.12316e-07
CR11	2010s	Single-Family Attached	Heated Basement	0	1	0	0	0	5.6861e-07
CR02	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00236397
CR03	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00166515
CR04	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00460685
CR05	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000535986
CR06	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000471298
CR07	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00370693
CR08	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00201717
CR09	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000195118
CR10	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	3.25608e-05
CR11	<1940	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000278648
CR02	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00104663
CR03	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000669648
CR04	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00255599
CR05	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000408658
CR06	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000458829
CR07	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00166745
CR08	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00133931
CR09	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000229112
CR10	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	3.89479e-05
CR11	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	7.5658e-05
CR02	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00220899
CR03	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00156875
CR04	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00563379
CR05	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000894209
CR06	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000724889
CR07	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00388929
CR08	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00274632
CR09	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00045946
CR10	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	8.92652e-05
CR11	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000162848
CR02	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00194605
CR03	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00130241
CR04	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.0039657
CR05	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000673708
CR06	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000225336
CR07	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00265472
CR08	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00253797
CR09	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000648154
CR10	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	9.16717e-05
CR11	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	5.33856e-05
CR02	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00261841
CR03	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00142203
CR04	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00411241
CR05	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.0013651
CR06	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000369064
CR07	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00242318
CR08	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00311979
CR09	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000871632
CR10	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000157008
CR11	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	7.75199e-05
CR02	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00121822
CR03	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.0011841
CR04	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00220859
CR05	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00085797
CR06	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000150866
CR07	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00185128
CR08	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00278959
CR09	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00105524
CR10	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000200405
CR11	1980s	Single-Family Detached	Heated Basement	0	1	0	0	0	6.10645e-05
CR02	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00162062
CR03	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00100702
CR04	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00345019
CR05	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00126539
CR06	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000256171
CR07	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00178715
CR08	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00327973
CR09	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00131302
CR10	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000255025
CR11	1990s	Single-Family Detached	Heated Basement	0	1	0	0	0	4.6581e-05
CR02	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00172997
CR03	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00104947
CR04	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00378407
CR05	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000799095
CR06	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000170156
CR07	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00171649
CR08	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00260582
CR09	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000908991
CR10	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	9.77032e-05
CR11	2000s	Single-Family Detached	Heated Basement	0	1	0	0	0	4.60362e-05
CR02	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000392212
CR03	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000193758
CR04	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000595307
CR05	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000165948
CR06	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	3.73172e-05
CR07	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000323704
CR08	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000545266
CR09	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000173327
CR10	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	1.23773e-05
CR11	2010s	Single-Family Detached	Heated Basement	0	1	0	0	0	5.56355e-06
CR02	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR03	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR04	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR05	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR06	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR07	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR08	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR09	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR10	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR11	<1940	Mobile Home	Slab	1	0	0	0	0	0
CR02	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1940s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1950s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1960s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1970s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1980s	Mobile Home	Slab	1	0	0	0	0	0
CR02	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR03	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR04	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR05	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR06	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR07	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR08	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR09	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR10	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR11	1990s	Mobile Home	Slab	1	0	0	0	0	0
CR02	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR03	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR04	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR05	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR06	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR07	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR08	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR09	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR10	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR11	2000s	Mobile Home	Slab	1	0	0	0	0	0
CR02	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR03	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR04	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR05	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR06	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR07	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR08	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR09	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR10	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR11	2010s	Mobile Home	Slab	1	0	0	0	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000116327
CR03	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000433132
CR04	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000351043
CR05	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.02949e-05
CR06	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.32706e-05
CR07	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000863755
CR08	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000156471
CR09	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000195775
CR10	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	2.31069e-05
CR11	<1940	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000246605
CR02	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.8688e-05
CR03	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000161054
CR04	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000220739
CR05	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	3.10144e-05
CR06	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.49966e-05
CR07	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000481535
CR08	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000112196
CR09	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000268182
CR10	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	2.78856e-05
CR11	1940s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00025883
CR02	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	7.54532e-05
CR03	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000183082
CR04	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000284428
CR05	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	6.56224e-05
CR06	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	6.28547e-05
CR07	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000638165
CR08	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000181347
CR09	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000509713
CR10	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	9.21948e-05
CR11	1950s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000448946
CR02	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000137125
CR03	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00022246
CR04	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000420726
CR05	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	8.5648e-05
CR06	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	8.571e-05
CR07	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000750214
CR08	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000304166
CR09	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.0011544
CR10	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000165442
CR11	1960s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00079201
CR02	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000199421
CR03	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.0002697
CR04	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000558137
CR05	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00021755
CR06	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000193545
CR07	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000623891
CR08	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000488839
CR09	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00231614
CR10	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000309122
CR11	1970s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00116451
CR02	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000118554
CR03	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00021859
CR04	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000342973
CR05	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000157489
CR06	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000103837
CR07	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000423271
CR08	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000439264
CR09	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00257125
CR10	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000381133
CR11	1980s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00104549
CR02	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000119933
CR03	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000107276
CR04	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000306599
CR05	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000136566
CR06	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000110146
CR07	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000339501
CR08	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000372438
CR09	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00175524
CR10	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000328728
CR11	1990s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000564262
CR02	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	9.38562e-05
CR03	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000142439
CR04	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000370258
CR05	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00013084
CR06	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	8.84634e-05
CR07	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000489107
CR08	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00036648
CR09	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.00171991
CR10	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000268751
CR11	2000s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000428693
CR02	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	2.46006e-05
CR03	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.03176e-05
CR04	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	8.48188e-05
CR05	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	3.3963e-05
CR06	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	2.05522e-05
CR07	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000102762
CR08	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000125986
CR09	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000491952
CR10	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	4.28594e-05
CR11	2010s	Multi-Family with 2 - 4 Units	Slab	1	0	0	0	0	0.000107112
CR02	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	7.3481e-05
CR03	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000192454
CR04	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000244132
CR05	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	5.15144e-05
CR06	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	9.82135e-05
CR07	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00111661
CR08	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000182505
CR09	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000203989
CR10	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	3.10521e-05
CR11	<1940	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000401478
CR02	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	3.81768e-05
CR03	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	9.96013e-05
CR04	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000203971
CR05	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	3.40374e-05
CR06	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	5.39347e-05
CR07	1940s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000667144
