Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=2ft R5 Under, Horizontal	Option=2ft R10 Under, Horizontal	Option=4ft R5 Under, Horizontal	Option=2ft R5 Perimeter, Vertical	Option=2ft R10 Perimeter, Vertical	Option=R10 Whole Slab, Horizontal	sampling_probability
CR11	1940s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	7.28038e-05
CR02	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00213367
CR03	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00155086
CR04	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.0054631
CR05	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000843596
CR06	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000694613
CR07	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00376589
CR08	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.0026638
CR09	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000444681
CR10	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	8.50607e-05
CR11	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000158053
CR02	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00190779
CR03	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00130233
CR04	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00383451
CR05	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000648712
CR06	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00021336
CR07	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00260325
CR08	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00243811
CR09	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000623358
CR10	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	8.77733e-05
CR11	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	5.51266e-05
CR02	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00252411
CR03	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00137603
CR04	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00396273
CR05	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00127122
CR06	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000358296
CR07	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00236431
CR08	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00295084
CR09	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000827028
CR10	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.0001507
CR11	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	7.62249e-05
CR02	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00119246
CR03	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00113413
CR04	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00214521
CR05	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000831895
CR06	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000151264
CR07	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00181921
CR08	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00267103
CR09	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00101505
CR10	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000195896
CR11	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	6.18723e-05
CR02	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00156172
CR03	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000949668
CR04	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00330347
CR05	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00121695
CR06	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000252341
CR07	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00170937
CR08	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00307916
CR09	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00124588
CR10	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000246981
CR11	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	4.79989e-05
CR02	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00164334
CR03	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00100103
CR04	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00355307
CR05	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00075618
CR06	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000165108
CR07	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00163923
CR08	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00242097
CR09	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000847117
CR10	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	9.36029e-05
CR11	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	4.33529e-05
CR02	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000551362
CR03	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000289129
CR04	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000885551
CR05	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000247732
CR06	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	5.7069e-05
CR07	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000463781
CR08	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00078804
CR09	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.00026197
CR10	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	1.81236e-05
CR11	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	8.29162e-06
CR02	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	2.81621e-05
CR03	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	1.80669e-05
CR04	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	5.57779e-05
CR05	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	2.13885e-05
CR06	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	1.57803e-05
CR07	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	3.65115e-05
CR08	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	5.30461e-05
CR09	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000106123
CR10	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	1.72466e-05
CR11	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	3.38718e-05
CR02	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	6.20571e-06
CR03	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	1.04373e-05
CR04	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	2.58048e-05
CR05	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	9.04253e-06
CR06	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	8.16284e-06
CR07	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	1.82993e-05
CR08	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	3.60096e-05
CR09	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	9.73024e-05
CR10	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	8.19648e-06
CR11	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	3.93977e-05
CR02	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	2.58734e-05
CR03	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	2.9694e-05
CR04	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	8.31953e-05
CR05	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	2.83725e-05
CR06	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	3.23984e-05
CR07	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	6.63992e-05
CR08	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	9.0861e-05
CR09	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000325293
CR10	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	5.7285e-05
CR11	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000145224
CR02	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000128273
CR03	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	9.90546e-05
CR04	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000381404
CR05	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000139693
CR06	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000170863
CR07	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000277409
CR08	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000431723
CR09	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00125192
CR10	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000252857
CR11	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00046635
CR02	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000537106
CR03	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000279128
CR04	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00117164
CR05	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000681006
CR06	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000733905
CR07	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000812974
CR08	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00152193
CR09	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00464658
CR10	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000921305
CR11	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00140818
CR02	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000397989
CR03	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000315684
CR04	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00113504
CR05	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000405563
CR06	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000547519
CR07	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000791832
CR08	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.0016966
CR09	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00692705
CR10	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000969052
CR11	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000757002
CR02	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000575178
CR03	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000214768
CR04	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00149774
CR05	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000447553
CR06	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00066476
CR07	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00075014
CR08	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00271052
CR09	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00940779
CR10	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00103425
CR11	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000467789
CR02	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000282977
CR03	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000166145
CR04	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000682746
CR05	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000237692
CR06	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000259359
CR07	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000434616
CR08	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00150539
CR09	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00524843
CR10	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000605684
CR11	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000508925
CR02	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	9.28068e-05
CR03	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	4.31726e-05
CR04	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000229353
CR05	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	9.07482e-05
CR06	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	6.38021e-05
CR07	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000147094
CR08	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000390072
CR09	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00168599
CR10	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000147907
CR11	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00012761
CR02	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
