Dependency=Location Heating Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Option=Uninsulated	Option=4ft R5 Perimeter, R5 Gap	Option=R10 Whole Slab, R5 Gap	Option=None	Count	Weight
H1	<1950	Crawl	0.0	0.0	0.0	1.0	20.0	23962.885
H1	1950s	Crawl	0.0	0.0	0.0	1.0	17.0	20081.965
H1	1960s	Crawl	0.0	0.0	0.0	1.0	15.0	25135.355
H1	1970s	Crawl	0.0	0.0	0.0	1.0	15.0	29405.73
H1	1980s	Crawl	0.0	0.0	0.0	1.0	8.0	17520.01
H1	1990s	Crawl	0.0	0.0	0.0	1.0	6.0	13838.475
H1	2000s	Crawl	0.0	0.0	0.0	1.0	6.0	8174.635
H1	<1950	Heated Basement	0.0	0.0	0.0	1.0	3.0	11384.925
H1	1950s	Heated Basement	0.0	0.0	0.0	1.0	1.0	2003.71
H1	1960s	Heated Basement	0.0	0.0	0.0	1.0	3.0	12757.6
H1	1970s	Heated Basement	0.0	0.0	0.0	1.0	4.0	15416.545
H1	1980s	Heated Basement	0.0	0.0	0.0	1.0	3.0	2906.135
H1	1990s	Heated Basement	0.0	0.0	0.0	1.0	1.0	6932.73
H1	2000s	Heated Basement	0.0	0.0	0.0	1.0	1.0	6932.73
H1	<1950	Slab	0.971782204286	0.0	0.0282177957141	0.0	27.0	40773.3373214
H1	1950s	Slab	0.968155630885	0.0	0.0318443691146	0.0	20.0	30122.8063326
H1	1960s	Slab	0.933213219463	0.0	0.0667867805366	0.0	17.0	30398.8828423
H1	1970s	Slab	1.0	0.0	0.0	0.0	18.0	40004.1180114
H1	1980s	Slab	0.626156505022	0.229345705043	0.144497789935	0.0	12.0	31180.4717887
H1	1990s	Slab	0.842164868867	0.0	0.157835131133	0.0	9.0	25677.1838208
H1	2000s	Slab	0.663586975558	0.0447496837825	0.291663340659	0.0	13.0	37674.0698828
H1	<1950	Unheated Basement	0.0	0.0	0.0	1.0	1.0	1524.76
H1	1950s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H1	1960s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H1	1970s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H1	1980s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H1	1990s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H1	2000s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H2	<1950	Crawl	0.0	0.0	0.0	1.0	3.0	7670.515
H2	1950s	Crawl	0.0	0.0	0.0	1.0	1.0	572.335
H2	1960s	Crawl	0.0	0.0	0.0	1.0	1.0	3785.76
H2	1970s	Crawl	0.0	0.0	0.0	1.0	3.0	4023.76
H2	1980s	Crawl	0.0	0.0	0.0	1.0	0.0	0.0
H2	1990s	Crawl	0.0	0.0	0.0	1.0	2.0	3196.32
H2	2000s	Crawl	0.0	0.0	0.0	1.0	3.0	3817.93
H2	<1950	Heated Basement	0.0	0.0	0.0	1.0	1.0	6135.655
H2	1950s	Heated Basement	0.0	0.0	0.0	1.0	1.0	1192.46
H2	1960s	Heated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H2	1970s	Heated Basement	0.0	0.0	0.0	1.0	2.0	14164.19
H2	1980s	Heated Basement	0.0	0.0	0.0	1.0	1.0	1192.46
H2	1990s	Heated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H2	2000s	Heated Basement	0.0	0.0	0.0	1.0	1.0	1892.88
H2	<1950	Slab	0.93766720733	0.0	0.06233279267	0.0	3.0	8360.21039991
H2	1950s	Slab	0.929972099406	0.0	0.0700279005943	0.0	4.0	6204.28042852
H2	1960s	Slab	0.859223688441	0.0	0.140776311559	0.0	2.0	6532.10259427
H2	1970s	Slab	1.0	0.0	0.0	0.0	4.0	7914.53552957
H2	1980s	Slab	0.65431585246	0.0	0.34568414754	0.0	2.0	5903.35458478
H2	1990s	Slab	0.699759598212	0.0	0.300240401788	0.0	5.0	6113.8725345
H2	2000s	Slab	0.498447080479	0.0	0.501552919521	0.0	7.0	9922.97892844
H2	<1950	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H2	1950s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H2	1960s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H2	1970s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H2	1980s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H2	1990s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H2	2000s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	<1950	Crawl	0.0	0.0	0.0	1.0	1.0	1065.44
H3	1950s	Crawl	0.0	0.0	0.0	1.0	1.0	1065.44
H3	1960s	Crawl	0.0	0.0	0.0	1.0	2.0	3817.93
H3	1970s	Crawl	0.0	0.0	0.0	1.0	2.0	1168.565
H3	1980s	Crawl	0.0	0.0	0.0	1.0	0.0	0.0
H3	1990s	Crawl	0.0	0.0	0.0	1.0	3.0	2210.11
H3	2000s	Crawl	0.0	0.0	0.0	1.0	0.0	0.0
H3	<1950	Heated Basement	0.0	0.0	0.0	1.0	1.0	1065.44
H3	1950s	Heated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	1960s	Heated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	1970s	Heated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	1980s	Heated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	1990s	Heated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	2000s	Heated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	<1950	Slab	0.942191798773	0.0	0.0578082012275	0.0	0.0	5063.83227864
H3	1950s	Slab	0.935016549966	0.0	0.0649834500344	0.0	2.0	3755.73323886
H3	1960s	Slab	0.868644649231	0.0	0.131355350769	0.0	1.0	3932.50956347
H3	1970s	Slab	1.0	0.0	0.0	0.0	4.0	4817.016459
H3	1980s	Slab	0.531455886724	0.209399895482	0.259144217794	0.0	1.0	4423.55862653
H3	1990s	Slab	0.716328933693	0.0	0.283671066307	0.0	7.0	3635.00864471
H3	2000s	Slab	0.499687096937	0.0362486449504	0.464064258112	0.0	4.0	6024.4261888
H3	<1950	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	1950s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	1960s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	1970s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	1980s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	1990s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
H3	2000s	Unheated Basement	0.0	0.0	0.0	1.0	0.0	0.0
