Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Geometry House Size	Option=1	Option=2	Option=3	Option=4+	Option=N/a	Count	Weight
Mobile Home	<1940	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	3.000000	20739.187050
Mobile Home	<1940	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	<1940	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	<1940	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1940s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	3.000000	20739.187050
Mobile Home	1940s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1940s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1940s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1950s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	12.000000	146802.916200
Mobile Home	1950s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1950s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1950s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1960s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	33.000000	332831.049400
Mobile Home	1960s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	2.000000	23883.722120
Mobile Home	1960s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1960s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1970s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	143.000000	1669181.400000
Mobile Home	1970s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	9.000000	100574.841400
Mobile Home	1970s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1970s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1980s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	122.000000	1680231.102000
Mobile Home	1980s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	8.000000	86169.839630
Mobile Home	1980s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1980s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	1990s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	110.000000	1522099.407000
Mobile Home	1990s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	30.000000	429277.383400
Mobile Home	1990s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	2.000000	12732.062070
Mobile Home	1990s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2000s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	50.000000	659522.043800
Mobile Home	2000s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	17.000000	256916.314400
Mobile Home	2000s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2000s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2010s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	50.000000	659522.043800
Mobile Home	2010s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	17.000000	256916.314400
Mobile Home	2010s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2010s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	<1940	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	249.000000	2524345.215000
Multi-Family with 2 - 4 Units	<1940	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	26.000000	248308.193300
Multi-Family with 2 - 4 Units	<1940	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	11.000000	109019.024100
Multi-Family with 2 - 4 Units	<1940	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	2.000000	11834.515820
Multi-Family with 2 - 4 Units	1940s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	249.000000	2524345.215000
Multi-Family with 2 - 4 Units	1940s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	26.000000	248308.193300
Multi-Family with 2 - 4 Units	1940s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	11.000000	109019.024100
Multi-Family with 2 - 4 Units	1940s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	2.000000	11834.515820
Multi-Family with 2 - 4 Units	1950s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	105.000000	1039648.154000
Multi-Family with 2 - 4 Units	1950s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	10.000000	125931.728200
Multi-Family with 2 - 4 Units	1950s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	37321.439490
Multi-Family with 2 - 4 Units	1950s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	101.000000	1067688.883000
Multi-Family with 2 - 4 Units	1960s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	8.000000	86587.884270
Multi-Family with 2 - 4 Units	1960s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	162.000000	1450731.379000
Multi-Family with 2 - 4 Units	1970s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	9.000000	78781.612490
Multi-Family with 2 - 4 Units	1970s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	8878.279956
Multi-Family with 2 - 4 Units	1970s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	111.000000	1053118.999000
Multi-Family with 2 - 4 Units	1980s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	5.000000	32756.533650
Multi-Family with 2 - 4 Units	1980s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	72.000000	737677.367100
Multi-Family with 2 - 4 Units	1990s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	5.000000	23890.918360
Multi-Family with 2 - 4 Units	1990s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	2.000000	7862.508814
Multi-Family with 2 - 4 Units	1990s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	38.000000	315474.704700
Multi-Family with 2 - 4 Units	2000s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	6.000000	42915.978270
Multi-Family with 2 - 4 Units	2000s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	2.000000	10243.564290
Multi-Family with 2 - 4 Units	2000s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	38.000000	315474.704700
Multi-Family with 2 - 4 Units	2010s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	6.000000	42915.978270
Multi-Family with 2 - 4 Units	2010s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	2.000000	10243.564290
Multi-Family with 2 - 4 Units	2010s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	<1940	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	265.000000	2600040.639000
Multi-Family with 5+ Units	<1940	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	10.000000	107485.821100
Multi-Family with 5+ Units	<1940	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	16295.245310
Multi-Family with 5+ Units	<1940	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1940s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	265.000000	2600040.639000
Multi-Family with 5+ Units	1940s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	10.000000	107485.821100
Multi-Family with 5+ Units	1940s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	16295.245310
Multi-Family with 5+ Units	1940s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1950s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	129.000000	1239925.215000
Multi-Family with 5+ Units	1950s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	4.000000	39639.493250
Multi-Family with 5+ Units	1950s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1950s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	1960s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	248.000000	2502644.297000
Multi-Family with 5+ Units	1960s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	5.000000	62775.376350
