Dependency=Bedrooms	Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2015	Dependency=PUMA Metro Status	Dependency=Tenure	Option=0	Option=1	Option=2	Option=3	Option=4	Option=5	Option=6	Option=7	Option=8	Option=9	Option=10+	source_count	source_weight	fallback_count	fallback_weight
1	East North Central	Mobile Home	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Mobile Home	100000-119999	In metro area, not/partially in principal city	Owner	0	0.14359	0.65641	0	0.2	0	0	0	0	0	0	8	133	13	195
1	East North Central	Mobile Home	100000-119999	In metro area, not/partially in principal city	Renter	0	0.40648	0.434462	0.0574374	0.0206186	0.0412371	0.017673	0	0	0	0.0220913	3	34	59	1358
1	East North Central	Mobile Home	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Mobile Home	100000-119999	In metro area, principal city	Owner	0	0.489627	0.327801	0.0456432	0	0.0954357	0.0414938	0	0	0	0	0	0	11	241
1	East North Central	Mobile Home	100000-119999	In metro area, principal city	Renter	0	0.42723	0.319249	0.0657277	0.187793	0	0	0	0	0	0	1	28	10	213
1	East North Central	Mobile Home	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Mobile Home	100000-119999	Not/partially in metro area	Owner	0	0.089701	0.342193	0.318937	0.249169	0	0	0	0	0	0	15	301	15	301
1	East North Central	Mobile Home	100000-119999	Not/partially in metro area	Renter	0	0.359684	0.289855	0.206851	0.0685112	0.0606061	0.00658762	0	0.00790514	0	0	3	47	35	759
1	East North Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Owner	0	0.286041	0.572082	0.128146	0.01373	0	0	0	0	0	0	22	437	22	437
1	East North Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.508168	0.362602	0.0224621	0.0589265	0.0355893	0	0.012252	0	0	0	123	3428	123	3428
1	East North Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Owner	0	0.397059	0.408824	0.126471	0.0676471	0	0	0	0	0	0	20	340	20	340
1	East North Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Renter	0	0.46708	0.422153	0.020914	0.0898528	0	0	0	0	0	0	61	1291	61	1291
1	East North Central	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Owner	0	0.293774	0.459144	0.0914397	0.128405	0	0.0136187	0.0136187	0	0	0	6	95	40	514
1	East North Central	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Renter	0	0.516499	0.325681	0	0	0	0.157819	0	0	0	0	15	697	15	697
1	East North Central	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Owner	0	0.50094	0.464286	0.0230263	0.0117481	0	0	0	0	0	0	90	2128	90	2128
1	East North Central	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.432035	0.499354	0.0367362	0.0229524	0.00892253	0	0	0	0	0	586	16251	586	16251
1	East North Central	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Owner	0	0.77312	0.183652	0.0227928	0.0107414	0	0.00969348	0	0	0	0	114	3817	114	3817
1	East North Central	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Renter	0	0.633354	0.327609	0.0341684	0.00265557	0.00221298	0	0	0	0	0	401	11297	401	11297
1	East North Central	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Owner	0	0.481928	0.427711	0.0421687	0.0401606	0	0	0.00803213	0	0	0	1	14	39	498
1	East North Central	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Renter	0	0.56732	0.376471	0.027451	0	0.0169935	0	0	0.0117647	0	0	37	765	37	765
1	East North Central	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Owner	0	0.424419	0.491279	0.0406977	0	0	0.0436047	0	0	0	0	15	344	15	344
1	East North Central	Single-Family Attached	100000-119999	In metro area, not/partially in principal city	Renter	0	0.196291	0.531685	0	0	0	0.272025	0	0	0	0	17	647	17	647
1	East North Central	Single-Family Attached	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Single-Family Attached	100000-119999	In metro area, principal city	Owner	0	0.360131	0.356209	0.207843	0.0660131	0.00980392	0	0	0	0	0	2	29	80	1530
1	East North Central	Single-Family Attached	100000-119999	In metro area, principal city	Renter	0	0.351953	0.42255	0.103496	0.0942426	0.0130226	0.0106237	0.00411241	0	0	0	2	30	146	2918
1	East North Central	Single-Family Attached	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Single-Family Attached	100000-119999	Not/partially in metro area	Owner	0	0.327273	0.593939	0.0212121	0	0.0575758	0	0	0	0	0	5	38	26	330
1	East North Central	Single-Family Attached	100000-119999	Not/partially in metro area	Renter	0	0.626984	0.373016	0	0	0	0	0	0	0	0	3	77	21	378
1	East North Central	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Owner	0	0.275438	0.470335	0.0977559	0.0642484	0.065478	0.023363	0	0.00338149	0	0	178	3253	178	3253
1	East North Central	Single-Family Detached	100000-119999	In metro area, not/partially in principal city	Renter	0	0.40896	0.434971	0.0346821	0.0693642	0.0520231	0	0	0	0	0	30	692	30	692
1	East North Central	Single-Family Detached	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Single-Family Detached	100000-119999	In metro area, principal city	Owner	0	0.16726	0.338078	0.0320285	0.430605	0	0	0	0.0320285	0	0	14	281	14	281
1	East North Central	Single-Family Detached	100000-119999	In metro area, principal city	Renter	0	0.104651	0.523256	0.127907	0.0813953	0.127907	0	0.0348837	0	0	0	5	76	10	172
1	East North Central	Single-Family Detached	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East North Central	Single-Family Detached	100000-119999	Not/partially in metro area	Owner	0	0.130703	0.701046	0.0646388	0.0855513	0.0137833	0.00427757	0	0	0	0	197	2104	197	2104
1	East North Central	Single-Family Detached	100000-119999	Not/partially in metro area	Renter	0	0.209016	0.622951	0.0532787	0.0901639	0.0245902	0	0	0	0	0	33	488	33	488
1	East South Central	Mobile Home	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Mobile Home	100000-119999	In metro area, not/partially in principal city	Owner	0	0.188241	0.635369	0.0907019	0.0391978	0.0414768	0.00501367	0	0	0	0	8	215	132	2194
1	East South Central	Mobile Home	100000-119999	In metro area, not/partially in principal city	Renter	0	0.326923	0.584936	0.0224359	0.0176282	0	0	0	0	0	0.0480769	0	0	25	624
1	East South Central	Mobile Home	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Mobile Home	100000-119999	In metro area, principal city	Owner	0	0.489627	0.327801	0.0456432	0	0.0954357	0.0414938	0	0	0	0	0	0	11	241
1	East South Central	Mobile Home	100000-119999	In metro area, principal city	Renter	0	0.42723	0.319249	0.0657277	0.187793	0	0	0	0	0	0	0	0	10	213
1	East South Central	Mobile Home	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Mobile Home	100000-119999	Not/partially in metro area	Owner	0	0.3125	0.365132	0.289474	0.0328947	0	0	0	0	0	0	17	304	17	304
1	East South Central	Mobile Home	100000-119999	Not/partially in metro area	Renter	0	0.239278	0.268623	0.354402	0.112867	0.0112867	0	0	0.013544	0	0	3	32	18	443
1	East South Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Owner	0	0.528796	0.226876	0.115183	0.0296684	0.0994764	0	0	0	0	0	1	10	31	573
1	East South Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.438389	0.438389	0	0.123223	0	0	0	0	0	0	20	422	20	422
1	East South Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Owner	0	0.748936	0.221277	0.0297872	0	0	0	0	0	0	0	1	23	30	470
1	East South Central	Multi-Family with 2 - 4 Units	100000-119999	In metro area, principal city	Renter	0	0.547191	0.387213	0.0345973	0.0127318	0.0110711	0	0	0	0	0.00719624	3	38	176	3613
1	East South Central	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Owner	0	0.293774	0.459144	0.0914397	0.128405	0	0.0136187	0.0136187	0	0	0	0	0	40	514
1	East South Central	Multi-Family with 2 - 4 Units	100000-119999	Not/partially in metro area	Renter	0	0.669661	0.224551	0.0528942	0.0269461	0.0259481	0	0	0	0	0	8	222	43	1002
1	East South Central	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Owner	0	0.618477	0.329505	0.0358048	0.0136801	0.00253336	0	0	0	0	0	7	124	340	5921
1	East South Central	Multi-Family with 5+ Units	100000-119999	In metro area, not/partially in principal city	Renter	0	0.520521	0.41759	0.0410423	0.0208469	0	0	0	0	0	0	124	3070	124	3070
1	East South Central	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	East South Central	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Owner	0	0.813197	0.154472	0.023634	0.00623936	0.00245793	0	0	0	0	0	5	65	276	5289
1	East South Central	Multi-Family with 5+ Units	100000-119999	In metro area, principal city	Renter	0	0.533593	0.375852	0.090555	0	0	0	0	0	0	0	47	1027	47	1027
1	East South Central	Multi-Family with 5+ Units	100000-119999	Not/partially in metro area	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
