Dependency=Custom State	Dependency=Geometry Building Type RECS	Dependency=HVAC Secondary Heating Fuel	Dependency=Vintage	Option=Ducted Heating	Option=Non-Ducted Heating	Option=None	source_count	source_weight	fallback_count	fallback_weight
AK	Mobile Home	Electricity	1940s	0	0	1	0	0	0	0
AK	Mobile Home	Electricity	1950s	0	0	1	0	0	0	0
AK	Mobile Home	Electricity	1960s	0	0	1	0	0	0	0
AK	Mobile Home	Electricity	1970s	0	0	1	0	0	0	0
AK	Mobile Home	Electricity	1980s	0	0	1	0	0	0	0
AK	Mobile Home	Electricity	1990s	0	0	1	0	0	0	0
AK	Mobile Home	Electricity	2000s	0	0	1	0	0	0	0
AK	Mobile Home	Electricity	2010s	0	0	1	0	0	0	0
AK	Mobile Home	Electricity	<1940	0	0	1	0	0	0	0
AK	Mobile Home	Fuel Oil	1940s	0.51875	0.48125	0	0	0	160	160
AK	Mobile Home	Fuel Oil	1950s	0.51875	0.48125	0	5	5	160	160
AK	Mobile Home	Fuel Oil	1960s	0.444444	0.555556	0	27	27	27	27
AK	Mobile Home	Fuel Oil	1970s	0.6	0.4	0	80	80	80	80
AK	Mobile Home	Fuel Oil	1980s	0.354839	0.645161	0	31	31	31	31
AK	Mobile Home	Fuel Oil	1990s	0.51875	0.48125	0	6	6	160	160
AK	Mobile Home	Fuel Oil	2000s	0.51875	0.48125	0	2	2	160	160
AK	Mobile Home	Fuel Oil	2010s	0.51875	0.48125	0	0	0	160	160
AK	Mobile Home	Fuel Oil	<1940	0.51875	0.48125	0	9	9	160	160
AK	Mobile Home	Natural Gas	1940s	0.933333	0.0666667	0	0	0	15	15
AK	Mobile Home	Natural Gas	1950s	0.933333	0.0666667	0	1	1	15	15
AK	Mobile Home	Natural Gas	1960s	0.933333	0.0666667	0	2	2	15	15
AK	Mobile Home	Natural Gas	1970s	0.933333	0.0666667	0	7	7	15	15
AK	Mobile Home	Natural Gas	1980s	0.933333	0.0666667	0	4	4	15	15
AK	Mobile Home	Natural Gas	1990s	0.933333	0.0666667	0	0	0	15	15
AK	Mobile Home	Natural Gas	2000s	0.933333	0.0666667	0	1	1	15	15
AK	Mobile Home	Natural Gas	2010s	0.933333	0.0666667	0	0	0	15	15
AK	Mobile Home	Natural Gas	<1940	0.933333	0.0666667	0	0	0	15	15
AK	Mobile Home	None	1940s	0	0	1	4	4	2393	2393
AK	Mobile Home	None	1950s	0	0	1	44	44	44	44
AK	Mobile Home	None	1960s	0	0	1	376	376	376	376
AK	Mobile Home	None	1970s	0	0	1	1358	1358	1358	1358
AK	Mobile Home	None	1980s	0	0	1	407	407	407	407
AK	Mobile Home	None	1990s	0	0	1	98	98	98	98
AK	Mobile Home	None	2000s	0	0	1	26	26	26	26
AK	Mobile Home	None	2010s	0	0	1	7	7	2393	2393
AK	Mobile Home	None	<1940	0	0	1	73	73	73	73
AK	Mobile Home	Other Fuel	1940s	0	1	0	0	0	2	2
AK	Mobile Home	Other Fuel	1950s	0	1	0	0	0	2	2
AK	Mobile Home	Other Fuel	1960s	0	1	0	0	0	2	2
AK	Mobile Home	Other Fuel	1970s	0	1	0	2	2	2	2
AK	Mobile Home	Other Fuel	1980s	0	1	0	0	0	2	2
AK	Mobile Home	Other Fuel	1990s	0	1	0	0	0	2	2
AK	Mobile Home	Other Fuel	2000s	0	1	0	0	0	2	2
AK	Mobile Home	Other Fuel	2010s	0	1	0	0	0	2	2
AK	Mobile Home	Other Fuel	<1940	0	1	0	0	0	2	2
AK	Mobile Home	Propane	1940s	0.642857	0.357143	0	0	0	14	14
AK	Mobile Home	Propane	1950s	0.642857	0.357143	0	0	0	14	14
AK	Mobile Home	Propane	1960s	0.642857	0.357143	0	1	1	14	14
AK	Mobile Home	Propane	1970s	0.642857	0.357143	0	8	8	14	14
AK	Mobile Home	Propane	1980s	0.642857	0.357143	0	4	4	14	14
AK	Mobile Home	Propane	1990s	0.642857	0.357143	0	0	0	14	14
AK	Mobile Home	Propane	2000s	0.642857	0.357143	0	0	0	14	14
AK	Mobile Home	Propane	2010s	0.642857	0.357143	0	0	0	14	14
AK	Mobile Home	Propane	<1940	0.642857	0.357143	0	1	1	14	14
AK	Mobile Home	Wood	1940s	0	1	0	0	0	171	171
AK	Mobile Home	Wood	1950s	0	1	0	2	2	171	171
AK	Mobile Home	Wood	1960s	0	1	0	24	24	24	24
AK	Mobile Home	Wood	1970s	0	1	0	102	102	102	102
AK	Mobile Home	Wood	1980s	0	1	0	37	37	37	37
AK	Mobile Home	Wood	1990s	0	1	0	2	2	171	171
AK	Mobile Home	Wood	2000s	0	1	0	2	2	171	171
AK	Mobile Home	Wood	2010s	0	1	0	2	2	171	171
AK	Mobile Home	Wood	<1940	0	1	0	0	0	171	171
AK	Multi-Family with 2 - 4 Units	Electricity	1940s	0	0	1	0	0	0	0
AK	Multi-Family with 2 - 4 Units	Electricity	1950s	0	0	1	0	0	0	0
AK	Multi-Family with 2 - 4 Units	Electricity	1960s	0	0	1	0	0	0	0
AK	Multi-Family with 2 - 4 Units	Electricity	1970s	0	0	1	0	0	0	0
AK	Multi-Family with 2 - 4 Units	Electricity	1980s	0	0	1	0	0	0	0
AK	Multi-Family with 2 - 4 Units	Electricity	1990s	0	0	1	0	0	0	0
AK	Multi-Family with 2 - 4 Units	Electricity	2000s	0	0	1	0	0	0	0
AK	Multi-Family with 2 - 4 Units	Electricity	2010s	0	0	1	0	0	0	0
AK	Multi-Family with 2 - 4 Units	Electricity	<1940	0	0	1	0	0	0	0
AK	Multi-Family with 2 - 4 Units	Fuel Oil	1940s	0.157143	0.842857	0	0	0	70	21
AK	Multi-Family with 2 - 4 Units	Fuel Oil	1950s	0.157143	0.842857	0	7	2.1	70	21
AK	Multi-Family with 2 - 4 Units	Fuel Oil	1960s	0.157143	0.842857	0	7	2.1	70	21
AK	Multi-Family with 2 - 4 Units	Fuel Oil	1970s	0.0909091	0.909091	0	11	3.3	11	3.3
AK	Multi-Family with 2 - 4 Units	Fuel Oil	1980s	0.05	0.95	0	20	6	20	6
AK	Multi-Family with 2 - 4 Units	Fuel Oil	1990s	0.157143	0.842857	0	6	1.8	70	21
AK	Multi-Family with 2 - 4 Units	Fuel Oil	2000s	0.157143	0.842857	0	1	0.3	70	21
AK	Multi-Family with 2 - 4 Units	Fuel Oil	2010s	0.157143	0.842857	0	8	2.4	70	21
AK	Multi-Family with 2 - 4 Units	Fuel Oil	<1940	0.2	0.8	0	10	3	10	3
AK	Multi-Family with 2 - 4 Units	Natural Gas	1940s	0.139535	0.860465	0	0	0	43	12.9
AK	Multi-Family with 2 - 4 Units	Natural Gas	1950s	0.139535	0.860465	0	1	0.3	43	12.9
AK	Multi-Family with 2 - 4 Units	Natural Gas	1960s	0.139535	0.860465	0	7	2.1	43	12.9
AK	Multi-Family with 2 - 4 Units	Natural Gas	1970s	0.166667	0.833333	0	18	5.4	18	5.4
AK	Multi-Family with 2 - 4 Units	Natural Gas	1980s	0.181818	0.818182	0	11	3.3	11	3.3
AK	Multi-Family with 2 - 4 Units	Natural Gas	1990s	0.139535	0.860465	0	0	0	43	12.9
AK	Multi-Family with 2 - 4 Units	Natural Gas	2000s	0.139535	0.860465	0	0	0	43	12.9
AK	Multi-Family with 2 - 4 Units	Natural Gas	2010s	0.139535	0.860465	0	6	1.8	43	12.9
AK	Multi-Family with 2 - 4 Units	Natural Gas	<1940	0.139535	0.860465	0	0	0	43	12.9
AK	Multi-Family with 2 - 4 Units	None	1940s	0	0	1	44	13.2	44	13.2
AK	Multi-Family with 2 - 4 Units	None	1950s	0	0	1	142	42.6	142	42.6
AK	Multi-Family with 2 - 4 Units	None	1960s	0	0	1	259	77.7	259	77.7
