Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Wall R-5, Exterior	Option=Wall R-10, Exterior	Option=Wall R-15, Exterior	sampling_probability
CR06	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000458684
CR07	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00166993
CR08	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00133905
CR09	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000229037
CR10	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	3.89353e-05
CR11	1940s	Single-Family Detached	Heated Basement	0	1	0	0	0	7.56358e-05
CR02	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00220826
CR03	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00156823
CR04	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00563196
CR05	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000893919
CR06	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000724658
CR07	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00389538
CR08	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00274585
CR09	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000459309
CR10	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	8.92361e-05
CR11	1950s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000162813
CR02	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00194541
CR03	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00130198
CR04	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00396441
CR05	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00067349
CR06	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000225264
CR07	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00266075
CR08	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00253754
CR09	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000647942
CR10	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	9.16419e-05
CR11	1960s	Single-Family Detached	Heated Basement	0	1	0	0	0	5.33755e-05
CR02	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00261754
CR03	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00142156
CR04	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00411106
CR05	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00136466
CR06	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000368946
CR07	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00242925
CR08	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.00311947
CR09	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000871338
CR10	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	0.000156958
CR11	1970s	Single-Family Detached	Heated Basement	0	1	0	0	0	7.74988e-05
CR02	1980s	Single-Family Detached	Heated Basement	0	0.3	0.34	0.36	0	0.00121782
CR03	1980s	Single-Family Detached	Heated Basement	0	0.31	0.34	0.35	0	0.00118372
CR04	1980s	Single-Family Detached	Heated Basement	0	0.37	0.26	0.37	0	0.00220785
CR05	1980s	Single-Family Detached	Heated Basement	0	0.33	0.23	0.44	0	0.000857693
CR06	1980s	Single-Family Detached	Heated Basement	0	0.4	0.04	0.56	0	0.000150818
CR07	1980s	Single-Family Detached	Heated Basement	0	0.38	0.33	0.29	0	0.00185546
CR08	1980s	Single-Family Detached	Heated Basement	0	0.11	0.15	0.74	0	0.00278943
CR09	1980s	Single-Family Detached	Heated Basement	0	0.33	0.35	0.32	0	0.00105489
CR10	1980s	Single-Family Detached	Heated Basement	0	0.91	0	0.09	0	0.000200397
CR11	1980s	Single-Family Detached	Heated Basement	0	0.4	0.04	0.56	0	6.10464e-05
CR02	1990s	Single-Family Detached	Heated Basement	0	0.06	0.26	0.45	0.23	0.00162008
CR03	1990s	Single-Family Detached	Heated Basement	0	0.1	0.34	0.43	0.12	0.0010067
CR04	1990s	Single-Family Detached	Heated Basement	0	0.12	0.37	0.44	0.07	0.00344905
CR05	1990s	Single-Family Detached	Heated Basement	0	0.02	0.09	0.78	0.11	0.00126498
CR06	1990s	Single-Family Detached	Heated Basement	0	0.02	0.34	0.28	0.36	0.00025609
CR07	1990s	Single-Family Detached	Heated Basement	0	0.08	0.46	0.46	0	0.00179124
CR08	1990s	Single-Family Detached	Heated Basement	0	0.07	0.06	0.69	0.19	0.00327946
CR09	1990s	Single-Family Detached	Heated Basement	0	0.55	0.04	0.22	0.19	0.00131258
CR10	1990s	Single-Family Detached	Heated Basement	0	0.3	0	0.7	0	0.000255033
CR11	1990s	Single-Family Detached	Heated Basement	0	0.67	0.17	0.07	0.09	4.65671e-05
CR02	2000s	Single-Family Detached	Heated Basement	0	0.01	0.3	0.51	0.18	0.00172941
CR03	2000s	Single-Family Detached	Heated Basement	0	0.06	0.15	0.56	0.22	0.00104913
CR04	2000s	Single-Family Detached	Heated Basement	0	0.13	0.24	0.53	0.1	0.00378281
CR05	2000s	Single-Family Detached	Heated Basement	0	0.02	0.05	0.58	0.36	0.000798836
CR06	2000s	Single-Family Detached	Heated Basement	0	0.03	0.04	0.07	0.87	0.000170102
CR07	2000s	Single-Family Detached	Heated Basement	0	0.05	0.08	0.79	0.09	0.00171917
CR08	2000s	Single-Family Detached	Heated Basement	0	0.09	0.23	0.51	0.17	0.00260569
CR09	2000s	Single-Family Detached	Heated Basement	0	0.45	0.09	0.21	0.25	0.000908684
CR10	2000s	Single-Family Detached	Heated Basement	0	0	0.51	0	0.49	9.76718e-05
CR11	2000s	Single-Family Detached	Heated Basement	0	0.24	0	0.4	0.36	4.60225e-05
CR02	2010s	Single-Family Detached	Heated Basement	0	0.01	0.3	0.51	0.18	0.000392081
CR03	2010s	Single-Family Detached	Heated Basement	0	0.06	0.15	0.56	0.22	0.000193694
CR04	2010s	Single-Family Detached	Heated Basement	0	0.13	0.24	0.53	0.1	0.000595114
CR05	2010s	Single-Family Detached	Heated Basement	0	0.02	0.05	0.58	0.36	0.000165894
CR06	2010s	Single-Family Detached	Heated Basement	0	0.03	0.04	0.07	0.87	3.73053e-05
CR07	2010s	Single-Family Detached	Heated Basement	0	0.05	0.08	0.79	0.09	0.000324335
CR08	2010s	Single-Family Detached	Heated Basement	0	0.09	0.23	0.51	0.17	0.000545231
CR09	2010s	Single-Family Detached	Heated Basement	0	0.45	0.09	0.21	0.25	0.000173268
CR10	2010s	Single-Family Detached	Heated Basement	0	0	0.51	0	0.49	1.23733e-05
CR11	2010s	Single-Family Detached	Heated Basement	0	0.24	0	0.4	0.36	5.5619e-06
CR02	<1940	Mobile Home	Ambient	1	0	0	0	0	1.86933e-05
CR03	<1940	Mobile Home	Ambient	1	0	0	0	0	1.63169e-05
CR04	<1940	Mobile Home	Ambient	1	0	0	0	0	4.89317e-05
CR05	<1940	Mobile Home	Ambient	1	0	0	0	0	1.72924e-05
CR06	<1940	Mobile Home	Ambient	1	0	0	0	0	1.49857e-05
CR07	<1940	Mobile Home	Ambient	1	0	0	0	0	5.0981e-05
CR08	<1940	Mobile Home	Ambient	1	0	0	0	0	4.2098e-05
CR09	<1940	Mobile Home	Ambient	1	0	0	0	0	9.53443e-05
CR10	<1940	Mobile Home	Ambient	1	0	0	0	0	1.4872e-05
CR11	<1940	Mobile Home	Ambient	1	0	0	0	0	3.49324e-05
CR02	1940s	Mobile Home	Ambient	1	0	0	0	0	5.1415e-06
CR03	1940s	Mobile Home	Ambient	1	0	0	0	0	8.00965e-06
CR04	1940s	Mobile Home	Ambient	1	0	0	0	0	2.30134e-05
CR05	1940s	Mobile Home	Ambient	1	0	0	0	0	8.18565e-06
CR06	1940s	Mobile Home	Ambient	1	0	0	0	0	8.9405e-06
CR07	1940s	Mobile Home	Ambient	1	0	0	0	0	2.18343e-05
CR08	1940s	Mobile Home	Ambient	1	0	0	0	0	2.58267e-05
CR09	1940s	Mobile Home	Ambient	1	0	0	0	0	8.93545e-05
CR10	1940s	Mobile Home	Ambient	1	0	0	0	0	1.2319e-05
CR11	1940s	Mobile Home	Ambient	1	0	0	0	0	3.93193e-05
CR02	1950s	Mobile Home	Ambient	1	0	0	0	0	2.12733e-05
CR03	1950s	Mobile Home	Ambient	1	0	0	0	0	2.18059e-05
CR04	1950s	Mobile Home	Ambient	1	0	0	0	0	6.92221e-05
CR05	1950s	Mobile Home	Ambient	1	0	0	0	0	2.44296e-05
CR06	1950s	Mobile Home	Ambient	1	0	0	0	0	3.04883e-05
CR07	1950s	Mobile Home	Ambient	1	0	0	0	0	5.65708e-05
CR08	1950s	Mobile Home	Ambient	1	0	0	0	0	6.39965e-05
CR09	1950s	Mobile Home	Ambient	1	0	0	0	0	0.000282085
CR10	1950s	Mobile Home	Ambient	1	0	0	0	0	5.64796e-05
CR11	1950s	Mobile Home	Ambient	1	0	0	0	0	0.000140311
CR02	1960s	Mobile Home	Ambient	1	0	0	0	0	9.1717e-05
CR03	1960s	Mobile Home	Ambient	1	0	0	0	0	0.000104812
CR04	1960s	Mobile Home	Ambient	1	0	0	0	0	0.000327118
CR05	1960s	Mobile Home	Ambient	1	0	0	0	0	0.000159998
CR06	1960s	Mobile Home	Ambient	1	0	0	0	0	0.000173298
CR07	1960s	Mobile Home	Ambient	1	0	0	0	0	0.000234493
CR08	1960s	Mobile Home	Ambient	1	0	0	0	0	0.000366807
CR09	1960s	Mobile Home	Ambient	1	0	0	0	0	0.00113034
CR10	1960s	Mobile Home	Ambient	1	0	0	0	0	0.000241386
CR11	1960s	Mobile Home	Ambient	1	0	0	0	0	0.00046426
CR02	1970s	Mobile Home	Ambient	1	0	0	0	0	0.000502491
CR03	1970s	Mobile Home	Ambient	1	0	0	0	0	0.000303748
CR04	1970s	Mobile Home	Ambient	1	0	0	0	0	0.00107758
CR05	1970s	Mobile Home	Ambient	1	0	0	0	0	0.000703949
CR06	1970s	Mobile Home	Ambient	1	0	0	0	0	0.000771879
CR07	1970s	Mobile Home	Ambient	1	0	0	0	0	0.000793751
CR08	1970s	Mobile Home	Ambient	1	0	0	0	0	0.00137667
CR09	1970s	Mobile Home	Ambient	1	0	0	0	0	0.00431042
CR10	1970s	Mobile Home	Ambient	1	0	0	0	0	0.00088401
CR11	1970s	Mobile Home	Ambient	1	0	0	0	0	0.00144012
CR02	1980s	Mobile Home	Ambient	1	0	0	0	0	0.000361395
CR03	1980s	Mobile Home	Ambient	1	0	0	0	0	0.000339934
CR04	1980s	Mobile Home	Ambient	1	0	0	0	0	0.00110697
CR05	1980s	Mobile Home	Ambient	1	0	0	0	0	0.000406469
CR06	1980s	Mobile Home	Ambient	1	0	0	0	0	0.000573066
CR07	1980s	Mobile Home	Ambient	1	0	0	0	0	0.000789667
CR08	1980s	Mobile Home	Ambient	1	0	0	0	0	0.00170622
CR09	1980s	Mobile Home	Ambient	1	0	0	0	0	0.00676717
CR10	1980s	Mobile Home	Ambient	1	0	0	0	0	0.000897681
CR11	1980s	Mobile Home	Ambient	1	0	0	0	0	0.000738449
CR02	1990s	Mobile Home	Ambient	1	0	0	0	0	0.000552618
CR03	1990s	Mobile Home	Ambient	1	0	0	0	0	0.000237813
CR04	1990s	Mobile Home	Ambient	1	0	0	0	0	0.00151791
CR05	1990s	Mobile Home	Ambient	1	0	0	0	0	0.000471186
CR06	1990s	Mobile Home	Ambient	1	0	0	0	0	0.000693265
CR07	1990s	Mobile Home	Ambient	1	0	0	0	0	0.000768058
CR08	1990s	Mobile Home	Ambient	1	0	0	0	0	0.00275947
CR09	1990s	Mobile Home	Ambient	1	0	0	0	0	0.0095556
CR10	1990s	Mobile Home	Ambient	1	0	0	0	0	0.00100103
CR11	1990s	Mobile Home	Ambient	1	0	0	0	0	0.000444608
CR02	2000s	Mobile Home	Ambient	1	0	0	0	0	0.000264739
CR03	2000s	Mobile Home	Ambient	1	0	0	0	0	0.000168372
CR04	2000s	Mobile Home	Ambient	1	0	0	0	0	0.000658013
CR05	2000s	Mobile Home	Ambient	1	0	0	0	0	0.000256547
CR06	2000s	Mobile Home	Ambient	1	0	0	0	0	0.000261681
CR07	2000s	Mobile Home	Ambient	1	0	0	0	0	0.000431148
CR08	2000s	Mobile Home	Ambient	1	0	0	0	0	0.00151226
CR09	2000s	Mobile Home	Ambient	1	0	0	0	0	0.00534672
CR10	2000s	Mobile Home	Ambient	1	0	0	0	0	0.000561819
CR11	2000s	Mobile Home	Ambient	1	0	0	0	0	0.000486186
CR02	2010s	Mobile Home	Ambient	1	0	0	0	0	5.40101e-05
CR03	2010s	Mobile Home	Ambient	1	0	0	0	0	2.8959e-05
CR04	2010s	Mobile Home	Ambient	1	0	0	0	0	0.000120176
CR05	2010s	Mobile Home	Ambient	1	0	0	0	0	5.77228e-05
CR06	2010s	Mobile Home	Ambient	1	0	0	0	0	3.7473e-05
CR07	2010s	Mobile Home	Ambient	1	0	0	0	0	9.24921e-05
CR08	2010s	Mobile Home	Ambient	1	0	0	0	0	0.00024577
CR09	2010s	Mobile Home	Ambient	1	0	0	0	0	0.00104865
CR10	2010s	Mobile Home	Ambient	1	0	0	0	0	9.31847e-05
CR11	2010s	Mobile Home	Ambient	1	0	0	0	0	8.00098e-05
CR02	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR03	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR04	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR05	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR06	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR07	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR08	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR09	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR10	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR11	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR02	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR03	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR04	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR05	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR06	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR07	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR08	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR09	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR10	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR11	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR02	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR03	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR04	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR05	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR06	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR07	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR08	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR09	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR10	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR11	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR02	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR03	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR04	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR05	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR06	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR07	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR08	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR09	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR10	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR11	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR02	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR03	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR04	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR05	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR06	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR07	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR08	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR09	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR10	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR11	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR02	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR03	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR04	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR05	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR06	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR07	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR08	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR09	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR10	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR11	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR02	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR03	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR04	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR05	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR06	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR07	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR08	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR09	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR10	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR11	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR02	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR03	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR04	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR05	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR06	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR07	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR08	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR09	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR10	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR11	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR02	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR03	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR04	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR05	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR06	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR07	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR08	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR09	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR10	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR11	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0
CR02	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR03	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR04	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR05	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR06	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR07	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR08	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR09	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR10	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR02	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR03	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR04	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR05	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR06	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR07	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR08	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR09	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR10	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR02	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR03	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR04	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR05	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR06	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR07	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR08	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR09	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR10	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR02	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR03	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR04	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR05	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR06	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR07	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR08	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR09	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR10	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR02	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR03	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR04	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR05	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR06	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR07	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR08	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR09	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR10	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR11	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR02	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR03	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR04	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR05	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR06	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR07	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR08	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR09	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR10	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR11	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR02	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR03	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR04	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR05	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR06	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR07	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR08	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR09	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR10	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR11	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR02	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR03	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR04	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR05	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR06	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR07	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR08	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR09	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR10	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR11	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR02	2010s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR03	2010s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR04	2010s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR05	2010s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR06	2010s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR07	2010s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR08	2010s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
CR09	2010s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0
