Building,Location Weather Year,Usage Level,Geometry Building Type FPL,Location,Location Region,Location Weather Filename,Vintage FPL,Vintage,Heating Fuel,Geometry Building Type,Geometry Building Number Units HL,Geometry Foundation Type,Geometry House Size,Geometry Building Floors,Geometry Building Number Units MF,Geometry Building Number Units SFA,Geometry Garage,Bedrooms,Corridor,Geometry Unit Stories SF,Geometry Unit Stories MF,Geometry Is Multifamily Low Rise,Geometry Shared Walls SFA,Geometry Shared Walls MF,Occupants,Orientation,Eaves,Door Area,Window Areas,Overhangs,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier Unfinished Attic,Roof Material,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Interior Shading,Windows,Doors,Water Heater,Hot Water Fixtures,Hot Water Distribution,Solar Hot Water,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Has Heating Setpoint Offset,Has Cooling Setpoint Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Ceiling Fan,Dehumidifier,Refrigerator,Refrigeration Schedule,Cooking Range,Cooking Range Schedule,Dishwasher,Clothes Washer,Clothes Dryer,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Plug Loads Schedule,Electric Vehicle,Misc Extra Refrigerator,Misc Freezer,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Misc Pool Schedule,Misc Well Pump,Ducts,Infiltration,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,Days Shifted,Geometry Perimeter Footprint Ratio,Geometry Single Unit Horizontal Location,Geometry Single Unit Level
1,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Left,Bottom
2,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Middle,Bottom
3,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Middle,Bottom
4,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Middle,Bottom
5,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Middle,Bottom
6,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Middle,Bottom
7,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Middle,Bottom
8,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Middle,Bottom
9,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Middle,Bottom
10,TMY3,Medium,50 or more Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units high,Unheated Basement,0-1499,2,54,None,None,3,Single Exterior Front,N/a,1,Yes,LeftRight,Left,Auto,Northwest,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-38, Vented",Uninsulated,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,2F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,Has Pool,National Average,1.0 HP Pump,National Average,National Average,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour2,None,Day61,0.13,Middle,Bottom
