occupants,lighting_interior,lighting_exterior,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0958,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0479,0.492,0.069
1,0.0495,0.339,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0261,0.477,0.046
1,0.0495,0.339,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0174,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.339,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0305,0.492,0.391
1,0.342,0.331,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0523,0.551,0.897
0.869,0.433,0.308,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0937,0.626,1
0.41,0.452,0.271,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.155,0.641,0.92
0.246,0.456,0.226,0.289,0.811,0.529,0.529,1,1,0.84,0.205,0.641,0.77
0.246,0.443,0.181,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.244,0.641,0.644
0.246,0.426,0.12,0.301,0.791,0.391,0.391,0.872,0.872,1,0.268,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.288,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.34,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.388,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.427,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.449,0.715,0.448
0.541,0.567,0.286,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.464,0.775,0.586
0.885,0.736,0.361,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.547,0.79,0.69
0.885,0.895,0.451,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.719,0.745,0.69
0.885,0.928,0.624,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.845,0.701,0.632
1,0.807,0.737,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.78,0.671,0.552
1,0.5,0.64,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.492,0.596,0.437
1,0.249,0.444,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.224,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0958,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0479,0.492,0.069
1,0.0495,0.339,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0261,0.477,0.046
1,0.0495,0.339,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0174,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.339,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0305,0.492,0.391
1,0.342,0.331,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0523,0.551,0.897
0.869,0.433,0.308,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0937,0.626,1
0.41,0.452,0.271,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.155,0.641,0.92
0.246,0.456,0.226,0.289,0.811,0.529,0.529,1,1,0.84,0.205,0.641,0.77
0.246,0.443,0.181,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.244,0.641,0.644
0.246,0.426,0.12,0.301,0.791,0.391,0.391,0.872,0.872,1,0.268,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.288,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.34,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.388,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.427,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.449,0.715,0.448
0.541,0.567,0.286,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.464,0.775,0.586
0.885,0.736,0.361,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.547,0.79,0.69
0.885,0.895,0.451,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.719,0.745,0.69
0.885,0.928,0.624,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.845,0.701,0.632
1,0.807,0.737,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.78,0.671,0.552
1,0.5,0.64,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.492,0.596,0.437
1,0.249,0.444,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.224,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0806,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0392,0.492,0.069
1,0.0495,0.346,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0196,0.477,0.046
1,0.0495,0.346,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0152,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.278,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0392,0.492,0.391
1,0.342,0.263,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0632,0.551,0.897
0.869,0.433,0.256,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0871,0.626,1
0.41,0.452,0.248,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.107,0.641,0.92
0.246,0.456,0.211,0.289,0.811,0.529,0.529,1,1,0.84,0.126,0.641,0.77
0.246,0.443,0.166,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.142,0.641,0.644
0.246,0.426,0.113,0.301,0.791,0.391,0.391,0.872,0.872,1,0.157,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.166,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.187,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.198,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.222,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.277,0.715,0.448
0.541,0.567,0.278,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.34,0.775,0.586
0.885,0.736,0.369,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.457,0.79,0.69
0.885,0.895,0.489,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.64,0.745,0.69
0.885,0.928,0.685,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.791,0.701,0.632
1,0.807,0.79,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.749,0.671,0.552
1,0.5,0.685,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.453,0.596,0.437
1,0.249,0.474,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.196,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0958,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0479,0.492,0.069
1,0.0495,0.339,0.0241,0.752,0.0407,0.0407,0.0465,0.0465,0.0494,0.0261,0.477,0.046
1,0.0495,0.339,0.0241,0.732,0.0244,0.0244,0.0465,0.0465,0.0247,0.0174,0.462,0.0575
1,0.054,0.346,0.0422,0.712,0.0244,0.0244,0.0814,0.0814,0.0494,0.024,0.477,0.115
1,0.146,0.339,0.0662,0.712,0.0814,0.0814,0.128,0.128,0.0741,0.0305,0.492,0.391
1,0.342,0.331,0.151,0.752,0.163,0.163,0.256,0.256,0.198,0.0523,0.551,0.897
0.869,0.433,0.308,0.253,0.791,0.252,0.252,0.57,0.57,0.395,0.0937,0.626,1
0.41,0.452,0.271,0.277,0.811,0.472,0.472,0.849,0.849,0.593,0.155,0.641,0.92
0.246,0.456,0.226,0.289,0.811,0.529,0.529,1,1,0.84,0.205,0.641,0.77
0.246,0.443,0.181,0.253,0.791,0.456,0.456,0.977,0.977,0.963,0.244,0.641,0.644
0.246,0.426,0.12,0.301,0.791,0.391,0.391,0.872,0.872,1,0.268,0.656,0.54
0.246,0.413,0.0903,0.343,0.831,0.334,0.334,0.779,0.779,0.914,0.288,0.671,0.46
0.246,0.409,0.0828,0.277,0.831,0.374,0.374,0.698,0.698,0.827,0.34,0.671,0.402
0.246,0.41,0.0828,0.343,0.831,0.293,0.293,0.57,0.57,0.704,0.388,0.656,0.379
0.246,0.422,0.0903,0.265,0.811,0.309,0.309,0.605,0.605,0.753,0.427,0.686,0.356
0.295,0.464,0.143,0.554,0.87,0.309,0.309,0.581,0.581,0.679,0.449,0.715,0.448
0.541,0.567,0.286,0.903,0.949,0.399,0.399,0.57,0.57,0.667,0.464,0.775,0.586
0.885,0.736,0.361,0.705,0.989,0.708,0.708,0.57,0.57,0.63,0.547,0.79,0.69
0.885,0.895,0.451,0.361,0.949,0.903,0.903,0.57,0.57,0.63,0.719,0.745,0.69
0.885,0.928,0.624,0.211,0.93,0.732,0.732,0.57,0.57,0.642,0.845,0.701,0.632
1,0.807,0.737,0.151,0.91,0.545,0.545,0.547,0.547,0.667,0.78,0.671,0.552
1,0.5,0.64,0.0964,0.87,0.358,0.358,0.372,0.372,0.543,0.492,0.596,0.437
1,0.249,0.444,0.0662,0.811,0.252,0.252,0.198,0.198,0.296,0.224,0.537,0.299
1,0.124,0.346,0.0422,0.791,0.122,0.122,0.105,0.105,0.123,0.0958,0.522,0.138
1,0.0743,0.346,0.0422,0.771,0.057,0.057,0.0814,0.0814,0.0741,0.0479,0.492,0.069
