Dependency=Location Region,Dependency=Vintage,Dependency=Heating Fuel,Dependency=HVAC System Is Combined,"Option=ASHP, SEER 10.3, 7.0 HSPF","Option=ASHP, SEER 11.5, 7.5 HSPF","Option=ASHP, SEER 13, 8.0 HSPF","Option=ASHP, SEER 14.3, 8.5 HSPF","Option=ASHP, SEER 16, 9.0 HSPF","Option=FIXME MSHP, SEER 18.0, 9.6 HSPF, 60% Conditioned",Option=None
H1C1 OR,1950s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1950s,Electricity,Yes,0.0,0.404311648068,0.0,0.297844175966,0.0,0.297844175966,0.0
H1C1 OR,1950s,Fuel Oil,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1950s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1950s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1960s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1960s,Electricity,Yes,0.0,0.689508668113,0.0,0.184956069781,0.0,0.125535262106,0.0
H1C1 OR,1960s,Fuel Oil,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1960s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1960s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1970s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1970s,Electricity,Yes,0.26666652055,0.512419583117,0.0,0.0441827792666,0.1325483378,0.0441827792666,0.0
H1C1 OR,1970s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1970s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1980s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1980s,Electricity,Yes,0.0916765569705,0.124447287639,0.0,0.0,0.124447287639,0.659428867752,0.0
H1C1 OR,1980s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1980s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1990s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1990s,Electricity,Yes,0.5,0.0,0.182703811121,0.134592377759,0.0,0.182703811121,0.0
H1C1 OR,1990s,Fuel Oil,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1990s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,1990s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,2000s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,2000s,Electricity,Yes,0.0765048812666,0.0563588346442,0.405388724723,0.0,0.0765048812666,0.3852426781,0.0
H1C1 OR,2000s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,2000s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,pre-1950,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,pre-1950,Electricity,Yes,0.0,0.0,0.124447287639,0.751105424722,0.0,0.124447287639,0.0
H1C1 OR,pre-1950,Fuel Oil,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,pre-1950,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 OR,pre-1950,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1950s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1950s,Electricity,Yes,0.0,0.0,0.413207962355,0.0,0.0,0.586792037645,0.0
H1C1 WA,1950s,Fuel Oil,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1950s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1950s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1950s,Propane/LPG,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1960s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1960s,Electricity,Yes,0.0,0.306319596873,0.0416439607265,0.14776772565,0.390120980144,0.114147736607,0.0
H1C1 WA,1960s,Fuel Oil,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1960s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1960s,None,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1960s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1970s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1970s,Electricity,Yes,0.240389898285,0.0446577386544,0.0876777327501,0.207230938515,0.192456670513,0.227587021282,0.0
H1C1 WA,1970s,Fuel Oil,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1970s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1970s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1970s,Propane/LPG,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1980s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1980s,Electricity,Yes,0.223516911128,0.428091770368,0.0636487377207,0.0636487377207,0.157445105342,0.0636487377207,0.0
H1C1 WA,1980s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1980s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1980s,Propane/LPG,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1990s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1990s,Electricity,Yes,0.3291084519,0.156932633105,0.202062799088,0.0711444192512,0.240751696656,0.0,0.0
H1C1 WA,1990s,Natural Gas,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1990s,None,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,1990s,Other Fuel,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H1C1 WA,2000s,Electricity,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0
