Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - 2A Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle,Energystar Climate Zone 2023,Ground Thermal Conductivity,HVAC System Is Faulted,HVAC System Is Scaled,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Generation And Emissions Assessment Region,Radiant Barrier,Range Spot Vent Hour,Solar Hot Water,State,Census Division,Census Division RECS,Census Region,Custom State,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,HVAC Secondary Heating Fuel,HVAC Secondary Heating Type,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Partial Space Conditioning,Heating Fuel,HVAC Heating Type,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Cooling Autosizing Factor,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Autosizing Factor,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Dishwasher,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
225,3C,Hour8,"G0600970, G06009702",No,2,"CA, Rohnert Park","CA, Sonoma County",Non-CBSA Pacific,3C,Marine,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.1,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Santa Rosa, CA MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"CA, 09702",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",9,CAMXc,No,Hour8,None,CA,Pacific,Pacific,West,Others,100% CFL,CR11,94%,High,120% Usage,120% Usage,120% Usage,120% Usage,100% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1960s,None,None,None,0%,Natural Gas,Non-Ducted Heating,1960-79,Vented Crawlspace,Room AC,80F,None,"Room AC, EER 10.7",None,No,"Fuel Boiler, 80% AFUE",No,None,Natural Gas Fuel Boiler,None,None,None,None,None,68F,Yes,6F,Night -1h,70000-79999,60000-79999,60000-99999,1500-1999,3,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,2 Car,"Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage",None,None,<8,Wood Frame,"Stucco, Light",60% Conditioned,15 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",4,60-80%,300-400%,Yes,Gas,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 15.9,Composition Shingles,60-80%,Natural Gas,Natural Gas Standard,Yes,Garage,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
453,2A,Hour22,"G1200630, G12006300",No,None,Not in a census Place,"FL, Jackson County",Non-CBSA South Atlantic,"2A - FL, GA, AL, MS",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,Southern,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Non-Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",West,None,"FL, 06300",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,91,SRSOc,No,Hour7,None,FL,South Atlantic,South Atlantic,South,Others,100% CFL,CR09,106%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,None,None,None,0%,Electricity,Ducted Heating,2000-09,Ambient,Central AC,75F,None,"AC, SEER 13",None,Yes,"Electric Furnace, 100% AFUE",No,None,Electricity Electric Furnace,None,None,None,None,None,72F,Yes,3F,Night +4h,80000-99999,80000-99999,60000-99999,3000-3999,4,2500-3999,1,None,None,None,Single-Family Detached,1,None,None,"Single-Family Detached, Ambient, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Brick,"Stucco, Light",100% Conditioned,3 ACH50,None,Ceiling R-13,None,None,"Finished, R-19",None,"Brick, 12-in, 3-wythe, R-11",3,150%+,400%+,Yes,Electric,EnergyStar,Electric Resistance,318 Rated kWh,No,EF 17.6,"EF 12, National Average",Electricity,None,None,None,EF 19.9,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Standard,Yes,Living Space,F9 B9 L9 R9,"Single, Clear, Metal"
486,3B,Hour21,"G0600370, G06003707",No,9,"CA, Los Angeles","CA, Los Angeles County","CBSA Los Angeles-Long Beach-Anaheim, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Los Angeles-Long Beach-Anaheim, CA MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"CA, 03707",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Night Setback +2h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",10,CAMXc,No,Hour15,None,CA,Pacific,Pacific,West,Others,100% Incandescent,CR11,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,None,No,None,None,None,Owner,1950s,None,None,None,0%,Electricity,Non-Ducted Heating,1940-59,Slab,Room AC,72F,None,"Room AC, EER 12.0",None,No,"Electric Wall Furnace, 100% AFUE",No,None,Electricity Electric Wall Furnace,None,None,None,None,None,72F,No,0F,None,100000-119999,100000-119999,100000-149999,1000-1499,2,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Slab, Vented Attic, 1 Car Garage",None,None,<8,Wood Frame,"Stucco, Light",60% Conditioned,8 ACH50,Uninsulated,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",2,120-150%,400%+,Yes,Gas,EnergyStar,Gas,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Metal, Dark",120-150%,Natural Gas,Natural Gas Premium,Yes,Living Space,F18 B18 L18 R18,"Single, Clear, Non-metal"
488,3B,Hour4,"G0600370, G06003752",No,8,"CA, Lynwood","CA, Los Angeles County","CBSA Los Angeles-Long Beach-Anaheim, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Los Angeles-Long Beach-Anaheim, CA MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",North,None,"CA, 03752",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setup -1h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",10,CAMXc,No,Hour13,None,CA,Pacific,Pacific,West,Others,100% LED,CR11,94%,High,120% Usage,120% Usage,120% Usage,120% Usage,130% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Owner,<1940,None,None,None,0%,Natural Gas,Ducted Heating,<1940,Ambient,None,75F,None,None,None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,68F,Yes,3F,Night -1h,80000-99999,80000-99999,60000-99999,1500-1999,3,1500-2499,2,None,None,None,Single-Family Detached,2,Vented Attic,None,"Single-Family Detached, Ambient, Vented Attic, No Garage",Attic,"10% Leakage to Outside, R-4",<8,Wood Frame,"Wood, Medium/Dark",None,15 ACH50,R-30,Uninsulated,None,None,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",3,80-100%,400%+,Yes,Gas,EnergyStar,Gas,290 Rated kWh,No,None,None,None,None,None,None,EF 19.9,Composition Shingles,100-120%,Natural Gas,Natural Gas Premium,Yes,Outside,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
498,5A,Hour9,"G1800970, G18002302",No,None,"IN, Indianapolis City Balance","IN, Marion County",Non-CBSA East North Central,5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Indianapolis-Carmel-Anderson, IN MSA",Metropolitan,Gas Fireplace,None,None,None,"Cooling Season, 7 days/wk",East,None,"IN, 02302",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",106,RFCWc,No,Hour18,None,IN,East North Central,East North Central,Midwest,Others,100% LED,CR04,85%,High,120% Usage,120% Usage,120% Usage,120% Usage,100% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,None,None,None,0%,Natural Gas,Non-Ducted Heating,<1940,Unheated Basement,None,70F,None,None,None,No,"Fuel Boiler, 80% AFUE",No,None,Natural Gas Fuel Boiler,None,None,None,None,None,68F,Yes,12F,Night +2h,200000+,140000+,150000+,2500-2999,4,2500-3999,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Unheated Basement, Vented Attic, No Garage",None,None,<8,Wood Frame,"Brick, Medium/Dark",None,25 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",2,150%+,400%+,Yes,Electric,EnergyStar,Electric Resistance,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,Composition Shingles,120-150%,Natural Gas,Natural Gas Standard,Yes,Unheated Basement,F6 B6 L6 R6,"Double, Clear, Non-metal, Air"
499,3C,Hour5,"G0600870, G06008701",No,3,In another census Place,"CA, Santa Cruz County",Non-CBSA Pacific,3C,Marine,None,20 ft^2,Fiberglass,2 ft,None,North-Central,2,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Santa Cruz-Watsonville, CA MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",West,None,"CA, 08701",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",9,CAMXc,No,Hour14,None,CA,Pacific,Pacific,West,Others,100% LED,CR11,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,None,None,None,0%,Electricity,Ducted Heating,1960-79,Vented Crawlspace,Central AC,78F,None,"AC, SEER 15",None,Yes,"Electric Furnace, 100% AFUE",No,None,Electricity Electric Furnace,None,None,None,None,None,68F,No,0F,None,200000+,140000+,150000+,2500-2999,5,2500-3999,2,None,None,None,Single-Family Detached,2,None,None,"Single-Family Detached, Vented Crawlspace, No Attic, No Garage",Crawlspace,"10% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,6 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",None,"Wood Stud, R-7",2,150%+,400%+,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,Electricity,None,None,None,EF 19.9,Composition Shingles,150%+,Natural Gas,Natural Gas Standard,Yes,Outside,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
578,3B,Hour1,"G0600370, G06003752",No,8,"CA, Lynwood","CA, Los Angeles County","CBSA Los Angeles-Long Beach-Anaheim, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Los Angeles-Long Beach-Anaheim, CA MSA",Metropolitan,None,None,Gas Lighting,None,"Cooling Season, 7 days/wk",Northeast,None,"CA, 03752",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setup +5h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",10,CAMXc,No,Hour21,None,CA,Pacific,Pacific,West,Others,100% LED,CR11,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1940s,None,None,None,0%,Natural Gas,Ducted Heating,1940-59,Slab,None,68F,None,None,None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,65F,Yes,3F,Night -4h,100000-119999,100000-119999,100000-149999,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Slab, Vented Attic, 1 Car Garage",Attic,"30% Leakage to Outside, R-4",<8,Wood Frame,"Wood, Medium/Dark",None,20 ACH50,R-30,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",2,120-150%,400%+,Yes,Gas,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Standard,Yes,Living Space,F18 B18 L18 R18,"Single, Clear, Non-metal"
602,3B,Hour23,"G0600650, G06006507",No,10,In another census Place,"CA, Riverside County","CBSA Riverside-San Bernardino-Ontario, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.4,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Riverside-San Bernardino-Ontario, CA MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"CA, 06507",Single-Family Attached,12,Middle,Single-Family Attached,No,0F,None,Not Applicable,27,"In metro area, not/partially in principal city",10,CAMXc,No,Hour12,None,CA,Pacific,Pacific,West,Others,100% CFL,CR11,96%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,None,No,None,None,None,Owner,1980s,None,None,None,0%,Natural Gas,Ducted Heating,1980-99,Slab,Central AC,67F,None,"AC, SEER 13",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,60000-69999,60000-79999,60000-99999,1500-1999,2,1500-2499,2,None,None,None,Single-Family Attached,2,None,None,"Single-Family Attached, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,10 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",1,120-150%,400%+,Yes,Gas,Standard,Electric Resistance,318 Rated kWh,No,EF 15.9,None,None,None,None,None,EF 17.6,Composition Shingles,150%+,Natural Gas,Natural Gas Premium,Yes,Living Space,F15 B15 L15 R15,"Single, Clear, Non-metal"
671,3B,Hour1,"G0600890, G06008900",No,11,Not in a census Place,"CA, Shasta County",Non-CBSA Pacific,3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.1,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Redding, CA MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",Northwest,None,"CA, 08900",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setback -4h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",9,CAMXc,No,Hour19,None,CA,Pacific,Pacific,West,Others,100% CFL,CR11,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,None,None,None,0%,Electricity,Non-Ducted Heating,1960-79,Vented Crawlspace,None,72F,None,None,None,No,"Electric Baseboard, 100% Efficiency",Yes,None,Electricity Baseboard,None,None,None,None,None,70F,No,0F,None,60000-69999,60000-79999,60000-99999,2000-2499,4,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage",None,None,<8,Wood Frame,"Vinyl, Light",None,8 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-7",2,120-150%,300-400%,Yes,Gas,EnergyStar,Electric Resistance,290 Rated kWh,No,None,None,None,None,None,None,EF 6.7,Composition Shingles,150%+,Natural Gas,Natural Gas Standard,Yes,Garage,F9 B9 L9 R9,"Double, Clear, Metal, Air"
706,5B,Hour4,"G0800050, G08000820",No,None,"CO, Littleton","CO, Arapahoe County",Non-CBSA Mountain,5B,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,2.3,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Denver-Aurora-Lakewood, CO MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"CO, 00820",10 to 19 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Night Setback +3h,Double-Loaded Interior,7,"In metro area, not/partially in principal city",33,RMPAc,None,Hour22,None,CO,Mountain,Mountain North,West,Others,100% LED,CR05,105%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1990s,None,None,None,0%,Natural Gas,Ducted Heating,1980-99,Unheated Basement,Central AC,72F,None,"AC, SEER 10",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,68F,Yes,3F,Night +3h,10000-14999,<20000,<20000,500-749,1,0-1499,3,Middle,12,Right,"Multifamily with 5+ units, 1-3 stories",3,None,None,"Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",100% Conditioned,15 ACH50,None,Ceiling R-19,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, R-15",1,0-30%,0-100%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",0-30%,Natural Gas,Natural Gas Standard,No,Conditioned Mechanical Room,F9 B9 L9 R9,"Double, Clear, Metal, Air"
