Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Vintage	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	sample_count	sample_weight
Mobile Home	0-1499	Crawl	1940s	0	0	0	1	0	0
Mobile Home	1500-2499	Crawl	1940s	0	0	0	1	0	0
Mobile Home	2500-3999	Crawl	1940s	0	0	0	1	0	0
Mobile Home	4000+	Crawl	1940s	0	0	0	1	0	0
Mobile Home	0-1499	Crawl	1950s	0	0	0	1	0	0
Mobile Home	1500-2499	Crawl	1950s	0	0	0	1	0	0
Mobile Home	2500-3999	Crawl	1950s	0	0	0	1	0	0
Mobile Home	4000+	Crawl	1950s	0	0	0	1	0	0
Mobile Home	0-1499	Crawl	1960s	0	0	0	1	0	0
Mobile Home	1500-2499	Crawl	1960s	0	0	0	1	0	0
Mobile Home	2500-3999	Crawl	1960s	0	0	0	1	0	0
Mobile Home	4000+	Crawl	1960s	0	0	0	1	0	0
Mobile Home	0-1499	Crawl	1970s	0	0	0	1	0	0
Mobile Home	1500-2499	Crawl	1970s	0	0	0	1	0	0
Mobile Home	2500-3999	Crawl	1970s	0	0	0	1	0	0
Mobile Home	4000+	Crawl	1970s	0	0	0	1	0	0
Mobile Home	0-1499	Crawl	1980s	0	0	0	1	0	0
Mobile Home	1500-2499	Crawl	1980s	0	0	0	1	0	0
Mobile Home	2500-3999	Crawl	1980s	0	0	0	1	0	0
Mobile Home	4000+	Crawl	1980s	0	0	0	1	0	0
Mobile Home	0-1499	Crawl	1990s	0	0	0	1	0	0
Mobile Home	1500-2499	Crawl	1990s	0	0	0	1	0	0
Mobile Home	2500-3999	Crawl	1990s	0	0	0	1	0	0
Mobile Home	4000+	Crawl	1990s	0	0	0	1	0	0
Mobile Home	0-1499	Crawl	2000s	0	0	0	1	0	0
Mobile Home	1500-2499	Crawl	2000s	0	0	0	1	0	0
Mobile Home	2500-3999	Crawl	2000s	0	0	0	1	0	0
Mobile Home	4000+	Crawl	2000s	0	0	0	1	0	0
Mobile Home	0-1499	Crawl	2010s	0	0	0	1	0	0
Mobile Home	1500-2499	Crawl	2010s	0	0	0	1	0	0
Mobile Home	2500-3999	Crawl	2010s	0	0	0	1	0	0
Mobile Home	4000+	Crawl	2010s	0	0	0	1	0	0
Mobile Home	0-1499	Crawl	<1940	0	0	0	1	0	0
Mobile Home	1500-2499	Crawl	<1940	0	0	0	1	0	0
Mobile Home	2500-3999	Crawl	<1940	0	0	0	1	0	0
Mobile Home	4000+	Crawl	<1940	0	0	0	1	0	0
Mobile Home	0-1499	Heated Basement	1940s	0	0	0	1	0	0
Mobile Home	1500-2499	Heated Basement	1940s	0	0	0	1	0	0
Mobile Home	2500-3999	Heated Basement	1940s	0	0	0	1	0	0
Mobile Home	4000+	Heated Basement	1940s	0	0	0	1	0	0
Mobile Home	0-1499	Heated Basement	1950s	0	0	0	1	0	0
Mobile Home	1500-2499	Heated Basement	1950s	0	0	0	1	0	0
Mobile Home	2500-3999	Heated Basement	1950s	0	0	0	1	0	0
Mobile Home	4000+	Heated Basement	1950s	0	0	0	1	0	0
Mobile Home	0-1499	Heated Basement	1960s	0	0	0	1	0	0
Mobile Home	1500-2499	Heated Basement	1960s	0	0	0	1	0	0
Mobile Home	2500-3999	Heated Basement	1960s	0	0	0	1	0	0
Mobile Home	4000+	Heated Basement	1960s	0	0	0	1	0	0
Mobile Home	0-1499	Heated Basement	1970s	0	0	0	1	0	0
Mobile Home	1500-2499	Heated Basement	1970s	0	0	0	1	0	0
Mobile Home	2500-3999	Heated Basement	1970s	0	0	0	1	0	0
Mobile Home	4000+	Heated Basement	1970s	0	0	0	1	0	0
Mobile Home	0-1499	Heated Basement	1980s	0	0	0	1	0	0
Mobile Home	1500-2499	Heated Basement	1980s	0	0	0	1	0	0
Mobile Home	2500-3999	Heated Basement	1980s	0	0	0	1	0	0
Mobile Home	4000+	Heated Basement	1980s	0	0	0	1	0	0
Mobile Home	0-1499	Heated Basement	1990s	0	0	0	1	0	0
Mobile Home	1500-2499	Heated Basement	1990s	0	0	0	1	0	0
Mobile Home	2500-3999	Heated Basement	1990s	0	0	0	1	0	0
Mobile Home	4000+	Heated Basement	1990s	0	0	0	1	0	0
Mobile Home	0-1499	Heated Basement	2000s	0	0	0	1	0	0
Mobile Home	1500-2499	Heated Basement	2000s	0	0	0	1	0	0
Mobile Home	2500-3999	Heated Basement	2000s	0	0	0	1	0	0
Mobile Home	4000+	Heated Basement	2000s	0	0	0	1	0	0
Mobile Home	0-1499	Heated Basement	2010s	0	0	0	1	0	0
Mobile Home	1500-2499	Heated Basement	2010s	0	0	0	1	0	0
Mobile Home	2500-3999	Heated Basement	2010s	0	0	0	1	0	0
Mobile Home	4000+	Heated Basement	2010s	0	0	0	1	0	0
Mobile Home	0-1499	Heated Basement	<1940	0	0	0	1	0	0
Mobile Home	1500-2499	Heated Basement	<1940	0	0	0	1	0	0
Mobile Home	2500-3999	Heated Basement	<1940	0	0	0	1	0	0
Mobile Home	4000+	Heated Basement	<1940	0	0	0	1	0	0
Mobile Home	0-1499	Pier and Beam	1940s	0	0	0	1	1	6913.060059
Mobile Home	1500-2499	Pier and Beam	1940s	0	0	0	1	0	0
Mobile Home	2500-3999	Pier and Beam	1940s	0	0	0	1	0	0
Mobile Home	4000+	Pier and Beam	1940s	0	0	0	1	0	0
Mobile Home	0-1499	Pier and Beam	1950s	0	0	0	1	12	146802.9375
Mobile Home	1500-2499	Pier and Beam	1950s	0	0	0	1	0	0
Mobile Home	2500-3999	Pier and Beam	1950s	0	0	0	1	0	0
Mobile Home	4000+	Pier and Beam	1950s	0	0	0	1	0	0
Mobile Home	0-1499	Pier and Beam	1960s	0	0	0	1	33	332831.0625
Mobile Home	1500-2499	Pier and Beam	1960s	0	0	0	1	2	23883.73047
Mobile Home	2500-3999	Pier and Beam	1960s	0	0	0	1	0	0
Mobile Home	4000+	Pier and Beam	1960s	0	0	0	1	0	0
Mobile Home	0-1499	Pier and Beam	1970s	0	0	0	1	138	1605231.25
Mobile Home	1500-2499	Pier and Beam	1970s	0	0	0	1	9	100574.8438
Mobile Home	2500-3999	Pier and Beam	1970s	0	0	0	1	0	0
Mobile Home	4000+	Pier and Beam	1970s	0	0	0	1	0	0
Mobile Home	0-1499	Pier and Beam	1980s	0	0	0	1	120	1657390.375
Mobile Home	1500-2499	Pier and Beam	1980s	0	0	0	1	8	86169.82813
Mobile Home	2500-3999	Pier and Beam	1980s	0	0	0	1	0	0
Mobile Home	4000+	Pier and Beam	1980s	0	0	0	1	0	0
Mobile Home	0-1499	Pier and Beam	1990s	0	0	0	1	109	1509996.875
Mobile Home	1500-2499	Pier and Beam	1990s	0	0	0	1	30	429277.4063
Mobile Home	2500-3999	Pier and Beam	1990s	0	0	0	1	2	12732.07031
Mobile Home	4000+	Pier and Beam	1990s	0	0	0	1	0	0
Mobile Home	0-1499	Pier and Beam	2000s	0	0	0	1	50	329761.0313
Mobile Home	1500-2499	Pier and Beam	2000s	0	0	0	1	17	128458.1563
Mobile Home	2500-3999	Pier and Beam	2000s	0	0	0	1	0	0
Mobile Home	4000+	Pier and Beam	2000s	0	0	0	1	0	0
Mobile Home	0-1499	Pier and Beam	2010s	0	0	0	1	50	329761.0313
Mobile Home	1500-2499	Pier and Beam	2010s	0	0	0	1	17	128458.1563
Mobile Home	2500-3999	Pier and Beam	2010s	0	0	0	1	0	0
Mobile Home	4000+	Pier and Beam	2010s	0	0	0	1	0	0
Mobile Home	0-1499	Pier and Beam	<1940	0	0	0	1	2	13826.12012
Mobile Home	1500-2499	Pier and Beam	<1940	0	0	0	1	0	0
Mobile Home	2500-3999	Pier and Beam	<1940	0	0	0	1	0	0
Mobile Home	4000+	Pier and Beam	<1940	0	0	0	1	0	0
Mobile Home	0-1499	Slab	1940s	0	0	0	1	0	0
Mobile Home	1500-2499	Slab	1940s	0	0	0	1	0	0
Mobile Home	2500-3999	Slab	1940s	0	0	0	1	0	0
Mobile Home	4000+	Slab	1940s	0	0	0	1	0	0
Mobile Home	0-1499	Slab	1950s	0	0	0	1	0	0
Mobile Home	1500-2499	Slab	1950s	0	0	0	1	0	0
Mobile Home	2500-3999	Slab	1950s	0	0	0	1	0	0
Mobile Home	4000+	Slab	1950s	0	0	0	1	0	0
Mobile Home	0-1499	Slab	1960s	0	0	0	1	0	0
Mobile Home	1500-2499	Slab	1960s	0	0	0	1	0	0
Mobile Home	2500-3999	Slab	1960s	0	0	0	1	0	0
Mobile Home	4000+	Slab	1960s	0	0	0	1	0	0
Mobile Home	0-1499	Slab	1970s	0	0	0	1	0	0
Mobile Home	1500-2499	Slab	1970s	0	0	0	1	0	0
Mobile Home	2500-3999	Slab	1970s	0	0	0	1	0	0
Mobile Home	4000+	Slab	1970s	0	0	0	1	0	0
Mobile Home	0-1499	Slab	1980s	0	0	0	1	0	0
Mobile Home	1500-2499	Slab	1980s	0	0	0	1	0	0
Mobile Home	2500-3999	Slab	1980s	0	0	0	1	0	0
Mobile Home	4000+	Slab	1980s	0	0	0	1	0	0
Mobile Home	0-1499	Slab	1990s	0	0	0	1	0	0
Mobile Home	1500-2499	Slab	1990s	0	0	0	1	0	0
Mobile Home	2500-3999	Slab	1990s	0	0	0	1	0	0
Mobile Home	4000+	Slab	1990s	0	0	0	1	0	0
Mobile Home	0-1499	Slab	2000s	0	0	0	1	0	0
Mobile Home	1500-2499	Slab	2000s	0	0	0	1	0	0
Mobile Home	2500-3999	Slab	2000s	0	0	0	1	0	0
Mobile Home	4000+	Slab	2000s	0	0	0	1	0	0
Mobile Home	0-1499	Slab	2010s	0	0	0	1	0	0
Mobile Home	1500-2499	Slab	2010s	0	0	0	1	0	0
Mobile Home	2500-3999	Slab	2010s	0	0	0	1	0	0
Mobile Home	4000+	Slab	2010s	0	0	0	1	0	0
Mobile Home	0-1499	Slab	<1940	0	0	0	1	0	0
Mobile Home	1500-2499	Slab	<1940	0	0	0	1	0	0
Mobile Home	2500-3999	Slab	<1940	0	0	0	1	0	0
Mobile Home	4000+	Slab	<1940	0	0	0	1	0	0
Mobile Home	0-1499	Unheated Basement	1940s	0	0	0	1	0	0
Mobile Home	1500-2499	Unheated Basement	1940s	0	0	0	1	0	0
Mobile Home	2500-3999	Unheated Basement	1940s	0	0	0	1	0	0
Mobile Home	4000+	Unheated Basement	1940s	0	0	0	1	0	0
Mobile Home	0-1499	Unheated Basement	1950s	0	0	0	1	0	0
Mobile Home	1500-2499	Unheated Basement	1950s	0	0	0	1	0	0
Mobile Home	2500-3999	Unheated Basement	1950s	0	0	0	1	0	0
Mobile Home	4000+	Unheated Basement	1950s	0	0	0	1	0	0
Mobile Home	0-1499	Unheated Basement	1960s	0	0	0	1	0	0
Mobile Home	1500-2499	Unheated Basement	1960s	0	0	0	1	0	0
Mobile Home	2500-3999	Unheated Basement	1960s	0	0	0	1	0	0
Mobile Home	4000+	Unheated Basement	1960s	0	0	0	1	0	0
Mobile Home	0-1499	Unheated Basement	1970s	0	0	0	1	0	0
Mobile Home	1500-2499	Unheated Basement	1970s	0	0	0	1	0	0
Mobile Home	2500-3999	Unheated Basement	1970s	0	0	0	1	0	0
Mobile Home	4000+	Unheated Basement	1970s	0	0	0	1	0	0
Mobile Home	0-1499	Unheated Basement	1980s	0	0	0	1	0	0
Mobile Home	1500-2499	Unheated Basement	1980s	0	0	0	1	0	0
Mobile Home	2500-3999	Unheated Basement	1980s	0	0	0	1	0	0
Mobile Home	4000+	Unheated Basement	1980s	0	0	0	1	0	0
