Dependency=Heating Fuel	Dependency=HVAC Has Shared System	Dependency=HVAC Heating Type	Option=ASHP, SEER 10, 6.2 HSPF	Option=ASHP, SEER 13, 7.7 HSPF	Option=ASHP, SEER 15, 8.5 HSPF	Option=Electric Baseboard, 100% Efficiency	Option=Electric Boiler, 100% AFUE	Option=Electric Furnace, 100% AFUE	Option=Electric Wall Furnace, 100% AFUE	Option=Fuel Boiler, 76% AFUE	Option=Fuel Boiler, 80% AFUE	Option=Fuel Boiler, 90% AFUE	Option=Fuel Furnace, 60% AFUE	Option=Fuel Furnace, 76% AFUE	Option=Fuel Furnace, 80% AFUE	Option=Fuel Furnace, 92.5% AFUE	Option=Fuel Wall/Floor Furnace, 60% AFUE	Option=Fuel Wall/Floor Furnace, 68% AFUE	Option=MSHP, SEER 14.5, 8.2 HSPF	Option=MSHP, SEER 29.3, 14 HSPF	Option=None	Option=Other	Option=Shared Heating	Option=Void	sample_count	sample_weight	resstock_probability
Electricity	Cooling Only	Ducted Heat Pump	0.072499	0.738385	0.189116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	954.000000	4803723.000000	0.000036
Electricity	Heating Only	Ducted Heat Pump	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	6.000000	69403.523438	0.000036
Electricity	Heating and Cooling	Ducted Heat Pump	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	7.000000	54273.878906	0.000161
Electricity	None	Ducted Heat Pump	0.072499	0.738385	0.189116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	954.000000	4803723.000000	0.002851
Electricity	Cooling Only	Ducted Heating	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2099.000000	9233769.000000	0.000723
Electricity	Heating Only	Ducted Heating	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	28.000000	300555.531250	0.008398
Electricity	Heating and Cooling	Ducted Heating	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	33.000000	290117.875000	0.003420
Electricity	None	Ducted Heating	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2099.000000	9233769.000000	0.071299
Electricity	Cooling Only	Non-Ducted Heat Pump	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002
Electricity	Heating Only	Non-Ducted Heat Pump	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000001
