Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Wall Type	Dependency=Vintage ACS	Option=1	Option=2	Option=3	sample_count	sample_weight									
Mobile Home	0-1499	Masonry	<1940	1	0	0	0	0									
Mobile Home	1500-2499	Masonry	<1940	1	0	0	0	0									
Mobile Home	2500-3999	Masonry	<1940	1	0	0	0	0									
Mobile Home	4000+	Masonry	<1940	1	0	0	0	0									
Mobile Home	0-1499	Masonry	1940-59	1	0	0	0	0									
Mobile Home	1500-2499	Masonry	1940-59	1	0	0	0	0									
Mobile Home	2500-3999	Masonry	1940-59	1	0	0	0	0									
Mobile Home	4000+	Masonry	1940-59	1	0	0	0	0									
Mobile Home	0-1499	Masonry	1960-79	1	0	0	0	0									
Mobile Home	1500-2499	Masonry	1960-79	1	0	0	0	0									
Mobile Home	2500-3999	Masonry	1960-79	1	0	0	0	0									
Mobile Home	4000+	Masonry	1960-79	1	0	0	0	0									
Mobile Home	0-1499	Masonry	1980-99	1	0	0	0	0									
Mobile Home	1500-2499	Masonry	1980-99	1	0	0	1	10382.88965									
Mobile Home	2500-3999	Masonry	1980-99	1	0	0	0	0									
Mobile Home	4000+	Masonry	1980-99	1	0	0	0	0									
Mobile Home	0-1499	Masonry	2000-09	1	0	0	0	0									
Mobile Home	1500-2499	Masonry	2000-09	1	0	0	1	18630.72461									
Mobile Home	2500-3999	Masonry	2000-09	1	0	0	0	0									
Mobile Home	4000+	Masonry	2000-09	1	0	0	0	0									
Mobile Home	0-1499	Masonry	2010s	1	0	0	0	0									
Mobile Home	1500-2499	Masonry	2010s	1	0	0	1	18630.72461									
Mobile Home	2500-3999	Masonry	2010s	1	0	0	0	0									
Mobile Home	4000+	Masonry	2010s	1	0	0	0	0									
Mobile Home	0-1499	WoodStud	<1940	1	0	0	2	13826.12012									
Mobile Home	1500-2499	WoodStud	<1940	1	0	0	0	0									
Mobile Home	2500-3999	WoodStud	<1940	1	0	0	0	0									
Mobile Home	4000+	WoodStud	<1940	1	0	0	0	0									
Mobile Home	0-1499	WoodStud	1940-59	1	0	0	13	153715.9844									
Mobile Home	1500-2499	WoodStud	1940-59	1	0	0	0	0									
Mobile Home	2500-3999	WoodStud	1940-59	1	0	0	0	0									
Mobile Home	4000+	WoodStud	1940-59	1	0	0	0	0									
Mobile Home	0-1499	WoodStud	1960-79	1	0	0	171	1938062.375									
Mobile Home	1500-2499	WoodStud	1960-79	1	0	0	11	124458.5703									
Mobile Home	2500-3999	WoodStud	1960-79	1	0	0	0	0									
Mobile Home	4000+	WoodStud	1960-79	1	0	0	0	0									
Mobile Home	0-1499	WoodStud	1980-99	1	0	0	229	3167387.25									
Mobile Home	1500-2499	WoodStud	1980-99	1	0	0	37	505064.3438									
Mobile Home	2500-3999	WoodStud	1980-99	1	0	0	2	12732.07031									
Mobile Home	4000+	WoodStud	1980-99	1	0	0	0	0									
Mobile Home	0-1499	WoodStud	2000-09	1	0	0	50	329761.0313									
Mobile Home	1500-2499	WoodStud	2000-09	1	0	0	16	109827.4375									
Mobile Home	2500-3999	WoodStud	2000-09	1	0	0	0	0									
Mobile Home	4000+	WoodStud	2000-09	1	0	0	0	0									
Mobile Home	0-1499	WoodStud	2010s	1	0	0	50	329761.0313									
Mobile Home	1500-2499	WoodStud	2010s	1	0	0	16	109827.4375									
Mobile Home	2500-3999	WoodStud	2010s	1	0	0	0	0									
Mobile Home	4000+	WoodStud	2010s	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	Masonry	<1940	1	0	0	61	739248.6875									
Multi-Family with 2 - 4 Units	1500-2499	Masonry	<1940	1	0	0	9	91351.71875									
Multi-Family with 2 - 4 Units	2500-3999	Masonry	<1940	1	0	0	4	63185.17969									
Multi-Family with 2 - 4 Units	4000+	Masonry	<1940	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	Masonry	1940-59	1	0	0	103	1007822									
Multi-Family with 2 - 4 Units	1500-2499	Masonry	1940-59	1	0	0	4	54689.05078									
Multi-Family with 2 - 4 Units	2500-3999	Masonry	1940-59	1	0	0	0	0									
Multi-Family with 2 - 4 Units	4000+	Masonry	1940-59	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	Masonry	1960-79	1	0	0	166	1554086.5									
Multi-Family with 2 - 4 Units	1500-2499	Masonry	1960-79	1	0	0	12	130354.1016									
Multi-Family with 2 - 4 Units	2500-3999	Masonry	1960-79	1	0	0	0	0									
Multi-Family with 2 - 4 Units	4000+	Masonry	1960-79	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	Masonry	1980-99	1	0	0	101	993852.5									
Multi-Family with 2 - 4 Units	1500-2499	Masonry	1980-99	1	0	0	3	18758.64063									
Multi-Family with 2 - 4 Units	2500-3999	Masonry	1980-99	1	0	0	2	7862.509766									
Multi-Family with 2 - 4 Units	4000+	Masonry	1980-99	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	Masonry	2000-09	1	0	0	20	72062.63281									
Multi-Family with 2 - 4 Units	1500-2499	Masonry	2000-09	1	0	0	4	12556.65527									
Multi-Family with 2 - 4 Units	2500-3999	Masonry	2000-09	1	0	0	1	3393.524902									
Multi-Family with 2 - 4 Units	4000+	Masonry	2000-09	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	Masonry	2010s	1	0	0	20	72062.63281									
Multi-Family with 2 - 4 Units	1500-2499	Masonry	2010s	1	0	0	4	12556.65527									
Multi-Family with 2 - 4 Units	2500-3999	Masonry	2010s	1	0	0	1	3393.524902									
Multi-Family with 2 - 4 Units	4000+	Masonry	2010s	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	WoodStud	<1940	1	0	0	129	1209911.375									
Multi-Family with 2 - 4 Units	1500-2499	WoodStud	<1940	1	0	0	14	137221.7969									
Multi-Family with 2 - 4 Units	2500-3999	WoodStud	<1940	1	0	0	8	52980.85156									
Multi-Family with 2 - 4 Units	4000+	WoodStud	<1940	1	0	0	1	4687.529785									
Multi-Family with 2 - 4 Units	0-1499	WoodStud	1940-59	1	0	0	58	584310.875									
Multi-Family with 2 - 4 Units	1500-2499	WoodStud	1940-59	1	0	0	8	84185.75781									
Multi-Family with 2 - 4 Units	2500-3999	WoodStud	1940-59	1	0	0	1	37321.44141									
Multi-Family with 2 - 4 Units	4000+	WoodStud	1940-59	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	WoodStud	1960-79	1	0	0	96	956766.9375									
Multi-Family with 2 - 4 Units	1500-2499	WoodStud	1960-79	1	0	0	5	35015.37891									
Multi-Family with 2 - 4 Units	2500-3999	WoodStud	1960-79	1	0	0	1	8878.280273									
Multi-Family with 2 - 4 Units	4000+	WoodStud	1960-79	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	WoodStud	1980-99	1	0	0	82	796943.8125									
Multi-Family with 2 - 4 Units	1500-2499	WoodStud	1980-99	1	0	0	7	37888.82031									
Multi-Family with 2 - 4 Units	2500-3999	WoodStud	1980-99	1	0	0	0	0									
Multi-Family with 2 - 4 Units	4000+	WoodStud	1980-99	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	WoodStud	2000-09	1	0	0	18	85674.73438									
Multi-Family with 2 - 4 Units	1500-2499	WoodStud	2000-09	1	0	0	2	8901.334961									
Multi-Family with 2 - 4 Units	2500-3999	WoodStud	2000-09	1	0	0	1	1728.255005									
Multi-Family with 2 - 4 Units	4000+	WoodStud	2000-09	1	0	0	0	0									
Multi-Family with 2 - 4 Units	0-1499	WoodStud	2010s	1	0	0	18	85674.73438									
Multi-Family with 2 - 4 Units	1500-2499	WoodStud	2010s	1	0	0	2	8901.334961									
Multi-Family with 2 - 4 Units	2500-3999	WoodStud	2010s	1	0	0	1	1728.255005									
Multi-Family with 2 - 4 Units	4000+	WoodStud	2010s	1	0	0	0	0									
Multi-Family with 5+ Units	0-1499	Masonry	<1940	0.046405	0.126701	0.826894	162	1699276.625									
Multi-Family with 5+ Units	1500-2499	Masonry	<1940	0	0.112318	0.887682	8	93410.14844									
Multi-Family with 5+ Units	2500-3999	Masonry	<1940	0	0	1	1	16295.25									
Multi-Family with 5+ Units	4000+	Masonry	<1940	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	Masonry	1940-59	0.061357	0.317641	0.621002	168	1570955.125									
Multi-Family with 5+ Units	1500-2499	Masonry	1940-59	0	0.183705	0.816295	6	53715.16016									
Multi-Family with 5+ Units	2500-3999	Masonry	1940-59	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	4000+	Masonry	1940-59	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	Masonry	1960-79	0.077529	0.412469	0.510003	523	5188205									
Multi-Family with 5+ Units	1500-2499	Masonry	1960-79	0.131938	0.045616	0.822446	10	94513.95313									
Multi-Family with 5+ Units	2500-3999	Masonry	1960-79	0	0	1	1	8775.30957									
Multi-Family with 5+ Units	4000+	Masonry	1960-79	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	Masonry	1980-99	0.071842	0.433068	0.49509	368	3551959.75									
Multi-Family with 5+ Units	1500-2499	Masonry	1980-99	0.065742	0.527528	0.40673	11	111438.8281									
Multi-Family with 5+ Units	2500-3999	Masonry	1980-99	0	0	1	1	8884.94043									
Multi-Family with 5+ Units	4000+	Masonry	1980-99	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	Masonry	2000-09	0.074513	0.386607	0.53888	133	668125.1875									
Multi-Family with 5+ Units	1500-2499	Masonry	2000-09	0	0.213603	0.786397	15	69860.76563									
Multi-Family with 5+ Units	2500-3999	Masonry	2000-09	0	1	0	1	4245.709961									
Multi-Family with 5+ Units	4000+	Masonry	2000-09	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	Masonry	2010s	0.074513	0.386607	0.53888	133	668125.1875									
Multi-Family with 5+ Units	1500-2499	Masonry	2010s	0	0.213603	0.786397	15	69860.76563									
Multi-Family with 5+ Units	2500-3999	Masonry	2010s	0	1	0	1	4245.709961									
Multi-Family with 5+ Units	4000+	Masonry	2010s	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	WoodStud	<1940	0.110611	0.135412	0.753977	29	238038.3594									
Multi-Family with 5+ Units	1500-2499	WoodStud	<1940	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	2500-3999	WoodStud	<1940	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	4000+	WoodStud	<1940	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	WoodStud	1940-59	0.138225	0.379262	0.482513	33	312226.5938									
Multi-Family with 5+ Units	1500-2499	WoodStud	1940-59	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	2500-3999	WoodStud	1940-59	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	4000+	WoodStud	1940-59	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	WoodStud	1960-79	0.106887	0.500553	0.39256	124	1226682.25									
Multi-Family with 5+ Units	1500-2499	WoodStud	1960-79	0	0.636217	0.363783	4	38703.57813									
Multi-Family with 5+ Units	2500-3999	WoodStud	1960-79	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	4000+	WoodStud	1960-79	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	WoodStud	1980-99	0.083169	0.456886	0.459945	211	2194852.25									
Multi-Family with 5+ Units	1500-2499	WoodStud	1980-99	0	0.818941	0.181059	6	72478.84375									
Multi-Family with 5+ Units	2500-3999	WoodStud	1980-99	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	4000+	WoodStud	1980-99	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	WoodStud	2000-09	0.060568	0.510934	0.428498	79	414863.7813									
Multi-Family with 5+ Units	1500-2499	WoodStud	2000-09	0	0.167547	0.832453	6	45710.47656									
Multi-Family with 5+ Units	2500-3999	WoodStud	2000-09	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	4000+	WoodStud	2000-09	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	0-1499	WoodStud	2010s	0.060568	0.510934	0.428498	79	414863.7813									
Multi-Family with 5+ Units	1500-2499	WoodStud	2010s	0	0.167547	0.832453	6	45710.47656									
Multi-Family with 5+ Units	2500-3999	WoodStud	2010s	0.333333	0.333333	0.333333	0	0									
Multi-Family with 5+ Units	4000+	WoodStud	2010s	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	Masonry	<1940	0.259943	0.561702	0.178355	43	425505.6875									
Single-Family Attached	1500-2499	Masonry	<1940	0.079715	0.698231	0.222054	17	172585.875									
Single-Family Attached	2500-3999	Masonry	<1940	0	0.175131	0.824869	4	33520.17188									
Single-Family Attached	4000+	Masonry	<1940	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	Masonry	1940-59	0.527595	0.472405	0	33	256301.7656									
Single-Family Attached	1500-2499	Masonry	1940-59	0.181307	0.757453	0.06124	21	185344.1719									
Single-Family Attached	2500-3999	Masonry	1940-59	0	1	0	2	23702.73047									
Single-Family Attached	4000+	Masonry	1940-59	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	Masonry	1960-79	0.689321	0.310679	0	91	673910.1875									
Single-Family Attached	1500-2499	Masonry	1960-79	0.30268	0.64868	0.04864	31	237485.1563									
Single-Family Attached	2500-3999	Masonry	1960-79	0.80088	0.19912	0	4	40379.44141									
Single-Family Attached	4000+	Masonry	1960-79	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	Masonry	1980-99	0.551263	0.439045	0.009692	77	598200.25									
Single-Family Attached	1500-2499	Masonry	1980-99	0.403945	0.547056	0.048998	45	316173									
Single-Family Attached	2500-3999	Masonry	1980-99	0.264536	0.735464	0	12	87108.82813									
Single-Family Attached	4000+	Masonry	1980-99	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	Masonry	2000-09	0.580954	0.419046	0	26	83828.21875									
Single-Family Attached	1500-2499	Masonry	2000-09	0.371527	0.491637	0.136836	34	113684.5469									
Single-Family Attached	2500-3999	Masonry	2000-09	0.220756	0.353919	0.425325	8	28135.83008									
Single-Family Attached	4000+	Masonry	2000-09	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	Masonry	2010s	0.580954	0.419046	0	26	83828.21875									
Single-Family Attached	1500-2499	Masonry	2010s	0.371527	0.491637	0.136836	34	113684.5469									
Single-Family Attached	2500-3999	Masonry	2010s	0.220756	0.353919	0.425325	8	28135.83008									
Single-Family Attached	4000+	Masonry	2010s	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	WoodStud	<1940	0.354726	0.645274	0	38	332597.9375									
Single-Family Attached	1500-2499	WoodStud	<1940	0.066646	0.761655	0.171699	16	134615									
Single-Family Attached	2500-3999	WoodStud	<1940	0	0.915851	0.084149	4	35687.55078									
Single-Family Attached	4000+	WoodStud	<1940	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	WoodStud	1940-59	0.891049	0.108951	0	28	211245.4063									
Single-Family Attached	1500-2499	WoodStud	1940-59	0.378517	0.510763	0.11072	13	111227.1016									
Single-Family Attached	2500-3999	WoodStud	1940-59	0.358887	0.641113	0	2	12389.32031									
Single-Family Attached	4000+	WoodStud	1940-59	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	WoodStud	1960-79	0.566056	0.411112	0.022832	57	421353.3125									
Single-Family Attached	1500-2499	WoodStud	1960-79	0.285161	0.714839	0	21	178063.0469									
Single-Family Attached	2500-3999	WoodStud	1960-79	0.437479	0.562521	0	5	25424.46094									
Single-Family Attached	4000+	WoodStud	1960-79	0.333333	0.333333	0.333333	0	0									
Single-Family Attached	0-1499	WoodStud	1980-99	0.405584	0.587466	0.00695	98	636443.75									
Single-Family Attached	1500-2499	WoodStud	1980-99	0.16975	0.657372	0.172878	56	400224.375									
Single-Family Attached	2500-3999	WoodStud	1980-99	0.198353	0.753548	0.048099	16	119476.2422									
Single-Family Attached	4000+	WoodStud	1980-99	0	1	0	1	1518.969971									
Single-Family Attached	0-1499	WoodStud	2000-09	0.438559	0.524328	0.037113	43	157268.3438									
Single-Family Attached	1500-2499	WoodStud	2000-09	0.322436	0.604478	0.073086	25	90520.85938									
Single-Family Attached	2500-3999	WoodStud	2000-09	0.493685	0.350421	0.155894	13	31452.49023									
Single-Family Attached	4000+	WoodStud	2000-09	0.170494	0.471644	0.357862	3	9031.014648									
Single-Family Attached	0-1499	WoodStud	2010s	0.438559	0.524328	0.037113	43	157268.3438									
Single-Family Attached	1500-2499	WoodStud	2010s	0.322436	0.604478	0.073086	25	90520.85938									
Single-Family Attached	2500-3999	WoodStud	2010s	0.493685	0.350421	0.155894	13	31452.49023									
Single-Family Attached	4000+	WoodStud	2010s	0.170494	0.471644	0.357862	3	9031.014648									
Single-Family Detached	0-1499	Masonry	<1940	0.727838	0.252423	0.019739	96	925741.8125									
Single-Family Detached	1500-2499	Masonry	<1940	0.301373	0.653394	0.045233	70	650390.75									
Single-Family Detached	2500-3999	Masonry	<1940	0.183458	0.740061	0.076482	46	438922.2813									
Single-Family Detached	4000+	Masonry	<1940	0.018078	0.500792	0.481129	13	136720.375									
Single-Family Detached	0-1499	Masonry	1940-59	0.932024	0.067976	0	259	2316624.5									
Single-Family Detached	1500-2499	Masonry	1940-59	0.9288875	0.0685345	0.002578	211	2008088.5									
Single-Family Detached	2500-3999	Masonry	1940-59	0.50978875	0.47675225	0.013459	71	698176.8125									
Single-Family Detached	4000+	Masonry	1940-59	0.60337625	0.39662375	0	19	186463.5938									
Single-Family Detached	0-1499	Masonry	1960-79	0.943899	0.056101	0	358	3254153.5									
Single-Family Detached	1500-2499	Masonry	1960-79	0.836863	0.146052	0.017085	384	3485442.5									
Single-Family Detached	2500-3999	Masonry	1960-79	0.7615775	0.2219775	0.016445	154	1455972.75									
Single-Family Detached	4000+	Masonry	1960-79	0.453366	0.499532	0.047102	43	355246.7188									
Single-Family Detached	0-1499	Masonry	1980-99	0.869353	0.12801	0.002637	200	1729001.875									
Single-Family Detached	1500-2499	Masonry	1980-99	0.783695	0.21214	0.004165	345	3117813.25									
Single-Family Detached	2500-3999	Masonry	1980-99	0.388729	0.529352625	0.081918375	200	1794196.25									
Single-Family Detached	4000+	Masonry	1980-99	0.14108	0.21473	0.64419	83	762593.625									
Single-Family Detached	0-1499	Masonry	2000-09	0.858579	0.141421	0	83	401271.2188									
Single-Family Detached	1500-2499	Masonry	2000-09	0.729853	0.266043	0.004104	202	873537.8125									
Single-Family Detached	2500-3999	Masonry	2000-09	0.398866	0.367575	0.233559	144	650600.3125									
Single-Family Detached	4000+	Masonry	2000-09	0.256632	0.16222225	0.58114575	102	447195.875									
Single-Family Detached	0-1499	Masonry	2010s	0.858579	0.141421	0	83	401271.2188									
Single-Family Detached	1500-2499	Masonry	2010s	0.729853	0.266043	0.004104	202	873537.8125									
Single-Family Detached	2500-3999	Masonry	2010s	0.398866	0.593904	0.00723	144	650600.3125									
Single-Family Detached	4000+	Masonry	2010s	0.256632	0.711875	0.031493	102	447195.875									
Single-Family Detached	0-1499	WoodStud	<1940	0.578779	0.418518	0.002703	301	2850439.75									
Single-Family Detached	1500-2499	WoodStud	<1940	0.245752	0.74676	0.007487	263	2387699									
Single-Family Detached	2500-3999	WoodStud	<1940	0.044528	0.886521	0.068951	137	1198395.375									
Single-Family Detached	4000+	WoodStud	<1940	0.091411	0.850534	0.058055	38	349374.8438									
Single-Family Detached	0-1499	WoodStud	1940-59	0.8114235	0.1869225	0.001654	449	4183004.75									
Single-Family Detached	1500-2499	WoodStud	1940-59	0.63225375	0.34666325	0.021083	339	3232873									
Single-Family Detached	2500-3999	WoodStud	1940-59	0.4055475	0.5232225	0.07123	120	1118874.875									
Single-Family Detached	4000+	WoodStud	1940-59	0.17443	0.780246	0.045324	23	203972.5625									
Single-Family Detached	0-1499	WoodStud	1960-79	0.867925	0.117428	0.014647	414	3751278.25									
Single-Family Detached	1500-2499	WoodStud	1960-79	0.7811225	0.2051685	0.013709	428	3697858.25									
Single-Family Detached	2500-3999	WoodStud	1960-79	0.5027275	0.4607465	0.036526	223	1890264									
Single-Family Detached	4000+	WoodStud	1960-79	0.3935865	0.5467185	0.059695	57	414755.7188									
