Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Heating Fuel	Option=Both Shared	Option=Neither Shared	Option=Only Cooling Shared	Option=Only Heating Shared	Count	Weight	resstock_probability
Mobile Home	<1940	Electricity	0.000000	1.000000	0.000000	0.000000	3.000000	20739.187050	0.000311
Mobile Home	<1940	Fuel Oil	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000124
Mobile Home	<1940	Natural Gas	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.001089
Mobile Home	<1940	None	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000131
Mobile Home	<1940	Other Fuel	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000195
Mobile Home	<1940	Propane	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000185
Mobile Home	1940s	Electricity	0.000000	1.000000	0.000000	0.000000	3.000000	20739.187050	0.000067
Mobile Home	1940s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000067
Mobile Home	1940s	Natural Gas	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000192
Mobile Home	1940s	None	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000067
Mobile Home	1940s	Other Fuel	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000067
Mobile Home	1940s	Propane	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000090
Mobile Home	1950s	Electricity	0.000000	1.000000	0.000000	0.000000	5.000000	51371.746170	0.000135
Mobile Home	1950s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000099
Mobile Home	1950s	Natural Gas	0.000000	1.000000	0.000000	0.000000	5.000000	77818.405770	0.000561
Mobile Home	1950s	None	0.000000	1.000000	0.000000	0.000000	1.000000	7949.288391	0.000099
Mobile Home	1950s	Other Fuel	0.000000	1.000000	0.000000	0.000000	1.000000	9663.475869	0.000099
Mobile Home	1950s	Propane	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000140
Mobile Home	1960s	Electricity	0.000000	1.000000	0.000000	0.000000	13.000000	138414.311300	0.000170
Mobile Home	1960s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	1.000000	7659.045405	0.000051
Mobile Home	1960s	Natural Gas	0.000000	1.000000	0.000000	0.000000	9.000000	109271.066500	0.000545
Mobile Home	1960s	None	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000051
Mobile Home	1960s	Other Fuel	0.000000	1.000000	0.000000	0.000000	6.000000	59998.338300	0.000051
Mobile Home	1960s	Propane	0.000000	1.000000	0.000000	0.000000	6.000000	41372.010130	0.000067
Mobile Home	1970s	Electricity	0.000000	1.000000	0.000000	0.000000	66.000000	845946.342600	0.000178
Mobile Home	1970s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	3.000000	20826.888850	0.000037
Mobile Home	1970s	Natural Gas	0.000000	1.000000	0.000000	0.000000	37.000000	435522.182900	0.000527
Mobile Home	1970s	None	0.000000	1.000000	0.000000	0.000000	9.000000	89310.774650	0.000034
Mobile Home	1970s	Other Fuel	0.000000	1.000000	0.000000	0.000000	19.000000	168597.524400	0.000074
Mobile Home	1970s	Propane	0.000000	1.000000	0.000000	0.000000	18.000000	209552.528300	0.000042
Mobile Home	1980s	Electricity	0.000000	1.000000	0.000000	0.000000	77.000000	989920.001800	0.000129
Mobile Home	1980s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	4.000000	17265.644900	0.000028
Mobile Home	1980s	Natural Gas	0.000000	1.000000	0.000000	0.000000	24.000000	322014.728500	0.000236
Mobile Home	1980s	None	0.000000	1.000000	0.000000	0.000000	3.000000	41788.122920	0.000052
Mobile Home	1980s	Other Fuel	0.000000	1.000000	0.000000	0.000000	10.000000	157315.940100	0.000032
Mobile Home	1980s	Propane	0.000000	1.000000	0.000000	0.000000	12.000000	238096.503800	0.000035
Mobile Home	1990s	Electricity	0.000000	1.000000	0.000000	0.000000	84.000000	1218070.577000	0.000130
Mobile Home	1990s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	1.000000	6166.411961	0.000035
Mobile Home	1990s	Natural Gas	0.000000	1.000000	0.000000	0.000000	28.000000	324328.582200	0.000221
Mobile Home	1990s	None	0.000000	1.000000	0.000000	0.000000	2.000000	21545.996750	0.000029
Mobile Home	1990s	Other Fuel	0.000000	1.000000	0.000000	0.000000	13.000000	156771.228100	0.000029
Mobile Home	1990s	Propane	0.000000	1.000000	0.000000	0.000000	14.000000	237226.056400	0.000032
Mobile Home	2000s	Electricity	0.000000	1.000000	0.000000	0.000000	45.000000	643983.250000	0.000125
Mobile Home	2000s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000039
Mobile Home	2000s	Natural Gas	0.000000	1.000000	0.000000	0.000000	8.000000	110048.948600	0.000243
Mobile Home	2000s	None	0.000000	1.000000	0.000000	0.000000	6.000000	61653.674970	0.000048
Mobile Home	2000s	Other Fuel	0.000000	1.000000	0.000000	0.000000	1.000000	5676.182736	0.000039
Mobile Home	2000s	Propane	0.000000	1.000000	0.000000	0.000000	7.000000	95076.301870	0.000050
Mobile Home	2010s	Electricity	0.000000	1.000000	0.000000	0.000000	45.000000	643983.250000	0.000020
Mobile Home	2010s	Fuel Oil	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000009
Mobile Home	2010s	Natural Gas	0.000000	1.000000	0.000000	0.000000	8.000000	110048.948600	0.000026
Mobile Home	2010s	None	0.000000	1.000000	0.000000	0.000000	6.000000	61653.674970	0.000011
Mobile Home	2010s	Other Fuel	0.000000	1.000000	0.000000	0.000000	1.000000	5676.182736	0.000009
Mobile Home	2010s	Propane	0.000000	1.000000	0.000000	0.000000	7.000000	95076.301870	0.000009
Multi-Family with 2 - 4 Units	<1940	Electricity	0.014921	0.861598	0.027320	0.096161	47.000000	582045.034600	0.002918
Multi-Family with 2 - 4 Units	<1940	Fuel Oil	0.012715	0.417576	0.000000	0.569709	44.000000	372754.134200	0.000018
Multi-Family with 2 - 4 Units	<1940	Natural Gas	0.067394	0.582773	0.000000	0.349834	188.000000	1872761.280000	0.050614
Multi-Family with 2 - 4 Units	<1940	None	0.000000	1.000000	0.000000	0.000000	4.000000	29454.882750	0.000317
Multi-Family with 2 - 4 Units	<1940	Other Fuel	0.000000	0.000000	0.000000	1.000000	1.000000	10039.308550	0.000321
Multi-Family with 2 - 4 Units	<1940	Propane	0.000000	0.812042	0.000000	0.187958	4.000000	26452.308450	0.000590
Multi-Family with 2 - 4 Units	1940s	Electricity	0.014921	0.861598	0.027320	0.096161	47.000000	582045.034600	0.001159
Multi-Family with 2 - 4 Units	1940s	Fuel Oil	0.012715	0.417576	0.000000	0.569709	44.000000	372754.134200	0.000024
Multi-Family with 2 - 4 Units	1940s	Natural Gas	0.067394	0.582773	0.000000	0.349834	188.000000	1872761.280000	0.013176
