Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	sample_count	sample_weight
IL, 03401	Mobile Home	1940s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03401	Mobile Home	1950s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03401	Mobile Home	1960s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03401	Mobile Home	1970s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	27.000000
IL, 03401	Mobile Home	1980s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	13.000000
IL, 03401	Mobile Home	1990s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03401	Mobile Home	2000s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	16.000000
IL, 03401	Mobile Home	2010s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03401	Mobile Home	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	29.000000
IL, 03401	Multi-Family with 2 - 4 Units	1940s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	76.000000
IL, 03401	Multi-Family with 2 - 4 Units	1950s	0.375000	0.000000	0.625000	0.000000	0.000000	0.000000	3.000000	72.000000
IL, 03401	Multi-Family with 2 - 4 Units	1960s	0.231214	0.000000	0.768786	0.000000	0.000000	0.000000	8.000000	346.000000
IL, 03401	Multi-Family with 2 - 4 Units	1970s	0.150573	0.000000	0.806874	0.000000	0.000000	0.042553	21.000000	611.000000
IL, 03401	Multi-Family with 2 - 4 Units	1980s	0.226112	0.000000	0.759697	0.000000	0.000000	0.014191	37.000000	1057.000000
IL, 03401	Multi-Family with 2 - 4 Units	1990s	0.552885	0.000000	0.447115	0.000000	0.000000	0.000000	9.000000	208.000000
IL, 03401	Multi-Family with 2 - 4 Units	2000s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	4.000000	65.000000
IL, 03401	Multi-Family with 2 - 4 Units	2010s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03401	Multi-Family with 2 - 4 Units	<1940	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	8.000000	193.000000
IL, 03401	Multi-Family with 5+ Units	1940s	0.173333	0.000000	0.633333	0.193333	0.000000	0.000000	5.000000	150.000000
IL, 03401	Multi-Family with 5+ Units	1950s	0.419689	0.000000	0.580311	0.000000	0.000000	0.000000	10.000000	193.000000
IL, 03401	Multi-Family with 5+ Units	1960s	0.519704	0.000000	0.447455	0.000000	0.000000	0.032841	45.000000	1218.000000
IL, 03401	Multi-Family with 5+ Units	1970s	0.518498	0.000000	0.446899	0.017670	0.011964	0.004970	179.000000	5433.000000
IL, 03401	Multi-Family with 5+ Units	1980s	0.471875	0.000000	0.512891	0.000000	0.000000	0.015234	99.000000	2560.000000
IL, 03401	Multi-Family with 5+ Units	1990s	0.440690	0.013793	0.536552	0.000000	0.000000	0.008966	59.000000	1450.000000
IL, 03401	Multi-Family with 5+ Units	2000s	0.250000	0.000000	0.709302	0.019622	0.021076	0.000000	57.000000	1376.000000
IL, 03401	Multi-Family with 5+ Units	2010s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03401	Multi-Family with 5+ Units	<1940	0.141935	0.000000	0.858065	0.000000	0.000000	0.000000	6.000000	155.000000
IL, 03401	Single-Family Attached	1940s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	16.000000
IL, 03401	Single-Family Attached	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	5.000000	103.000000
IL, 03401	Single-Family Attached	1960s	0.311978	0.000000	0.688022	0.000000	0.000000	0.000000	14.000000	359.000000
IL, 03401	Single-Family Attached	1970s	0.117352	0.000000	0.882648	0.000000	0.000000	0.000000	41.000000	997.000000
IL, 03401	Single-Family Attached	1980s	0.053349	0.000000	0.922940	0.000000	0.000000	0.023711	74.000000	1687.000000
IL, 03401	Single-Family Attached	1990s	0.072650	0.000000	0.908120	0.019231	0.000000	0.000000	63.000000	1404.000000
IL, 03401	Single-Family Attached	2000s	0.079861	0.000000	0.876736	0.000000	0.000000	0.043403	25.000000	576.000000
IL, 03401	Single-Family Attached	2010s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	30.000000
IL, 03401	Single-Family Attached	<1940	0.557692	0.000000	0.000000	0.000000	0.442308	0.000000	2.000000	52.000000
IL, 03401	Single-Family Detached	1940s	0.000000	0.000000	0.975045	0.000000	0.024955	0.000000	29.000000	561.000000
IL, 03401	Single-Family Detached	1950s	0.020676	0.000000	0.974593	0.000000	0.000000	0.004731	281.000000	5707.000000
IL, 03401	Single-Family Detached	1960s	0.005109	0.000000	0.988013	0.000000	0.000000	0.006878	243.000000	5089.000000
IL, 03401	Single-Family Detached	1970s	0.036255	0.000000	0.954130	0.000000	0.000000	0.009615	281.000000	6344.000000
IL, 03401	Single-Family Detached	1980s	0.017544	0.000000	0.977348	0.000000	0.000000	0.005108	183.000000	4503.000000
IL, 03401	Single-Family Detached	1990s	0.037683	0.000000	0.962317	0.000000	0.000000	0.000000	77.000000	2123.000000
IL, 03401	Single-Family Detached	2000s	0.075867	0.000000	0.851537	0.000000	0.000000	0.072596	52.000000	1529.000000
IL, 03401	Single-Family Detached	2010s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	9.000000	216.000000
IL, 03401	Single-Family Detached	<1940	0.018157	0.000000	0.942165	0.000000	0.000000	0.039677	51.000000	1487.000000
IL, 03407	Mobile Home	1940s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03407	Mobile Home	1950s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03407	Mobile Home	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2.000000	79.000000
IL, 03407	Mobile Home	1970s	0.200957	0.000000	0.799043	0.000000	0.000000	0.000000	7.000000	209.000000
IL, 03407	Mobile Home	1980s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	29.000000
IL, 03407	Mobile Home	1990s	0.194570	0.000000	0.805430	0.000000	0.000000	0.000000	9.000000	221.000000
IL, 03407	Mobile Home	2000s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	6.000000	129.000000
IL, 03407	Mobile Home	2010s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	13.000000
IL, 03407	Mobile Home	<1940	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2.000000	58.000000
IL, 03407	Multi-Family with 2 - 4 Units	1940s	0.201465	0.000000	0.776557	0.000000	0.000000	0.021978	37.000000	819.000000
IL, 03407	Multi-Family with 2 - 4 Units	1950s	0.106732	0.000000	0.821839	0.013136	0.000000	0.058292	48.000000	1218.000000
IL, 03407	Multi-Family with 2 - 4 Units	1960s	0.047804	0.000000	0.936631	0.006670	0.000000	0.008894	68.000000	1799.000000
IL, 03407	Multi-Family with 2 - 4 Units	1970s	0.311409	0.000000	0.672483	0.016107	0.000000	0.000000	28.000000	745.000000
IL, 03407	Multi-Family with 2 - 4 Units	1980s	0.100000	0.000000	0.831250	0.000000	0.000000	0.068750	11.000000	320.000000
IL, 03407	Multi-Family with 2 - 4 Units	1990s	0.023952	0.000000	0.950100	0.025948	0.000000	0.000000	15.000000	501.000000
IL, 03407	Multi-Family with 2 - 4 Units	2000s	0.166667	0.000000	0.833333	0.000000	0.000000	0.000000	13.000000	330.000000
IL, 03407	Multi-Family with 2 - 4 Units	2010s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	26.000000
IL, 03407	Multi-Family with 2 - 4 Units	<1940	0.090577	0.000000	0.904778	0.000000	0.004645	0.000000	102.000000	3014.000000
IL, 03407	Multi-Family with 5+ Units	1940s	0.273760	0.017562	0.598140	0.030992	0.079545	0.000000	32.000000	968.000000
IL, 03407	Multi-Family with 5+ Units	1950s	0.263338	0.000000	0.668263	0.049932	0.000000	0.018468	54.000000	1462.000000
IL, 03407	Multi-Family with 5+ Units	1960s	0.487784	0.000000	0.454188	0.043630	0.000000	0.014398	79.000000	2292.000000
IL, 03407	Multi-Family with 5+ Units	1970s	0.478155	0.000000	0.463245	0.029126	0.020111	0.009362	100.000000	2884.000000
IL, 03407	Multi-Family with 5+ Units	1980s	0.442606	0.015512	0.541882	0.000000	0.000000	0.000000	37.000000	967.000000
IL, 03407	Multi-Family with 5+ Units	1990s	0.443548	0.000000	0.387097	0.054839	0.114516	0.000000	20.000000	620.000000
IL, 03407	Multi-Family with 5+ Units	2000s	0.241660	0.000000	0.742067	0.006509	0.000000	0.009764	54.000000	1229.000000
IL, 03407	Multi-Family with 5+ Units	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	29.000000
IL, 03407	Multi-Family with 5+ Units	<1940	0.289993	0.000000	0.603131	0.021784	0.076923	0.008169	45.000000	1469.000000
IL, 03407	Single-Family Attached	1940s	0.037736	0.000000	0.962264	0.000000	0.000000	0.000000	18.000000	318.000000
IL, 03407	Single-Family Attached	1950s	0.000000	0.000000	0.984944	0.000000	0.000000	0.015056	31.000000	797.000000
IL, 03407	Single-Family Attached	1960s	0.278481	0.000000	0.721519	0.000000	0.000000	0.000000	8.000000	158.000000
IL, 03407	Single-Family Attached	1970s	0.115108	0.000000	0.884892	0.000000	0.000000	0.000000	7.000000	139.000000
IL, 03407	Single-Family Attached	1980s	0.085938	0.000000	0.914062	0.000000	0.000000	0.000000	19.000000	512.000000
IL, 03407	Single-Family Attached	1990s	0.273026	0.000000	0.726974	0.000000	0.000000	0.000000	10.000000	304.000000
IL, 03407	Single-Family Attached	2000s	0.030769	0.000000	0.969231	0.000000	0.000000	0.000000	18.000000	390.000000
IL, 03407	Single-Family Attached	2010s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03407	Single-Family Attached	<1940	0.437126	0.000000	0.562874	0.000000	0.000000	0.000000	6.000000	167.000000
IL, 03407	Single-Family Detached	1940s	0.030208	0.000000	0.967695	0.002098	0.000000	0.000000	236.000000	4767.000000
IL, 03407	Single-Family Detached	1950s	0.059603	0.000000	0.932156	0.001301	0.000000	0.006939	763.000000	16140.000000
IL, 03407	Single-Family Detached	1960s	0.038682	0.000000	0.941674	0.000000	0.010879	0.008764	158.000000	3309.000000
IL, 03407	Single-Family Detached	1970s	0.041563	0.000000	0.902605	0.000000	0.000000	0.055831	71.000000	1612.000000
IL, 03407	Single-Family Detached	1980s	0.179806	0.000000	0.796681	0.000000	0.000000	0.023513	32.000000	723.000000
IL, 03407	Single-Family Detached	1990s	0.222222	0.000000	0.487179	0.068376	0.000000	0.222222	11.000000	234.000000
IL, 03407	Single-Family Detached	2000s	0.063325	0.000000	0.936675	0.000000	0.000000	0.000000	20.000000	379.000000
IL, 03407	Single-Family Detached	2010s	0.133333	0.000000	0.675000	0.000000	0.000000	0.191667	7.000000	120.000000
IL, 03407	Single-Family Detached	<1940	0.050256	0.001426	0.942529	0.000000	0.000671	0.005118	555.000000	11919.000000
IL, 03408	Mobile Home	1940s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03408	Mobile Home	1950s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03408	Mobile Home	1960s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03408	Mobile Home	1970s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	3.000000	76.000000
IL, 03408	Mobile Home	1980s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03408	Mobile Home	1990s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	54.000000
IL, 03408	Mobile Home	2000s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03408	Mobile Home	2010s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03408	Mobile Home	<1940	0.592593	0.000000	0.407407	0.000000	0.000000	0.000000	3.000000	108.000000
IL, 03408	Multi-Family with 2 - 4 Units	1940s	0.026385	0.017590	0.948109	0.000000	0.000000	0.007916	48.000000	1137.000000
IL, 03408	Multi-Family with 2 - 4 Units	1950s	0.032689	0.000000	0.953195	0.014116	0.000000	0.000000	55.000000	1346.000000
IL, 03408	Multi-Family with 2 - 4 Units	1960s	0.044805	0.000000	0.925974	0.010390	0.000000	0.018831	53.000000	1540.000000
IL, 03408	Multi-Family with 2 - 4 Units	1970s	0.089850	0.000000	0.886855	0.000000	0.000000	0.023295	22.000000	601.000000
IL, 03408	Multi-Family with 2 - 4 Units	1980s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	12.000000	421.000000
IL, 03408	Multi-Family with 2 - 4 Units	1990s	0.000000	0.000000	0.728916	0.138554	0.132530	0.000000	9.000000	166.000000
IL, 03408	Multi-Family with 2 - 4 Units	2000s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	5.000000	125.000000
IL, 03408	Multi-Family with 2 - 4 Units	2010s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03408	Multi-Family with 2 - 4 Units	<1940	0.031808	0.000000	0.947203	0.003229	0.009445	0.008315	458.000000	12387.000000
IL, 03408	Multi-Family with 5+ Units	1940s	0.129717	0.012579	0.747642	0.072327	0.037736	0.000000	49.000000	1272.000000
IL, 03408	Multi-Family with 5+ Units	1950s	0.125527	0.000000	0.830169	0.000000	0.017405	0.026899	74.000000	1896.000000
IL, 03408	Multi-Family with 5+ Units	1960s	0.171747	0.024619	0.704572	0.025791	0.043376	0.029894	79.000000	1706.000000
IL, 03408	Multi-Family with 5+ Units	1970s	0.418605	0.000000	0.492248	0.040421	0.025471	0.023256	83.000000	1806.000000
IL, 03408	Multi-Family with 5+ Units	1980s	0.272981	0.000000	0.584958	0.055710	0.086351	0.000000	28.000000	718.000000
IL, 03408	Multi-Family with 5+ Units	1990s	0.268041	0.000000	0.661512	0.042955	0.027491	0.000000	19.000000	582.000000
IL, 03408	Multi-Family with 5+ Units	2000s	0.357384	0.000000	0.626832	0.000000	0.000000	0.015784	31.000000	887.000000
IL, 03408	Multi-Family with 5+ Units	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	52.000000
IL, 03408	Multi-Family with 5+ Units	<1940	0.098781	0.000000	0.826672	0.033305	0.028770	0.012472	267.000000	7056.000000
IL, 03408	Single-Family Attached	1940s	0.296089	0.000000	0.703911	0.000000	0.000000	0.000000	7.000000	179.000000
IL, 03408	Single-Family Attached	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	5.000000	113.000000
IL, 03408	Single-Family Attached	1960s	0.276923	0.000000	0.492308	0.000000	0.000000	0.230769	4.000000	65.000000
IL, 03408	Single-Family Attached	1970s	0.313953	0.000000	0.686047	0.000000	0.000000	0.000000	4.000000	86.000000
IL, 03408	Single-Family Attached	1980s	0.212121	0.000000	0.787879	0.000000	0.000000	0.000000	5.000000	99.000000
IL, 03408	Single-Family Attached	1990s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	6.000000	129.000000
IL, 03408	Single-Family Attached	2000s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	13.000000	277.000000
IL, 03408	Single-Family Attached	2010s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03408	Single-Family Attached	<1940	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	16.000000	397.000000
IL, 03408	Single-Family Detached	1940s	0.036060	0.000000	0.963940	0.000000	0.000000	0.000000	95.000000	2274.000000
IL, 03408	Single-Family Detached	1950s	0.042541	0.000000	0.942428	0.003687	0.000000	0.011344	138.000000	3526.000000
IL, 03408	Single-Family Detached	1960s	0.074574	0.000000	0.906250	0.008523	0.000000	0.010653	57.000000	1408.000000
IL, 03408	Single-Family Detached	1970s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	25.000000	601.000000
IL, 03408	Single-Family Detached	1980s	0.397490	0.000000	0.602510	0.000000	0.000000	0.000000	10.000000	239.000000
IL, 03408	Single-Family Detached	1990s	0.000000	0.000000	0.926829	0.000000	0.000000	0.073171	20.000000	369.000000
IL, 03408	Single-Family Detached	2000s	0.158038	0.000000	0.792916	0.000000	0.000000	0.049046	18.000000	367.000000
IL, 03408	Single-Family Detached	2010s	0.193548	0.000000	0.806452	0.000000	0.000000	0.000000	3.000000	62.000000
IL, 03408	Single-Family Detached	<1940	0.024371	0.000000	0.963500	0.001741	0.002639	0.007749	914.000000	17808.000000
IL, 03409	Mobile Home	1940s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03409	Mobile Home	1950s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03409	Mobile Home	1960s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03409	Mobile Home	1970s	0.160584	0.000000	0.839416	0.000000	0.000000	0.000000	18.000000	274.000000
IL, 03409	Mobile Home	1980s	0.044643	0.000000	0.955357	0.000000	0.000000	0.000000	22.000000	224.000000
IL, 03409	Mobile Home	1990s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	31.000000	524.000000
IL, 03409	Mobile Home	2000s	0.091537	0.000000	0.834197	0.000000	0.000000	0.074266	29.000000	579.000000
IL, 03409	Mobile Home	2010s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	6.000000
IL, 03409	Mobile Home	<1940	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03409	Multi-Family with 2 - 4 Units	1940s	0.155378	0.000000	0.836653	0.000000	0.000000	0.007968	12.000000	251.000000
IL, 03409	Multi-Family with 2 - 4 Units	1950s	0.040310	0.000000	0.908527	0.018605	0.021705	0.010853	28.000000	645.000000
IL, 03409	Multi-Family with 2 - 4 Units	1960s	0.193780	0.000000	0.757177	0.028708	0.000000	0.020335	23.000000	836.000000
IL, 03409	Multi-Family with 2 - 4 Units	1970s	0.101493	0.000000	0.771144	0.000000	0.013930	0.113433	40.000000	1005.000000
IL, 03409	Multi-Family with 2 - 4 Units	1980s	0.271784	0.000000	0.676349	0.000000	0.051867	0.000000	18.000000	482.000000
IL, 03409	Multi-Family with 2 - 4 Units	1990s	0.055156	0.000000	0.944844	0.000000	0.000000	0.000000	15.000000	417.000000
IL, 03409	Multi-Family with 2 - 4 Units	2000s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	15.000000
IL, 03409	Multi-Family with 2 - 4 Units	2010s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03409	Multi-Family with 2 - 4 Units	<1940	0.057839	0.000000	0.935312	0.000000	0.006849	0.000000	52.000000	1314.000000
IL, 03409	Multi-Family with 5+ Units	1940s	0.214660	0.000000	0.497382	0.000000	0.104712	0.183246	8.000000	191.000000
IL, 03409	Multi-Family with 5+ Units	1950s	0.190402	0.000000	0.698142	0.046440	0.000000	0.065015	35.000000	646.000000
IL, 03409	Multi-Family with 5+ Units	1960s	0.349285	0.000000	0.578620	0.021131	0.014916	0.036047	63.000000	1609.000000
IL, 03409	Multi-Family with 5+ Units	1970s	0.400682	0.000000	0.572403	0.011751	0.007202	0.007961	106.000000	2638.000000
IL, 03409	Multi-Family with 5+ Units	1980s	0.335223	0.000000	0.654251	0.000000	0.000000	0.010526	50.000000	1235.000000
IL, 03409	Multi-Family with 5+ Units	1990s	0.498375	0.000000	0.501625	0.000000	0.000000	0.000000	35.000000	923.000000
IL, 03409	Multi-Family with 5+ Units	2000s	0.208696	0.000000	0.730435	0.015217	0.045652	0.000000	36.000000	920.000000
IL, 03409	Multi-Family with 5+ Units	2010s	0.604396	0.000000	0.395604	0.000000	0.000000	0.000000	4.000000	91.000000
IL, 03409	Multi-Family with 5+ Units	<1940	0.371179	0.000000	0.580786	0.048035	0.000000	0.000000	17.000000	458.000000
IL, 03409	Single-Family Attached	1940s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	5.000000	107.000000
IL, 03409	Single-Family Attached	1950s	0.141593	0.000000	0.663717	0.194690	0.000000	0.000000	6.000000	113.000000
IL, 03409	Single-Family Attached	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	5.000000	113.000000
IL, 03409	Single-Family Attached	1970s	0.183673	0.000000	0.816327	0.000000	0.000000	0.000000	13.000000	294.000000
IL, 03409	Single-Family Attached	1980s	0.086310	0.000000	0.913690	0.000000	0.000000	0.000000	12.000000	336.000000
IL, 03409	Single-Family Attached	1990s	0.026853	0.000000	0.973147	0.000000	0.000000	0.000000	41.000000	931.000000
IL, 03409	Single-Family Attached	2000s	0.063709	0.000000	0.936291	0.000000	0.000000	0.000000	36.000000	879.000000
IL, 03409	Single-Family Attached	2010s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	46.000000
IL, 03409	Single-Family Attached	<1940	0.000000	0.000000	0.878505	0.000000	0.000000	0.121495	5.000000	107.000000
IL, 03409	Single-Family Detached	1940s	0.027090	0.000000	0.942809	0.000000	0.004682	0.025418	165.000000	2990.000000
IL, 03409	Single-Family Detached	1950s	0.018731	0.001344	0.972486	0.001255	0.003047	0.003137	583.000000	11158.000000
IL, 03409	Single-Family Detached	1960s	0.044285	0.000000	0.952819	0.000000	0.000000	0.002896	293.000000	5871.000000
IL, 03409	Single-Family Detached	1970s	0.033973	0.000000	0.963196	0.000000	0.000000	0.002831	162.000000	3179.000000
IL, 03409	Single-Family Detached	1980s	0.050339	0.000000	0.925905	0.000000	0.012443	0.011312	86.000000	1768.000000
IL, 03409	Single-Family Detached	1990s	0.074440	0.000000	0.925560	0.000000	0.000000	0.000000	109.000000	1921.000000
IL, 03409	Single-Family Detached	2000s	0.051887	0.000000	0.948113	0.000000	0.000000	0.000000	107.000000	1908.000000
IL, 03409	Single-Family Detached	2010s	0.052632	0.000000	0.947368	0.000000	0.000000	0.000000	13.000000	247.000000
IL, 03409	Single-Family Detached	<1940	0.052280	0.000000	0.926541	0.000000	0.000000	0.021179	303.000000	5241.000000
IL, 03410	Mobile Home	1940s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03410	Mobile Home	1950s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03410	Mobile Home	1960s	0.384615	0.000000	0.076923	0.000000	0.000000	0.538462	6.000000	208.000000
IL, 03410	Mobile Home	1970s	0.922078	0.000000	0.077922	0.000000	0.000000	0.000000	5.000000	154.000000
IL, 03410	Mobile Home	1980s	0.854478	0.000000	0.145522	0.000000	0.000000	0.000000	8.000000	268.000000
IL, 03410	Mobile Home	1990s	0.862745	0.000000	0.137255	0.000000	0.000000	0.000000	2.000000	102.000000
IL, 03410	Mobile Home	2000s	0.856540	0.000000	0.054852	0.000000	0.000000	0.088608	6.000000	237.000000
IL, 03410	Mobile Home	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	117.000000
IL, 03410	Mobile Home	<1940	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03410	Multi-Family with 2 - 4 Units	1940s	0.000000	0.000000	0.528302	0.000000	0.000000	0.471698	3.000000	53.000000
